energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Li_s_up,Li_s_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.87993997,0.46851836,-0.46851836,0.00165551,-0.00165551,0.01040338,-0.01040338,0.07033974,-0.07033974,0.08209514,-0.08209514,0.16747859,-0.16747859,0.26527774,-0.26527774,0.00000000,-0.00000000
-5.87393697,0.46568570,-0.46568570,0.00176443,-0.00176443,0.01166214,-0.01166214,0.06664528,-0.06664528,0.07864426,-0.07864426,0.17167613,-0.17167613,0.26143015,-0.26143015,0.00000000,-0.00000000
-5.86793397,0.46479219,-0.46479219,0.00187353,-0.00187353,0.01318006,-0.01318006,0.06314318,-0.06314318,0.07548036,-0.07548036,0.17714817,-0.17714817,0.25826541,-0.25826541,0.00000000,-0.00000000
-5.86193097,0.46619190,-0.46619191,0.00198140,-0.00198140,0.01498578,-0.01498578,0.05991373,-0.05991373,0.07269511,-0.07269511,0.18405317,-0.18405317,0.25594063,-0.25594063,0.00000000,-0.00000000
-5.85592796,0.47017870,-0.47017870,0.00208656,-0.00208656,0.01710635,-0.01710635,0.05702752,-0.05702752,0.07036907,-0.07036907,0.19252589,-0.19252589,0.25458000,-0.25458000,0.00000000,-0.00000000
-5.84992496,0.47697713,-0.47697713,0.00218749,-0.00218749,0.01956620,-0.01956620,0.05454376,-0.05454376,0.06856958,-0.06856958,0.20267228,-0.20267228,0.25427129,-0.25427129,0.00000000,-0.00000000
-5.84392196,0.48673526,-0.48673526,0.00228270,-0.00228270,0.02238608,-0.02238608,0.05250903,-0.05250903,0.06734903,-0.06734903,0.21456476,-0.21456476,0.25506375,-0.25506375,0.00000000,-0.00000000
-5.83791896,0.49951960,-0.49951960,0.00237079,-0.00237079,0.02558192,-0.02558192,0.05095640,-0.05095640,0.06674368,-0.06674368,0.22823808,-0.22823808,0.25696716,-0.25696716,0.00000000,-0.00000000
-5.83191596,0.51531203,-0.51531203,0.00245048,-0.00245048,0.02916376,-0.02916376,0.04990504,-0.04990504,0.06677290,-0.06677290,0.24368585,-0.24368585,0.25995214,-0.25995214,0.00000000,-0.00000000
-5.82591296,0.53400906,-0.53400907,0.00252073,-0.00252073,0.03313471,-0.03313471,0.04936018,-0.04936018,0.06743893,-0.06743893,0.26085797,-0.26085797,0.26395155,-0.26395155,0.00000000,-0.00000000
-5.81990995,0.55542322,-0.55542322,0.00258076,-0.00258076,0.03749015,-0.03749015,0.04931357,-0.04931357,0.06872708,-0.06872708,0.27965908,-0.27965909,0.26886303,-0.26886303,0.00000000,-0.00000000
-5.81390695,0.57928669,-0.57928669,0.00263009,-0.00263009,0.04221709,-0.04221709,0.04974423,-0.04974423,0.07060651,-0.07060651,0.29994822,-0.29994822,0.27455237,-0.27455237,0.00000000,-0.00000000
-5.80790395,0.60525734,-0.60525734,0.00266863,-0.00266863,0.04729377,-0.04729377,0.05061968,-0.05061968,0.07303142,-0.07303142,0.32153987,-0.32153987,0.28085776,-0.28085776,0.00000000,-0.00000000
-5.80190095,0.63292686,-0.63292686,0.00269670,-0.00269670,0.05268967,-0.05268967,0.05189741,-0.05189741,0.07594275,-0.07594275,0.34420650,-0.34420651,0.28759476,-0.28759476,0.00000000,-0.00000000
-5.79589795,0.66183125,-0.66183125,0.00271503,-0.00271503,0.05836593,-0.05836593,0.05352668,-0.05352668,0.07927031,-0.07927031,0.36768283,-0.36768283,0.29456181,-0.29456181,0.00000000,-0.00000000
-5.78989495,0.69146337,-0.69146337,0.00272482,-0.00272482,0.06427612,-0.06427612,0.05545058,-0.05545058,0.08293531,-0.08293531,0.39167168,-0.39167168,0.30154621,-0.30154621,0.00000000,-0.00000000
-5.78389195,0.72128750,-0.72128750,0.00272772,-0.00272772,0.07036759,-0.07036759,0.05760825,-0.05760825,0.08685328,-0.08685328,0.41585162,-0.41585162,0.30833046,-0.30833046,0.00000000,-0.00000000
-5.77788894,0.75075567,-0.75075568,0.00272581,-0.00272581,0.07658320,-0.07658320,0.05993724,-0.05993724,0.09093731,-0.09093731,0.43988617,-0.43988617,0.31469875,-0.31469875,0.00000000,-0.00000000
-5.77188594,0.77932543,-0.77932543,0.00272159,-0.00272159,0.08286353,-0.08286353,0.06237590,-0.06237590,0.09510149,-0.09510149,0.46343452,-0.46343452,0.32044359,-0.32044359,0.00000000,-0.00000000
-5.76588294,0.80647854,-0.80647855,0.00271795,-0.00271795,0.08914948,-0.08914948,0.06486586,-0.06486586,0.09926457,-0.09926457,0.48616330,-0.48616331,0.32537225,-0.32537225,0.00000000,-0.00000000
-5.75987994,0.83174034,-0.83174034,0.00271810,-0.00271810,0.09538516,-0.09538516,0.06735429,-0.06735429,0.10335370,-0.10335370,0.50775930,-0.50775930,0.32931309,-0.32931309,0.00000000,-0.00000000
-5.75387694,0.85469878,-0.85469878,0.00272551,-0.00272551,0.10152099,-0.10152099,0.06979610,-0.06979610,0.10730804,-0.10730804,0.52794235,-0.52794235,0.33212141,-0.33212141,0.00000000,-0.00000000
-5.74787394,0.87502286,-0.87502287,0.00274386,-0.00274386,0.10751680,-0.10751680,0.07215591,-0.07215591,0.11108235,-0.11108235,0.54647817,-0.54647817,0.33368480,-0.33368480,0.00000000,-0.00000000
-5.74187094,0.89247939,-0.89247939,0.00277692,-0.00277692,0.11334493,-0.11334493,0.07440962,-0.07440962,0.11465024,-0.11465024,0.56319035,-0.56319035,0.33392780,-0.33392780,0.00000000,-0.00000000
-5.73586793,0.90694755,-0.90694756,0.00282850,-0.00282850,0.11899296,-0.11899296,0.07654576,-0.07654576,0.11800709,-0.11800709,0.57797090,-0.57797090,0.33281568,-0.33281568,0.00000000,-0.00000000
-5.72986493,0.91843047,-0.91843047,0.00290229,-0.00290229,0.12446603,-0.12446603,0.07856634,-0.07856634,0.12117246,-0.12117246,0.59078885,-0.59078885,0.33035732,-0.33035732,0.00000000,-0.00000000
-5.72386193,0.92706313,-0.92706313,0.00300184,-0.00300184,0.12978854,-0.12978854,0.08048725,-0.08048725,0.12419194,-0.12419194,0.60169625,-0.60169625,0.32660700,-0.32660700,0.00000000,-0.00000000
-5.71785893,0.93311613,-0.93311613,0.00313035,-0.00313035,0.13500512,-0.13500512,0.08233832,-0.08233832,0.12713836,-0.12713836,0.61083108,-0.61083108,0.32166511,-0.32166511,0.00000000,-0.00000000
-5.71185593,0.93699493,-0.93699493,0.00329067,-0.00329067,0.14018060,-0.14018060,0.08416277,-0.08416277,0.13011227,-0.13011227,0.61841677,-0.61841677,0.31567773,-0.31567773,0.00000000,-0.00000000
-5.70585293,0.93923424,-0.93923424,0.00348510,-0.00348510,0.14539913,-0.14539913,0.08601632,-0.08601632,0.13324172,-0.13324172,0.62475801,-0.62475801,0.30883508,-0.30883508,0.00000000,-0.00000000
-5.69984992,0.94048777,-0.94048777,0.00371538,-0.00371538,0.15076216,-0.15076216,0.08796591,-0.08796591,0.13668123,-0.13668123,0.63023287,-0.63023288,0.30136902,-0.30136902,0.00000000,-0.00000000
-5.69384692,0.94151337,-0.94151337,0.00398255,-0.00398255,0.15638547,-0.15638547,0.09008802,-0.09008802,0.14061015,-0.14061015,0.63528127,-0.63528127,0.29354950,-0.29354950,0.00000000,-0.00000000
-5.68784392,0.94315408,-0.94315409,0.00428690,-0.00428690,0.16239523,-0.16239523,0.09246674,-0.09246674,0.14523024,-0.14523024,0.64039015,-0.64039015,0.28568025,-0.28568025,0.00000000,-0.00000000
-5.68184092,0.94631573,-0.94631573,0.00462796,-0.00462796,0.16892321,-0.16892321,0.09519162,-0.09519162,0.15076277,-0.15076277,0.64607593,-0.64607593,0.27809388,-0.27809388,0.00000000,-0.00000000
-5.67583792,0.95194180,-0.95194180,0.00500445,-0.00500445,0.17610140,-0.17610140,0.09835533,-0.09835533,0.15744500,-0.15744500,0.65286469,-0.65286469,0.27114634,-0.27114634,0.00000000,-0.00000000
-5.66983492,0.96098671,-0.96098671,0.00541429,-0.00541429,0.18405612,-0.18405612,0.10205134,-0.10205134,0.16552642,-0.16552643,0.66127112,-0.66127112,0.26521118,-0.26521118,0.00000000,-0.00000000
-5.66383192,0.97438821,-0.97438822,0.00585468,-0.00585468,0.19290208,-0.19290208,0.10637145,-0.10637145,0.17526457,-0.17526457,0.67177698,-0.67177698,0.26067350,-0.26067350,0.00000000,-0.00000000
-5.65782891,0.99304036,-0.99304037,0.00632217,-0.00632217,0.20273655,-0.20273655,0.11140346,-0.11140346,0.18692079,-0.18692079,0.68481020,-0.68481020,0.25792389,-0.25792389,0.00000000,-0.00000000
-5.65182591,1.01776775,-1.01776775,0.00681276,-0.00681276,0.21363393,-0.21363394,0.11722884,-0.11722884,0.20075591,-0.20075591,0.70072538,-0.70072538,0.25735231,-0.25735231,0.00000000,-0.00000000
-5.64582291,1.04930223,-1.04930223,0.00732205,-0.00732205,0.22564120,-0.22564120,0.12392050,-0.12392050,0.21702602,-0.21702602,0.71978693,-0.71978694,0.25934210,-0.25934210,0.00000000,-0.00000000
-5.63981991,1.08826287,-1.08826287,0.00784546,-0.00784546,0.23877430,-0.23877430,0.13154069,-0.13154069,0.23597834,-0.23597834,0.74215549,-0.74215550,0.26426397,-0.26426397,0.00000000,-0.00000000
-5.63381691,1.13513987,-1.13513987,0.00837833,-0.00837833,0.25301592,-0.25301592,0.14013895,-0.14013895,0.25784735,-0.25784735,0.76787845,-0.76787845,0.27247014,-0.27247014,0.00000000,-0.00000000
-5.62781391,1.19028283,-1.19028284,0.00891624,-0.00891624,0.26831466,-0.26831467,0.14975023,-0.14975023,0.28285118,-0.28285118,0.79688514,-0.79688514,0.28428841,-0.28428841,0.00000000,-0.00000000
-5.62181091,1.25389382,-1.25389382,0.00945513,-0.00945513,0.28458591,-0.28458591,0.16039306,-0.16039306,0.31118828,-0.31118829,0.82898697,-0.82898697,0.30001625,-0.30001625,0.00000000,-0.00000000
-5.61580790,1.32602502,-1.32602502,0.00999153,-0.00999153,0.30171421,-0.30171421,0.17206786,-0.17206786,0.34303440,-0.34303440,0.86388268,-0.86388268,0.31991482,-0.31991482,0.00000000,-0.00000000
-5.60980490,1.40658098,-1.40658098,0.01052272,-0.01052272,0.31955739,-0.31955739,0.18475535,-0.18475535,0.37853977,-0.37853977,0.90116848,-0.90116848,0.34420280,-0.34420280,0.00000000,-0.00000000
-5.60380190,1.49532490,-1.49532490,0.01104690,-0.01104690,0.33795192,-0.33795192,0.19841513,-0.19841513,0.41782664,-0.41782664,0.94035269,-0.94035270,0.37305015,-0.37305015,0.00000000,-0.00000000
-5.59779890,1.59188838,-1.59188838,0.01156325,-0.01156325,0.35671964,-0.35671964,0.21298446,-0.21298446,0.46098685,-0.46098685,0.98087435,-0.98087435,0.40657181,-0.40657181,0.00000000,-0.00000000
-5.59179590,1.69578394,-1.69578394,0.01207194,-0.01207194,0.37567525,-0.37567525,0.22837734,-0.22837734,0.50807956,-0.50807956,1.02212468,-1.02212468,0.44482128,-0.44482128,0.00000000,-0.00000000
-5.58579290,1.80641934,-1.80641935,0.01257417,-0.01257417,0.39463437,-0.39463438,0.24448393,-0.24448393,0.55912906,-0.55912906,1.06347075,-1.06347076,0.48778444,-0.48778445,0.00000000,-0.00000000
-5.57978989,1.92311296,-1.92311296,0.01307200,-0.01307200,0.41342164,-0.41342164,0.26117036,-0.26117036,0.61412245,-0.61412245,1.10427987,-1.10427987,0.53537366,-0.53537366,0.00000000,-0.00000000
-5.57378689,2.04510916,-2.04510916,0.01356822,-0.01356822,0.43187841,-0.43187841,0.27827927,-0.27827927,0.67300726,-0.67300726,1.14394372,-1.14394372,0.58742242,-0.58742243,0.00000000,-0.00000000
-5.56778389,2.17159300,-2.17159300,0.01406613,-0.01406613,0.44986970,-0.44986970,0.29563079,-0.29563079,0.73568897,-0.73568897,1.18190102,-1.18190102,0.64368091,-0.64368091,0.00000000,-0.00000000
-5.56178089,2.30170346,-2.30170346,0.01456924,-0.01456924,0.46728984,-0.46728984,0.31302444,-0.31302444,0.80202827,-0.80202827,1.21765753,-1.21765753,0.70381267,-0.70381267,0.00000000,-0.00000000
-5.55577789,2.43454473,-2.43454473,0.01508094,-0.01508094,0.48406657,-0.48406657,0.33024175,-0.33024175,0.87183829,-0.87183829,1.25080255,-1.25080255,0.76739287,-0.76739287,0.00000000,-0.00000000
-5.54977489,2.56919515,-2.56919516,0.01560417,-0.01560417,0.50016319,-0.50016319,0.34704968,-0.34704968,0.94488163,-0.94488164,1.28102100,-1.28102100,0.83390832,-0.83390832,0.00000000,-0.00000000
-5.54377189,2.70471378,-2.70471379,0.01614109,-0.01614109,0.51557880,-0.51557880,0.36320497,-0.36320497,1.02086749,-1.02086750,1.30810065,-1.30810065,0.90275967,-0.90275967,0.00000000,-0.00000000
-5.53776888,2.84014460,-2.84014460,0.01669269,-0.01669269,0.53034628,-0.53034628,0.37845909,-0.37845909,1.09944891,-1.09944891,1.33193417,-1.33193417,0.97326594,-0.97326594,0.00000000,-0.00000000
-5.53176588,2.97451878,-2.97451878,0.01725854,-0.01725854,0.54452838,-0.54452838,0.39256398,-0.39256398,1.18022039,-1.18022040,1.35251606,-1.35251606,1.04467163,-1.04467163,0.00000000,-0.00000000
-5.52576288,3.10685558,-3.10685558,0.01783653,-0.01783653,0.55821188,-0.55821188,0.40527816,-0.40527816,1.26271616,-1.26271616,1.36993470,-1.36993470,1.11615639,-1.11615639,0.00000000,-0.00000000
-5.51975988,3.23616245,-3.23616245,0.01842274,-0.01842274,0.57150027,-0.57150027,0.41637316,-0.41637316,1.34640929,-1.34640929,1.38436020,-1.38436020,1.18684735,-1.18684735,0.00000000,-0.00000000
-5.51375688,3.36143538,-3.36143538,0.01901131,-0.01901131,0.58450533,-0.58450533,0.42563999,-0.42563999,1.43071211,-1.43071211,1.39602875,-1.39602875,1.25583388,-1.25583388,0.00000000,-0.00000000
-5.50775388,3.48166017,-3.48166018,0.01959452,-0.01959452,0.59733805,-0.59733805,0.43289533,-0.43289533,1.51497816,-1.51497816,1.40522461,-1.40522461,1.32218460,-1.32218460,0.00000000,-0.00000000
-5.50175088,3.59581572,-3.59581572,0.02016291,-0.02016291,0.61009958,-0.61009958,0.43798731,-0.43798731,1.59850602,-1.59850602,1.41226078,-1.41226078,1.38496619,-1.38496619,0.00000000,-0.00000000
-5.49574787,3.70287989,-3.70287989,0.02070553,-0.02070553,0.62287265,-0.62287265,0.44080045,-0.44080045,1.68054539,-1.68054539,1.41745958,-1.41745958,1.44326368,-1.44326368,0.00000000,-0.00000000
-5.48974487,3.80183888,-3.80183888,0.02121025,-0.02121025,0.63571405,-0.63571405,0.44125962,-0.44125962,1.76030554,-1.76030554,1.42113438,-1.42113438,1.49620145,-1.49620145,0.00000000,-0.00000000
-5.48374187,3.89170027,-3.89170027,0.02166418,-0.02166418,0.64864873,-0.64864873,0.43933285,-0.43933285,1.83696640,-1.83696640,1.42357346,-1.42357346,1.54296459,-1.54296459,0.00000000,-0.00000000
-5.47773887,3.97151009,-3.97151009,0.02205420,-0.02205420,0.66166589,-0.66166589,0.43503281,-0.43503281,1.90969218,-1.90969219,1.42502714,-1.42502714,1.58281961,-1.58281961,0.00000000,-0.00000000
-5.47173587,4.04037370,-4.04037370,0.02236739,-0.02236739,0.67471731,-0.67471731,0.42841679,-0.42841679,1.97764760,-1.97764760,1.42569870,-1.42569870,1.61513412,-1.61513412,0.00000000,-0.00000000
-5.46573287,4.09748007,-4.09748008,0.02259164,-0.02259164,0.68771828,-0.68771828,0.41958536,-0.41958536,2.04001618,-2.04001618,1.42573981,-1.42573981,1.63939454,-1.63939454,0.00000000,-0.00000000
-5.45972986,4.14212858,-4.14212858,0.02271613,-0.02271613,0.70055088,-0.70055088,0.40867964,-0.40867964,2.09602050,-2.09602050,1.42525044,-1.42525044,1.65522136,-1.65522136,0.00000000,-0.00000000
-5.45372686,4.17375737,-4.17375737,0.02273183,-0.02273183,0.71306972,-0.71306972,0.39587727,-0.39587726,2.14494345,-2.14494345,1.42428332,-1.42428332,1.66238116,-1.66238116,0.00000000,-0.00000000
-5.44772386,4.19197184,-4.19197184,0.02263189,-0.02263189,0.72510962,-0.72510962,0.38138735,-0.38138735,2.18615005,-2.18615005,1.42285247,-1.42285247,1.66079517,-1.66079517,0.00000000,-0.00000000
-5.44172086,4.19657180,-4.19657180,0.02241197,-0.02241197,0.73649507,-0.73649507,0.36544460,-0.36544460,2.21910868,-2.21910868,1.42094518,-1.42094518,1.65054364,-1.65054363,0.00000000,-0.00000000
-5.43571786,4.18757564,-4.18757565,0.02207050,-0.02207050,0.74705063,-0.74705063,0.34830279,-0.34830279,2.24341094,-2.24341094,1.41853654,-1.41853654,1.63186605,-1.63186605,0.00000000,-0.00000000
-5.42971486,4.16523988,-4.16523988,0.02160875,-0.02160875,0.75661189,-0.75661189,0.33022794,-0.33022794,2.25878901,-2.25878901,1.41560542,-1.41560542,1.60515698,-1.60515697,0.00000000,-0.00000000
-5.42371186,4.13007253,-4.13007253,0.02103085,-0.02103085,0.76503621,-0.76503621,0.31149152,-0.31149152,2.26512957,-2.26512957,1.41215090,-1.41215090,1.57095751,-1.57095751,0.00000000,-0.00000000
-5.41770885,4.08283905,-4.08283906,0.02034364,-0.02034364,0.77221265,-0.77221265,0.29236373,-0.29236373,2.26248346,-2.26248346,1.40820779,-1.40820779,1.52994270,-1.52994270,0.00000000,-0.00000000
-5.41170585,4.02455967,-4.02455967,0.01955648,-0.01955648,0.77807033,-0.77807033,0.27310729,-0.27310729,2.25107013,-2.25107013,1.40386018,-1.40386018,1.48290515,-1.48290515,0.00000000,-0.00000000
-5.40570285,3.95649753,-3.95649753,0.01868090,-0.01868090,0.78258492,-0.78258492,0.25397191,-0.25397191,2.23127660,-2.23127660,1.39925203,-1.39925203,1.43073538,-1.43073538,0.00000000,-0.00000000
-5.39969985,3.88013735,-3.88013735,0.01773020,-0.01773020,0.78578261,-0.78578261,0.23518942,-0.23518942,2.20365043,-2.20365043,1.39459392,-1.39459392,1.37439955,-1.37439955,0.00000000,-0.00000000
-5.39369685,3.79715484,-3.79715484,0.01671899,-0.01671899,0.78774139,-0.78774139,0.21696990,-0.21696990,2.16888683,-2.16888683,1.39016532,-1.39016532,1.31491517,-1.31491517,0.00000000,-0.00000000
-5.38769385,3.70937752,-3.70937752,0.01566275,-0.01566275,0.78858955,-0.78858955,0.19949864,-0.19949864,2.12781015,-2.12781015,1.38631206,-1.38631206,1.25332567,-1.25332567,0.00000000,-0.00000000
-5.38169085,3.61873822,-3.61873822,0.01457725,-0.01457725,0.78850134,-0.78850134,0.18293410,-0.18293410,2.08135043,-2.08135043,1.38343896,-1.38343896,1.19067459,-1.19067459,0.00000000,-0.00000000
-5.37568784,3.52722262,-3.52722262,0.01347816,-0.01347816,0.78769008,-0.78769008,0.16740671,-0.16740671,2.03051577,-2.03051577,1.38199772,-1.38199772,1.12798013,-1.12798013,0.00000000,-0.00000000
-5.36968484,3.43681284,-3.43681284,0.01238052,-0.01238052,0.78639907,-0.78639907,0.15301857,-0.15301857,1.97636182,-1.97636182,1.38247071,-1.38247071,1.06621093,-1.06621093,0.00000000,-0.00000000
-5.36368184,3.34942925,-3.34942925,0.01129840,-0.01129840,0.78489070,-0.78489070,0.13984382,-0.13984382,1.91995944,-1.91995944,1.38535121,-1.38535122,1.00626378,-1.00626378,0.00000000,-0.00000000
-5.35767884,3.26687256,-3.26687256,0.01024456,-0.01024456,0.78343438,-0.78343438,0.12792964,-0.12792964,1.86236215,-1.86236215,1.39112115,-1.39112116,0.94894385,-0.94894385,0.00000000,-0.00000000
-5.35167584,3.19076865,-3.19076865,0.00923015,-0.00923015,0.78229391,-0.78229391,0.11729780,-0.11729780,1.80457454,-1.80457454,1.40022729,-1.40022729,0.89494800,-0.89494800,0.00000000,-0.00000000
-5.34567284,3.12251815,-3.12251815,0.00826459,-0.00826459,0.78171492,-0.78171492,0.10794651,-0.10794651,1.74752317,-1.74752317,1.41305702,-1.41305703,0.84485166,-0.84485166,0.00000000,-0.00000000
-5.33966983,3.06325287,-3.06325287,0.00735541,-0.00735541,0.78191289,-0.78191289,0.09985261,-0.09985261,1.69203101,-1.69203101,1.42991500,-1.42991500,0.79909942,-0.79909942,0.00000000,-0.00000000
-5.33366683,3.01380062,-3.01380063,0.00650826,-0.00650826,0.78306250,-0.78306250,0.09297389,-0.09297389,1.63879653,-1.63879653,1.45100157,-1.45100158,0.75799967,-0.75799967,0.00000000,-0.00000000
-5.32766383,2.97465986,-2.97465987,0.00572697,-0.00572697,0.78528856,-0.78528856,0.08725154,-0.08725154,1.58837802,-1.58837802,1.47639419,-1.47639420,0.72172312,-0.72172312,0.00000000,-0.00000000
-5.32166083,2.94598493,-2.94598494,0.00501357,-0.00501357,0.78865910,-0.78865910,0.08261253,-0.08261253,1.54118382,-1.54118382,1.50603263,-1.50603263,0.69030536,-0.69030536,0.00000000,-0.00000000
-5.31565783,2.92758250,-2.92758250,0.00436853,-0.00436853,0.79318071,-0.79318071,0.07897206,-0.07897206,1.49746838,-1.49746838,1.53970876,-1.53970876,0.66365293,-0.66365293,0.00000000,-0.00000000
-5.30965483,2.91891911,-2.91891912,0.00379087,-0.00379087,0.79879638,-0.79879638,0.07623588,-0.07623588,1.45733417,-1.45733417,1.57706145,-1.57706146,0.64155287,-0.64155287,0.00000000,-0.00000000
-5.30365183,2.91913960,-2.91913960,0.00327843,-0.00327843,0.80538583,-0.80538583,0.07430254,-0.07430254,1.42073902,-1.42073902,1.61757695,-1.61757696,0.62368521,-0.62368521,0.00000000,-0.00000000
-5.29764882,2.92709544,-2.92709545,0.00282804,-0.00282804,0.81276824,-0.81276824,0.07306553,-0.07306553,1.38750816,-1.38750816,1.66059482,-1.66059482,0.60963790,-0.60963790,0.00000000,-0.00000000
-5.29164582,2.94138217,-2.94138218,0.00243575,-0.00243575,0.82070725,-0.82070725,0.07241537,-0.07241537,1.35735033,-1.35735033,1.70531945,-1.70531946,0.59892374,-0.59892374,0.00000000,-0.00000000
-5.28564282,2.96038434,-2.96038434,0.00209709,-0.00209709,0.82891791,-0.82891792,0.07224158,-0.07224158,1.32987696,-1.32987696,1.75083685,-1.75083686,0.59099872,-0.59099872,0.00000000,-0.00000000
-5.27963982,2.98232656,-2.98232656,0.00180720,-0.00180720,0.83707546,-0.83707546,0.07243451,-0.07243451,1.30462343,-1.30462343,1.79613620,-1.79613621,0.58528111,-0.58528111,0.00000000,-0.00000000
-5.27363682,3.00532896,-3.00532897,0.00156108,-0.00156108,0.84482534,-0.84482534,0.07288722,-0.07288722,1.28107152,-1.28107152,1.84013568,-1.84013569,0.58117082,-0.58117082,0.00000000,-0.00000000
-5.26763382,3.02746526,-3.02746526,0.00135368,-0.00135368,0.85179437,-0.85179437,0.07349711,-0.07349711,1.25867211,-1.25867210,1.88171168,-1.88171168,0.57806848,-0.57806848,0.00000000,-0.00000000
-5.26163082,3.04682159,-3.04682159,0.00118011,-0.00118011,0.85760247,-0.85760247,0.07416756,-0.07416756,1.23686725,-1.23686725,1.91973052,-1.91973052,0.57539348,-0.57539348,0.00000000,-0.00000000
