energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.93996998,1.34113887,-1.34113852,1.59344598,-1.59344534,0.28724485,-0.28724481,0.00978737,-0.00978737,0.43315403,-0.43315388,0.31056492,-0.31056483,0.00000000,-0.00000000,0.28728000,-0.28727990,0.05058554,-0.05058552
-5.93396698,1.27880324,-1.27880295,1.47413240,-1.47413181,0.27669407,-0.27669404,0.00946924,-0.00946924,0.40825993,-0.40825979,0.29618848,-0.29618841,0.00000000,-0.00000000,0.27169158,-0.27169149,0.04722486,-0.04722484
-5.92796398,1.22541565,-1.22541541,1.36358875,-1.36358821,0.26793184,-0.26793182,0.00912561,-0.00912561,0.38570466,-0.38570454,0.28404832,-0.28404826,0.00000000,-0.00000000,0.25835218,-0.25835211,0.04427125,-0.04427123
-5.92196098,1.18143067,-1.18143050,1.26261643,-1.26261595,0.26104419,-0.26104418,0.00876311,-0.00876311,0.36566184,-0.36566173,0.27426762,-0.27426757,0.00000000,-0.00000000,0.24739218,-0.24739212,0.04173870,-0.04173869
-5.91595798,1.14709848,-1.14709836,1.17179132,-1.17179091,0.25607580,-0.25607581,0.00838865,-0.00838865,0.34824407,-0.34824398,0.26692496,-0.26692493,0.00000000,-0.00000000,0.23888905,-0.23888901,0.03963277,-0.03963276
-5.90995498,1.12246383,-1.12246377,1.09145971,-1.09145937,0.25302895,-0.25302897,0.00800921,-0.00800921,0.33350115,-0.33350108,0.26205512,-0.26205511,0.00000000,-0.00000000,0.23286744,-0.23286741,0.03795111,-0.03795111
-5.90395198,1.10737051,-1.10737052,1.02174011,-1.02173984,0.25186375,-0.25186377,0.00763163,-0.00763162,0.32142002,-0.32141996,0.25965081,-0.25965082,0.00000000,-0.00000000,0.22930051,-0.22930051,0.03668412,-0.03668412
-5.89794897,1.10147084,-1.10147091,0.96253083,-0.96253062,0.25249951,-0.25249955,0.00726241,-0.00726240,0.31192648,-0.31192643,0.25966524,-0.25966526,0.00000000,-0.00000000,0.22811256,-0.22811256,0.03581578,-0.03581578
-5.89194597,1.10423987,-1.10423999,0.91352280,-0.91352266,0.25481741,-0.25481746,0.00690755,-0.00690755,0.30488868,-0.30488865,0.26201542,-0.26201546,0.00000000,-0.00000000,0.22918262,-0.22918264,0.03532455,-0.03532455
-5.88594297,1.11499384,-1.11499401,0.87421712,-0.87421704,0.25866405,-0.25866411,0.00657239,-0.00657239,0.30012215,-0.30012213,0.26658610,-0.26658615,0.00000000,-0.00000000,0.23234918,-0.23234921,0.03518438,-0.03518439
-5.87993997,1.13291223,-1.13291244,0.84394657,-0.84394655,0.26385612,-0.26385619,0.00626150,-0.00626150,0.29739629,-0.29739629,0.27323405,-0.27323412,0.00000000,-0.00000000,0.23741559,-0.23741563,0.03536570,-0.03536571
-5.87393697,1.15706265,-1.15706289,0.82190048,-0.82190051,0.27018571,-0.27018578,0.00597857,-0.00597857,0.29644197,-0.29644198,0.28179273,-0.28179281,0.00000000,-0.00000000,0.24415625,-0.24415631,0.03583643,-0.03583644
-5.86793397,1.18642778,-1.18642805,0.80715199,-0.80715207,0.27742624,-0.27742632,0.00572643,-0.00572643,0.29696008,-0.29696009,0.29207698,-0.29207707,0.00000000,-0.00000000,0.25232324,-0.25232330,0.03656297,-0.03656298
-5.86193097,1.21993346,-1.21993376,0.79868698,-0.79868711,0.28533876,-0.28533884,0.00550698,-0.00550698,0.29863069,-0.29863071,0.30388779,-0.30388789,0.00000000,-0.00000000,0.26165327,-0.26165335,0.03751111,-0.03751112
-5.85592796,1.25647709,-1.25647740,0.79543375,-0.79543391,0.29367834,-0.29367842,0.00532127,-0.00532127,0.30112251,-0.30112253,0.31701681,-0.31701692,0.00000000,-0.00000000,0.27187486,-0.27187493,0.03864685,-0.03864687
-5.84992496,1.29495533,-1.29495565,0.79629262,-0.79629281,0.30220042,-0.30220050,0.00516952,-0.00516952,0.30410235,-0.30410238,0.33125055,-0.33125067,0.00000000,-0.00000000,0.28271530,-0.28271538,0.03993717,-0.03993718
-5.84392196,1.33429044,-1.33429076,0.80016470,-0.80016492,0.31066688,-0.31066696,0.00505123,-0.00505123,0.30724433,-0.30724435,0.34637422,-0.34637434,0.00000000,-0.00000000,0.29390750,-0.29390758,0.04135054,-0.04135055
-5.83791896,1.37345425,-1.37345456,0.80597905,-0.80597928,0.31885155,-0.31885163,0.00496526,-0.00496526,0.31023841,-0.31023843,0.36217489,-0.36217502,0.00000000,-0.00000000,0.30519626,-0.30519634,0.04285748,-0.04285749
-5.83191596,1.41148930,-1.41148960,0.81271753,-0.81271776,0.32654522,-0.32654529,0.00490994,-0.00490994,0.31279826,-0.31279827,0.37844421,-0.37844434,0.00000000,-0.00000000,0.31634386,-0.31634394,0.04443080,-0.04443082
-5.82591296,1.44752642,-1.44752671,0.81943677,-0.81943701,0.33355973,-0.33355979,0.00488321,-0.00488321,0.31466792,-0.31466792,0.39498028,-0.39498042,0.00000000,-0.00000000,0.32713487,-0.32713495,0.04604583,-0.04604585
-5.81990995,1.48079850,-1.48079876,0.82528684,-0.82528708,0.33973133,-0.33973139,0.00488267,-0.00488267,0.31562740,-0.31562740,0.41158904,-0.41158917,0.00000000,-0.00000000,0.33737986,-0.33737994,0.04768043,-0.04768044
-5.81390695,1.51065013,-1.51065037,0.82952611,-0.82952633,0.34492311,-0.34492317,0.00490571,-0.00490571,0.31549688,-0.31549687,0.42808486,-0.42808499,0.00000000,-0.00000000,0.34691806,-0.34691813,0.04931487,-0.04931488
-5.80790395,1.53654313,-1.53654334,0.83153211,-0.83153232,0.34902651,-0.34902655,0.00494958,-0.00494958,0.31413957,-0.31413955,0.44429064,-0.44429077,0.00000000,-0.00000000,0.35561877,-0.35561884,0.05093168,-0.05093169
-5.80190095,1.55805806,-1.55805824,0.83080835,-0.83080855,0.35196193,-0.35196196,0.00501147,-0.00501147,0.31146311,-0.31146308,0.46003741,-0.46003754,0.00000000,-0.00000000,0.36338166,-0.36338172,0.05251530,-0.05251531
-5.79589795,1.57489202,-1.57489217,0.82698699,-0.82698717,0.35367857,-0.35367860,0.00508853,-0.00508853,0.30741964,-0.30741960,0.47516353,-0.47516366,0.00000000,-0.00000000,0.37013582,-0.37013588,0.05405175,-0.05405176
-5.78989495,1.58685320,-1.58685332,0.81982755,-0.81982771,0.35415356,-0.35415358,0.00517791,-0.00517792,0.30200462,-0.30200457,0.48951374,-0.48951386,0.00000000,-0.00000000,0.37583790,-0.37583795,0.05552822,-0.05552823
-5.78389195,1.59385281,-1.59385289,0.80921201,-0.80921214,0.35339042,-0.35339043,0.00527679,-0.00527679,0.29525438,-0.29525433,0.50293809,-0.50293820,0.00000000,-0.00000000,0.38046924,-0.38046928,0.05693268,-0.05693269
-5.77788894,1.59589486,-1.59589491,0.79513659,-0.79513669,0.35141703,-0.35141703,0.00538234,-0.00538234,0.28724275,-0.28724269,0.51529107,-0.51529117,0.00000000,-0.00000000,0.38403247,-0.38403252,0.05825349,-0.05825350
-5.77188594,1.59306472,-1.59306474,0.77770084,-0.77770092,0.34828334,-0.34828333,0.00549175,-0.00549175,0.27807681,-0.27807674,0.52643100,-0.52643109,0.00000000,-0.00000000,0.38654762,-0.38654766,0.05947914,-0.05947915
-5.76588294,1.58551707,-1.58551705,0.75709445,-0.75709451,0.34405868,-0.34405867,0.00560220,-0.00560220,0.26789200,-0.26789192,0.53621981,-0.53621990,0.00000000,-0.00000000,0.38804803,-0.38804806,0.06059796,-0.06059797
-5.75987994,1.57346376,-1.57346372,0.73358260,-0.73358263,0.33882913,-0.33882911,0.00571085,-0.00571085,0.25684681,-0.25684673,0.54452344,-0.54452351,0.00000000,-0.00000000,0.38857646,-0.38857648,0.06159805,-0.06159806
-5.75387694,1.55716250,-1.55716242,0.70749026,-0.70749027,0.33269471,-0.33269468,0.00581486,-0.00581486,0.24511724,-0.24511715,0.55121281,-0.55121286,0.00000000,-0.00000000,0.38818140,-0.38818142,0.06246728,-0.06246729
-5.74787394,1.53690643,-1.53690632,0.67918640,-0.67918639,0.32576671,-0.32576668,0.00591137,-0.00591137,0.23289115,-0.23289107,0.55616548,-0.55616552,0.00000000,-0.00000000,0.38691408,-0.38691409,0.06319338,-0.06319338
-5.74187094,1.51301529,-1.51301516,0.64906834,-0.64906831,0.31816516,-0.31816512,0.00599753,-0.00599753,0.22036284,-0.22036275,0.55926794,-0.55926797,0.00000000,-0.00000000,0.38482599,-0.38482600,0.06376422,-0.06376423
-5.73586793,1.48582809,-1.48582794,0.61754709,-0.61754704,0.31001633,-0.31001628,0.00607052,-0.00607052,0.20772773,-0.20772765,0.56041849,-0.56041850,0.00000000,-0.00000000,0.38196731,-0.38196732,0.06416818,-0.06416819
-5.72986493,1.45569746,-1.45569728,0.58503396,-0.58503390,0.30145051,-0.30145047,0.00612764,-0.00612764,0.19517762,-0.19517754,0.55953050,-0.55953049,0.00000000,-0.00000000,0.37838612,-0.37838612,0.06439455,-0.06439455
-5.72386193,1.42298541,-1.42298521,0.55192889,-0.55192882,0.29259986,-0.29259982,0.00616630,-0.00616631,0.18289626,-0.18289618,0.55653602,-0.55653599,0.00000000,-0.00000000,0.37412831,-0.37412831,0.06443405,-0.06443405
-5.71785893,1.38806044,-1.38806022,0.51861064,-0.51861056,0.28359638,-0.28359633,0.00618417,-0.00618417,0.17105551,-0.17105543,0.55138938,-0.55138933,0.00000000,-0.00000000,0.36923825,-0.36923825,0.06427939,-0.06427939
-5.71185593,1.35129546,-1.35129523,0.48542907,-0.48542898,0.27456997,-0.27456992,0.00617917,-0.00617917,0.15981209,-0.15981202,0.54407075,-0.54407069,0.00000000,-0.00000000,0.36375987,-0.36375986,0.06392574,-0.06392574
-5.70585293,1.31306620,-1.31306596,0.45269950,-0.45269941,0.26564653,-0.26564649,0.00614961,-0.00614961,0.14930490,-0.14930483,0.53458918,-0.53458910,0.00000000,-0.00000000,0.35773808,-0.35773807,0.06337123,-0.06337123
-5.69984992,1.27374970,-1.27374946,0.42069911,-0.42069901,0.25694608,-0.25694604,0.00609423,-0.00609423,0.13965281,-0.13965275,0.52298511,-0.52298501,0.00000000,-0.00000000,0.35122032,-0.35122030,0.06261731,-0.06261731
-5.69384692,1.23372241,-1.23372216,0.38966508,-0.38966499,0.24858081,-0.24858077,0.00601229,-0.00601229,0.13095315,-0.13095310,0.50933206,-0.50933194,0.00000000,-0.00000000,0.34425789,-0.34425787,0.06166903,-0.06166902
-5.68784392,1.19335763,-1.19335738,0.35979454,-0.35979445,0.24065317,-0.24065314,0.00590357,-0.00590357,0.12328057,-0.12328053,0.49373730,-0.49373716,0.00000000,-0.00000000,0.33690708,-0.33690705,0.06053513,-0.06053513
-5.68184092,1.15302205,-1.15302181,0.33124575,-0.33124566,0.23325388,-0.23325385,0.00576848,-0.00576847,0.11668640,-0.11668637,0.47634148,-0.47634133,0.00000000,-0.00000000,0.32922973,-0.32922970,0.05922804,-0.05922804
-5.67583792,1.11307127,-1.11307103,0.30414046,-0.30414037,0.22645999,-0.22645997,0.00560798,-0.00560798,0.11119855,-0.11119852,0.45731716,-0.45731699,0.00000000,-0.00000000,0.32129323,-0.32129319,0.05776365,-0.05776364
-5.66983492,1.07384435,-1.07384412,0.27856708,-0.27856699,0.22033303,-0.22033302,0.00542366,-0.00542366,0.10682163,-0.10682161,0.43686608,-0.43686591,0.00000000,-0.00000000,0.31316991,-0.31316987,0.05616096,-0.05616095
-5.66383192,1.03565761,-1.03565739,0.25458439,-0.25458431,0.21491725,-0.21491724,0.00521765,-0.00521765,0.10353764,-0.10353763,0.41521561,-0.41521542,0.00000000,-0.00000000,0.30493581,-0.30493577,0.05444157,-0.05444156
-5.65782891,0.99879794,-0.99879773,0.23222558,-0.23222550,0.21023816,-0.21023816,0.00499260,-0.00499260,0.10130690,-0.10130690,0.39261411,-0.39261392,0.00000000,-0.00000000,0.29666887,-0.29666883,0.05262910,-0.05262909
-5.65182591,0.96351614,-0.96351594,0.21150236,-0.21150229,0.20630144,-0.20630145,0.00475162,-0.00475162,0.10006941,-0.10006942,0.36932576,-0.36932556,0.00000000,-0.00000000,0.28844681,-0.28844677,0.05074847,-0.05074845
-5.64582291,0.93002071,-0.93002053,0.19240910,-0.19240904,0.20309225,-0.20309226,0.00449815,-0.00449815,0.09974652,-0.09974654,0.34562482,-0.34562462,0.00000000,-0.00000000,0.28034473,-0.28034469,0.04882514,-0.04882513
-5.63981991,0.89847273,-0.89847256,0.17492676,-0.17492670,0.20057511,-0.20057513,0.00423595,-0.00423594,0.10024299,-0.10024301,0.32178979,-0.32178959,0.00000000,-0.00000000,0.27243271,-0.27243268,0.04688445,-0.04688444
-5.63381691,0.86898220,-0.86898205,0.15902657,-0.15902651,0.19869453,-0.19869455,0.00396891,-0.00396891,0.10144935,-0.10144937,0.29809760,-0.29809741,0.00000000,-0.00000000,0.26477373,-0.26477369,0.04495086,-0.04495085
-5.62781391,0.84160655,-0.84160641,0.14467349,-0.14467344,0.19737623,-0.19737625,0.00370105,-0.00370104,0.10324461,-0.10324464,0.27481817,-0.27481798,0.00000000,-0.00000000,0.25742186,-0.25742182,0.04304740,-0.04304739
-5.62181091,0.81635142,-0.81635129,0.13182937,-0.13182933,0.19652917,-0.19652919,0.00343634,-0.00343634,0.10549931,-0.10549934,0.25220953,-0.25220934,0.00000000,-0.00000000,0.25042122,-0.25042119,0.04119515,-0.04119514
-5.61580790,0.79317413,-0.79317401,0.12045585,-0.12045580,0.19604835,-0.19604838,0.00317868,-0.00317868,0.10807875,-0.10807879,0.23051376,-0.23051358,0.00000000,-0.00000000,0.24380567,-0.24380563,0.03941294,-0.03941293
-5.60980490,0.77198984,-0.77198974,0.11051693,-0.11051689,0.19581827,-0.19581830,0.00293179,-0.00293179,0.11084653,-0.11084656,0.20995381,-0.20995364,0.00000000,-0.00000000,0.23759927,-0.23759924,0.03771712,-0.03771711
-5.60380190,0.75268025,-0.75268015,0.10198146,-0.10198143,0.19571700,-0.19571703,0.00269919,-0.00269918,0.11366810,-0.11366813,0.19073140,-0.19073125,0.00000000,-0.00000000,0.23181778,-0.23181775,0.03612159,-0.03612158
-5.59779890,0.73510454,-0.73510445,0.09482528,-0.09482526,0.19562079,-0.19562082,0.00248408,-0.00248408,0.11641453,-0.11641456,0.17302592,-0.17302577,0.00000000,-0.00000000,0.22647083,-0.22647080,0.03463792,-0.03463791
-5.59179590,0.71911220,-0.71911211,0.08903323,-0.08903321,0.19540894,-0.19540896,0.00228939,-0.00228939,0.11896604,-0.11896606,0.15699430,-0.15699417,0.00000000,-0.00000000,0.22156498,-0.22156495,0.03327561,-0.03327560
-5.58579290,0.70455697,-0.70455688,0.08460089,-0.08460087,0.19496884,-0.19496886,0.00211774,-0.00211774,0.12121551,-0.12121553,0.14277197,-0.14277185,0.00000000,-0.00000000,0.21710725,-0.21710722,0.03204254,-0.03204253
-5.57978989,0.69131134,-0.69131125,0.08153620,-0.08153619,0.19420099,-0.19420100,0.00197138,-0.00197138,0.12307161,-0.12307163,0.13047439,-0.13047429,0.00000000,-0.00000000,0.21310910,-0.21310907,0.03094537,-0.03094537
-5.57378689,0.67928080,-0.67928071,0.07986072,-0.07986072,0.19302368,-0.19302369,0.00185228,-0.00185228,0.12446163,-0.12446164,0.12019940,-0.12019932,0.00000000,-0.00000000,0.20959050,-0.20959047,0.02999012,-0.02999012
-5.56778389,0.66841703,-0.66841694,0.07961064,-0.07961064,0.19137724,-0.19137724,0.00176207,-0.00176207,0.12533369,-0.12533369,0.11202989,-0.11202982,0.00000000,-0.00000000,0.20658395,-0.20658392,0.02918265,-0.02918265
-5.56178089,0.65872937,-0.65872927,0.08083747,-0.08083749,0.18922766,-0.18922765,0.00170208,-0.00170208,0.12565848,-0.12565847,0.10603670,-0.10603664,0.00000000,-0.00000000,0.20413808,-0.20413806,0.02852915,-0.02852915
-5.55577789,0.65029391,-0.65029382,0.08360836,-0.08360839,0.18656933,-0.18656931,0.00167334,-0.00167334,0.12543027,-0.12543025,0.10228156,-0.10228153,0.00000000,-0.00000000,0.20232075,-0.20232072,0.02803655,-0.02803655
-5.54977489,0.64325970,-0.64325961,0.08800597,-0.08800600,0.18342695,-0.18342693,0.00167661,-0.00167661,0.12466723,-0.12466721,0.10081990,-0.10081988,0.00000000,-0.00000000,0.20122129,-0.20122127,0.02771282,-0.02771281
-5.54377189,0.63785162,-0.63785152,0.09412787,-0.09412792,0.17985635,-0.17985632,0.00171235,-0.00171235,0.12341105,-0.12341102,0.10170319,-0.10170319,0.00000000,-0.00000000,0.20095192,-0.20095190,0.02756714,-0.02756714
-5.53776888,0.63436984,-0.63436975,0.10208561,-0.10208566,0.17594429,-0.17594426,0.00178077,-0.00178077,0.12172581,-0.12172578,0.10498096,-0.10498098,0.00000000,-0.00000000,0.20164799,-0.20164798,0.02760995,-0.02760995
-5.53176588,0.63318581,-0.63318573,0.11200309,-0.11200316,0.17180727,-0.17180723,0.00188175,-0.00188176,0.11969621,-0.11969618,0.11070215,-0.11070219,0.00000000,-0.00000000,0.20346727,-0.20346727,0.02785283,-0.02785283
-5.52576288,0.63473482,-0.63473476,0.12401466,-0.12401474,0.16758926,-0.16758922,0.00201491,-0.00201491,0.11742519,-0.11742515,0.11891581,-0.11891587,0.00000000,-0.00000000,0.20658807,-0.20658808,0.02830823,-0.02830823
-5.51975988,0.63950556,-0.63950552,0.13826258,-0.13826268,0.16345857,-0.16345853,0.00217950,-0.00217950,0.11503098,-0.11503094,0.12967116,-0.12967124,0.00000000,-0.00000000,0.21120633,-0.21120634,0.02898912,-0.02898912
-5.51375688,0.64802693,-0.64802692,0.15489418,-0.15489430,0.15960391,-0.15960387,0.00237446,-0.00237446,0.11264381,-0.11264377,0.14301697,-0.14301706,0.00000000,-0.00000000,0.21753170,-0.21753173,0.02990843,-0.02990843
-5.50775388,0.66085275,-0.66085277,0.17405849,-0.17405863,0.15622972,-0.15622969,0.00259834,-0.00259835,0.11040223,-0.11040219,0.15900025,-0.15900037,0.00000000,-0.00000000,0.22578284,-0.22578288,0.03107852,-0.03107853
-5.50175088,0.67854475,-0.67854481,0.19590255,-0.19590271,0.15355099,-0.15355096,0.00284934,-0.00284934,0.10844921,-0.10844918,0.17766439,-0.17766453,0.00000000,-0.00000000,0.23618193,-0.23618200,0.03251052,-0.03251053
-5.49574787,0.70165454,-0.70165465,0.22056738,-0.22056756,0.15178762,-0.15178761,0.00312523,-0.00312523,0.10692827,-0.10692824,0.19904675,-0.19904691,0.00000000,-0.00000000,0.24894863,-0.24894872,0.03421363,-0.03421364
-5.48974487,0.73070499,-0.73070515,0.24818360,-0.24818381,0.15115853,-0.15115852,0.00342338,-0.00342339,0.10597946,-0.10597943,0.22317576,-0.22317594,0.00000000,-0.00000000,0.26429357,-0.26429368,0.03619446,-0.03619447
-5.48374187,0.76617165,-0.76617188,0.27886684,-0.27886708,0.15187555,-0.15187556,0.00374078,-0.00374078,0.10573556,-0.10573555,0.25006765,-0.25006786,0.00000000,-0.00000000,0.28241158,-0.28241171,0.03845639,-0.03845640
-5.47773887,0.80846456,-0.80846485,0.31271291,-0.31271318,0.15413739,-0.15413742,0.00407402,-0.00407403,0.10631844,-0.10631843,0.27972296,-0.27972319,0.00000000,-0.00000000,0.30347480,-0.30347496,0.04099898,-0.04099900
-5.47173587,0.85791092,-0.85791128,0.34979271,-0.34979301,0.15812357,-0.15812362,0.00441936,-0.00441936,0.10783561,-0.10783561,0.31212268,-0.31212293,0.00000000,-0.00000000,0.32762574,-0.32762593,0.04381745,-0.04381747
-5.46573287,0.91473900,-0.91473943,0.39014716,-0.39014749,0.16398862,-0.16398868,0.00477274,-0.00477274,0.11037722,-0.11037723,0.34722442,-0.34722470,0.00000000,-0.00000000,0.35497049,-0.35497072,0.04690226,-0.04690228
-5.45972986,0.97906352,-0.97906403,0.43378192,-0.43378228,0.17185655,-0.17185663,0.00512987,-0.00512987,0.11401324,-0.11401326,0.38495843,-0.38495874,0.00000000,-0.00000000,0.38557219,-0.38557245,0.05023882,-0.05023885
-5.45372686,1.05087281,-1.05087339,0.48066219,-0.48066258,0.18181576,-0.18181587,0.00548630,-0.00548630,0.11879124,-0.11879128,0.42522373,-0.42522406,0.00000000,-0.00000000,0.41944489,-0.41944518,0.05380730,-0.05380733
-5.44772386,1.13001800,-1.13001866,0.53070764,-0.53070806,0.19391448,-0.19391461,0.00583747,-0.00583747,0.12473444,-0.12473448,0.46788440,-0.46788476,0.00000000,-0.00000000,0.45654799,-0.45654831,0.05758254,-0.05758258
-5.44172086,1.21620453,-1.21620527,0.58378759,-0.58378805,0.20815686,-0.20815700,0.00617884,-0.00617884,0.13184029,-0.13184035,0.51276613,-0.51276651,0.00000000,-0.00000000,0.49678138,-0.49678173,0.06153413,-0.06153417
-5.43571786,1.30898617,-1.30898697,0.63971664,-0.63971713,0.22449987,-0.22450004,0.00650595,-0.00650595,0.14007961,-0.14007968,0.55965327,-0.55965367,0.00000000,-0.00000000,0.53998148,-0.53998186,0.06562661,-0.06562665
-5.42971486,1.40776188,-1.40776275,0.69825093,-0.69825144,0.24285119,-0.24285139,0.00681452,-0.00681453,0.14939617,-0.14939625,0.60828639,-0.60828681,0.00000000,-0.00000000,0.58591843,-0.58591884,0.06981977,-0.06981980
-5.42371186,1.51177595,-1.51177687,0.75908528,-0.75908582,0.26306812,-0.26306833,0.00710056,-0.00710057,0.15970693,-0.15970701,0.65836073,-0.65836116,0.00000000,-0.00000000,0.63429454,-0.63429497,0.07406909,-0.07406913
-5.41770885,1.62012142,-1.62012239,0.82185153,-0.82185209,0.28495774,-0.28495797,0.00736042,-0.00736042,0.17090279,-0.17090288,0.70952554,-0.70952599,0.00000000,-0.00000000,0.68474434,-0.68474479,0.07832633,-0.07832637
-5.41170585,1.73174752,-1.73174853,0.88611827,-0.88611884,0.30827844,-0.30827868,0.00759085,-0.00759086,0.18285010,-0.18285020,0.76138469,-0.76138514,0.00000000,-0.00000000,0.73683632,-0.73683679,0.08254020,-0.08254024
-5.40570285,1.84547103,-1.84547206,0.95139220,-0.95139279,0.33274290,-0.33274316,0.00778912,-0.00778912,0.19539272,-0.19539283,0.81349852,-0.81349898,0.00000000,-0.00000000,0.79007672,-0.79007720,0.08665714,-0.08665719
-5.39969985,1.95999199,-1.95999303,1.01712162,-1.01712222,0.35802253,-0.35802279,0.00795297,-0.00795297,0.20835479,-0.20835490,0.86538745,-0.86538791,0.00000000,-0.00000000,0.84391525,-0.84391574,0.09062228,-0.09062232
-5.39369685,2.07391381,-2.07391485,1.08270188,-1.08270248,0.38375343,-0.38375370,0.00808072,-0.00808072,0.22154416,-0.22154428,0.91653708,-0.91653754,0.00000000,-0.00000000,0.89775318,-0.89775367,0.09438036,-0.09438040
-5.38769385,2.18576766,-2.18576868,1.14748328,-1.14748387,0.40954385,-0.40954412,0.00817124,-0.00817124,0.23475639,-0.23475650,0.96640519,-0.96640563,0.00000000,-0.00000000,0.95095347,-0.95095394,0.09787687,-0.09787691
-5.38169085,2.29404095,-2.29404194,1.21078123,-1.21078181,0.43498289,-0.43498315,0.00822396,-0.00822396,0.24777934,-0.24777945,1.01443045,-1.01443087,0.00000000,-0.00000000,1.00285306,-1.00285352,0.10105920,-0.10105924
-5.37568784,2.39720951,-2.39721045,1.27188877,-1.27188933,0.45965037,-0.45965062,0.00823883,-0.00823883,0.26039822,-0.26039833,1.06004289,-1.06004329,0.00000000,-0.00000000,1.05277710,-1.05277754,0.10387777,-0.10387781
-5.36968484,2.49377258,-2.49377345,1.33009120,-1.33009174,0.48312758,-0.48312782,0.00821635,-0.00821635,0.27240092,-0.27240103,1.10267586,-1.10267624,0.00000000,-0.00000000,1.10005475,-1.10005516,0.10628727,-0.10628730
-5.36368184,2.58228997,-2.58229077,1.38468248,-1.38468298,0.50500852,-0.50500875,0.00815747,-0.00815747,0.28358361,-0.28358370,1.14177925,-1.14177959,0.00000000,-0.00000000,1.14403610,-1.14403648,0.10824780,-0.10824783
-5.35767884,2.66142006,-2.66142076,1.43498304,-1.43498351,0.52491130,-0.52491151,0.00806360,-0.00806360,0.29375622,-0.29375630,1.17683356,-1.17683386,0.00000000,-0.00000000,1.18410989,-1.18411022,0.10972599,-0.10972602
-5.35167584,2.72995736,-2.72995796,1.48035836,-1.48035878,0.54248928,-0.54248946,0.00793653,-0.00793653,0.30274789,-0.30274796,1.20736438,-1.20736464,0.00000000,-0.00000000,1.21972102,-1.21972131,0.11069599,-0.11069601
-5.34567284,2.78686834,-2.78686883,1.52023766,-1.52023804,0.55744139,-0.55744155,0.00777839,-0.00777839,0.31041187,-0.31041193,1.23295676,-1.23295696,0.00000000,-0.00000000,1.25038762,-1.25038786,0.11114031,-0.11114032
