energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down
-5.69384692,1.49079917,-1.49079917,0.41668739,-0.41668739,0.30531560,-0.30531560,0.01276616,-0.01276616,0.85501823,-0.85501823,0.09484108,-0.09484108,0.00010659,-0.00010659
-5.68784392,1.54101176,-1.54101176,0.42418679,-0.42418679,0.32139778,-0.32139778,0.01329236,-0.01329236,0.88973963,-0.88973963,0.08858173,-0.08858173,0.00011011,-0.00011011
-5.68184092,1.59717095,-1.59717095,0.43337359,-0.43337359,0.33844726,-0.33844726,0.01390290,-0.01390290,0.92785154,-0.92785154,0.08272716,-0.08272716,0.00011377,-0.00011377
-5.67583792,1.65821679,-1.65821679,0.44401553,-0.44401553,0.35620136,-0.35620136,0.01459122,-0.01459122,0.96866955,-0.96866955,0.07732873,-0.07732873,0.00011751,-0.00011751
-5.66983492,1.72296338,-1.72296338,0.45584680,-0.45584680,0.37437551,-0.37437551,0.01535090,-0.01535090,1.01144080,-1.01144080,0.07242451,-0.07242451,0.00012124,-0.00012124
-5.66383192,1.79012662,-1.79012662,0.46857486,-0.46857486,0.39266930,-0.39266930,0.01617583,-0.01617583,1.05536077,-1.05536077,0.06803960,-0.06803960,0.00012488,-0.00012488
-5.65782891,1.85835580,-1.85835580,0.48188821,-0.48188821,0.41077324,-0.41077324,0.01706027,-0.01706027,1.09959224,-1.09959224,0.06418682,-0.06418682,0.00012834,-0.00012834
-5.65182591,1.92626832,-1.92626832,0.49546474,-0.49546474,0.42837600,-0.42837600,0.01799896,-0.01799896,1.14328560,-1.14328560,0.06086778,-0.06086778,0.00013155,-0.00013155
-5.64582291,1.99248609,-1.99248609,0.50898048,-0.50898048,0.44517205,-0.44517205,0.01898710,-0.01898710,1.18560013,-1.18560013,0.05807438,-0.05807438,0.00013442,-0.00013442
-5.63981991,2.05567272,-2.05567272,0.52211836,-0.52211836,0.46086936,-0.46086936,0.02002038,-0.02002038,1.22572549,-1.22572549,0.05579030,-0.05579030,0.00013691,-0.00013691
-5.63381691,2.11456988,-2.11456988,0.53457675,-0.53457675,0.47519689,-0.47519689,0.02109494,-0.02109494,1.26290269,-1.26290269,0.05399280,-0.05399280,0.00013894,-0.00013894
-5.62781391,2.16803173,-2.16803173,0.54607742,-0.54607742,0.48791178,-0.48791178,0.02220726,-0.02220726,1.29644379,-1.29644379,0.05265438,-0.05265438,0.00014048,-0.00014048
-5.62181091,2.21505595,-2.21505595,0.55637261,-0.55637261,0.49880574,-0.49880574,0.02335416,-0.02335416,1.32574972,-1.32574972,0.05174441,-0.05174441,0.00014150,-0.00014150
-5.61580790,2.25481035,-2.25481035,0.56525101,-0.56525101,0.50771065,-0.50771065,0.02453260,-0.02453260,1.35032546,-1.35032546,0.05123060,-0.05123060,0.00014199,-0.00014199
-5.60980490,2.28665392,-2.28665392,0.57254238,-0.57254238,0.51450301,-0.51450301,0.02573964,-0.02573964,1.36979205,-1.36979205,0.05108020,-0.05108020,0.00014195,-0.00014195
-5.60380190,2.31015149,-2.31015149,0.57812063,-0.57812063,0.51910721,-0.51910721,0.02697224,-0.02697224,1.38389496,-1.38389496,0.05126107,-0.05126107,0.00014139,-0.00014139
-5.59779890,2.32508165,-2.32508165,0.58190541,-0.58190541,0.52149739,-0.52149739,0.02822721,-0.02822721,1.39250860,-1.39250860,0.05174225,-0.05174225,0.00014035,-0.00014035
-5.59179590,2.33143733,-2.33143733,0.58386201,-0.58386201,0.52169787,-0.52169787,0.02950104,-0.02950104,1.39563667,-1.39563667,0.05249447,-0.05249447,0.00013887,-0.00013887
-5.58579290,2.32941942,-2.32941942,0.58399966,-0.58399966,0.51978218,-0.51978218,0.03078979,-0.03078979,1.39340843,-1.39340843,0.05349018,-0.05349018,0.00013701,-0.00013701
-5.57978989,2.31942349,-2.31942349,0.58236849,-0.58236849,0.51587062,-0.51587062,0.03208902,-0.03208902,1.38607107,-1.38607107,0.05470347,-0.05470347,0.00013484,-0.00013484
-5.57378689,2.30202032,-2.30202032,0.57905507,-0.57905507,0.51012653,-0.51012653,0.03339370,-0.03339370,1.37397849,-1.37397849,0.05610970,-0.05610970,0.00013244,-0.00013244
-5.56778389,2.27793110,-2.27793110,0.57417701,-0.57417701,0.50275130,-0.50275130,0.03469816,-0.03469816,1.35757696,-1.35757696,0.05768502,-0.05768502,0.00012988,-0.00012988
-5.56178089,2.24799834,-2.24799834,0.56787667,-0.56787667,0.49397842,-0.49397842,0.03599606,-0.03599606,1.33738821,-1.33738821,0.05940577,-0.05940577,0.00012726,-0.00012726
-5.55577789,2.21315373,-2.21315373,0.56031450,-0.56031450,0.48406657,-0.48406657,0.03728039,-0.03728039,1.31399072,-1.31399072,0.06124785,-0.06124785,0.00012466,-0.00012466
-5.54977489,2.17438426,-2.17438426,0.55166205,-0.55166205,0.47329218,-0.47329218,0.03854352,-0.03854352,1.28799988,-1.28799987,0.06318612,-0.06318612,0.00012217,-0.00012217
-5.54377189,2.13269792,-2.13269791,0.54209519,-0.54209519,0.46194150,-0.46194150,0.03977729,-0.03977729,1.26004769,-1.26004769,0.06519395,-0.06519395,0.00011987,-0.00011987
-5.53776888,2.08909033,-2.08909033,0.53178772,-0.53178772,0.45030259,-0.45030259,0.04097306,-0.04097306,1.23076300,-1.23076300,0.06724288,-0.06724288,0.00011782,-0.00011782
-5.53176588,2.04451359,-2.04451359,0.52090552,-0.52090552,0.43865731,-0.43865731,0.04212192,-0.04212192,1.20075270,-1.20075270,0.06930243,-0.06930243,0.00011609,-0.00011609
-5.52576288,1.99984834,-1.99984834,0.50960171,-0.50960171,0.42727370,-0.42727370,0.04321484,-0.04321484,1.17058469,-1.17058469,0.07134029,-0.07134029,0.00011472,-0.00011472
-5.51975988,1.95587991,-1.95587991,0.49801265,-0.49801265,0.41639885,-0.41639885,0.04424288,-0.04424288,1.14077303,-1.14077303,0.07332259,-0.07332259,0.00011374,-0.00011374
-5.51375688,1.91327951,-1.91327951,0.48625514,-0.48625514,0.40625252,-0.40625252,0.04519747,-0.04519747,1.11176584,-1.11176584,0.07521455,-0.07521455,0.00011317,-0.00011317
-5.50775388,1.87259051,-1.87259051,0.47442470,-0.47442470,0.39702167,-0.39702167,0.04607070,-0.04607070,1.08393605,-1.08393605,0.07698127,-0.07698127,0.00011302,-0.00011302
-5.50175088,1.83422042,-1.83422042,0.46259501,-0.46259501,0.38885609,-0.38885609,0.04685557,-0.04685557,1.05757529,-1.05757529,0.07858881,-0.07858881,0.00011326,-0.00011326
-5.49574787,1.79843827,-1.79843827,0.45081833,-0.45081833,0.38186511,-0.38186511,0.04754635,-0.04754635,1.03289096,-1.03289096,0.08000538,-0.08000538,0.00011386,-0.00011386
-5.48974487,1.76537731,-1.76537731,0.43912693,-0.43912693,0.37611571,-0.37611571,0.04813891,-0.04813891,1.01000628,-1.01000628,0.08120265,-0.08120265,0.00011478,-0.00011478
-5.48374187,1.73504249,-1.73504249,0.42753517,-0.42753517,0.37163179,-0.37163179,0.04863098,-0.04863098,0.98896323,-0.98896323,0.08215705,-0.08215705,0.00011595,-0.00011595
-5.47773887,1.70732216,-1.70732216,0.41604232,-0.41604232,0.36839488,-0.36839488,0.04902248,-0.04902248,0.96972802,-0.96972802,0.08285113,-0.08285113,0.00011731,-0.00011731
-5.47173587,1.68200329,-1.68200329,0.40463566,-0.40463566,0.36634598,-0.36634598,0.04931576,-0.04931576,0.95219879,-0.95219879,0.08327466,-0.08327466,0.00011878,-0.00011878
-5.46573287,1.65878934,-1.65878934,0.39329388,-0.39329388,0.36538874,-0.36538874,0.04951577,-0.04951577,0.93621509,-0.93621509,0.08342573,-0.08342573,0.00012026,-0.00012026
-5.45972986,1.63731990,-1.63731990,0.38199049,-0.38199049,0.36539363,-0.36539363,0.04963022,-0.04963022,0.92156863,-0.92156863,0.08331141,-0.08331141,0.00012169,-0.00012169
-5.45372686,1.61719128,-1.61719128,0.37069706,-0.37069706,0.36620306,-0.36620306,0.04966959,-0.04966959,0.90801495,-0.90801495,0.08294824,-0.08294824,0.00012297,-0.00012297
-5.44772386,1.59797720,-1.59797720,0.35938622,-0.35938622,0.36763729,-0.36763729,0.04964708,-0.04964708,0.89528546,-0.89528546,0.08236227,-0.08236227,0.00012402,-0.00012402
-5.44172086,1.57924863,-1.57924863,0.34803428,-0.34803428,0.36950090,-0.36950090,0.04957848,-0.04957848,0.88309943,-0.88309943,0.08158886,-0.08158886,0.00012477,-0.00012477
-5.43571786,1.56059234,-1.56059234,0.33662337,-0.33662337,0.37158952,-0.37158952,0.04948187,-0.04948187,0.87117548,-0.87117548,0.08067194,-0.08067194,0.00012517,-0.00012517
-5.42971486,1.54162721,-1.54162721,0.32514301,-0.32514301,0.37369672,-0.37369672,0.04937729,-0.04937729,0.85924226,-0.85924226,0.07966301,-0.07966301,0.00012515,-0.00012515
-5.42371186,1.52201814,-1.52201814,0.31359125,-0.31359125,0.37562077,-0.37562077,0.04928624,-0.04928624,0.84704796,-0.84704796,0.07861980,-0.07861980,0.00012469,-0.00012469
-5.41770885,1.50148692,-1.50148692,0.30197521,-0.30197521,0.37717093,-0.37717093,0.04923111,-0.04923111,0.83436837,-0.83436837,0.07760460,-0.07760460,0.00012376,-0.00012376
-5.41170585,1.47981997,-1.47981997,0.29031108,-0.29031108,0.37817327,-0.37817327,0.04923461,-0.04923461,0.82101332,-0.82101332,0.07668241,-0.07668241,0.00012236,-0.00012236
-5.40570285,1.45687293,-1.45687293,0.27862383,-0.27862383,0.37847559,-0.37847559,0.04931901,-0.04931901,0.80683138,-0.80683138,0.07591895,-0.07591895,0.00012049,-0.00012049
-5.39969985,1.43257195,-1.43257195,0.26694639,-0.26694639,0.37795149,-0.37795149,0.04950547,-0.04950547,0.79171271,-0.79171271,0.07537859,-0.07537859,0.00011818,-0.00011818
-5.39369685,1.40691203,-1.40691203,0.25531863,-0.25531863,0.37650333,-0.37650333,0.04981332,-0.04981332,0.77559020,-0.77559020,0.07512240,-0.07512240,0.00011547,-0.00011547
-5.38769385,1.37995267,-1.37995267,0.24378606,-0.24378606,0.37406409,-0.37406409,0.05025940,-0.05025940,0.75843878,-0.75843878,0.07520621,-0.07520621,0.00011240,-0.00011240
-5.38169085,1.35181119,-1.35181119,0.23239848,-0.23239848,0.37059808,-0.37059808,0.05085743,-0.05085743,0.74027327,-0.74027327,0.07567908,-0.07567908,0.00010903,-0.00010903
-5.37568784,1.32265420,-1.32265420,0.22120847,-0.22120847,0.36610051,-0.36610051,0.05161752,-0.05161752,0.72114478,-0.72114478,0.07658186,-0.07658186,0.00010542,-0.00010542
-5.36968484,1.29268780,-1.29268780,0.21026997,-0.21026997,0.36059603,-0.36059603,0.05254579,-0.05254579,0.70113603,-0.70113603,0.07794632,-0.07794632,0.00010164,-0.00010164
-5.36368184,1.26214703,-1.26214703,0.19963693,-0.19963693,0.35413638,-0.35413638,0.05364412,-0.05364412,0.68035584,-0.68035584,0.07979458,-0.07979458,0.00009776,-0.00009776
-5.35767884,1.23128515,-1.23128515,0.18936206,-0.18936206,0.34679717,-0.34679717,0.05491008,-0.05491008,0.65893307,-0.65893307,0.08213902,-0.08213902,0.00009383,-0.00009383
-5.35167584,1.20036323,-1.20036323,0.17949578,-0.17949578,0.33867420,-0.33867420,0.05633704,-0.05633704,0.63701033,-0.63701033,0.08498262,-0.08498262,0.00008993,-0.00008993
-5.34567284,1.16964058,-1.16964058,0.17008539,-0.17008539,0.32987925,-0.32987925,0.05791443,-0.05791443,0.61473784,-0.61473784,0.08831974,-0.08831974,0.00008612,-0.00008612
-5.33966983,1.13936645,-1.13936645,0.16117445,-0.16117445,0.32053568,-0.32053568,0.05962817,-0.05962817,0.59226755,-0.59226755,0.09213724,-0.09213724,0.00008243,-0.00008243
-5.33366683,1.10977310,-1.10977309,0.15280234,-0.15280234,0.31077414,-0.31077414,0.06146124,-0.06146124,0.56974795,-0.56974795,0.09641592,-0.09641592,0.00007893,-0.00007893
-5.32766383,1.08107064,-1.08107064,0.14500412,-0.14500412,0.30072823,-0.30072823,0.06339432,-0.06339432,0.54731963,-0.54731963,0.10113217,-0.10113217,0.00007563,-0.00007563
-5.32166083,1.05344356,-1.05344356,0.13781055,-0.13781055,0.29053059,-0.29053059,0.06540657,-0.06540657,0.52511180,-0.52511180,0.10625968,-0.10625968,0.00007257,-0.00007257
-5.31565783,1.02704882,-1.02704882,0.13124823,-0.13124823,0.28030940,-0.28030940,0.06747634,-0.06747634,0.50323975,-0.50323975,0.11177119,-0.11177119,0.00006977,-0.00006977
-5.30965483,1.00201553,-1.00201553,0.12533998,-0.12533998,0.27018533,-0.27018533,0.06958194,-0.06958194,0.48180339,-0.48180339,0.11764006,-0.11764006,0.00006722,-0.00006722
-5.30365183,0.97844569,-0.97844569,0.12010512,-0.12010512,0.26026900,-0.26026900,0.07170224,-0.07170224,0.46088664,-0.46088664,0.12384163,-0.12384163,0.00006494,-0.00006494
-5.29764882,0.95641589,-0.95641589,0.11556000,-0.11556000,0.25065911,-0.25065911,0.07381729,-0.07381729,0.44055777,-0.44055777,0.13035418,-0.13035418,0.00006291,-0.00006291
-5.29164582,0.93597946,-0.93597946,0.11171828,-0.11171828,0.24144099,-0.24144099,0.07590866,-0.07590866,0.42087031,-0.42087031,0.13715958,-0.13715958,0.00006113,-0.00006113
-5.28564282,0.91716875,-0.91716875,0.10859131,-0.10859131,0.23268566,-0.23268566,0.07795968,-0.07795968,0.40186457,-0.40186457,0.14424332,-0.14424331,0.00005959,-0.00005959
-5.27963982,0.89999723,-0.89999723,0.10618824,-0.10618824,0.22444943,-0.22444943,0.07995549,-0.07995549,0.38356939,-0.38356939,0.15159413,-0.15159413,0.00005825,-0.00005825
-5.27363682,0.88446119,-0.88446119,0.10451611,-0.10451611,0.21677374,-0.21677374,0.08188285,-0.08188285,0.36600413,-0.36600413,0.15920315,-0.15920315,0.00005710,-0.00005710
-5.26763382,0.87054074,-0.87054074,0.10357961,-0.10357961,0.20968541,-0.20968541,0.08372988,-0.08372988,0.34918052,-0.34918052,0.16706255,-0.16706255,0.00005612,-0.00005612
-5.26163082,0.85820014,-0.85820014,0.10338074,-0.10338074,0.20319713,-0.20319713,0.08548559,-0.08548559,0.33310440,-0.33310440,0.17516384,-0.17516384,0.00005529,-0.00005529
-5.25562781,0.84738744,-0.84738744,0.10391818,-0.10391818,0.19730812,-0.19730812,0.08713933,-0.08713933,0.31777713,-0.31777713,0.18349598,-0.18349598,0.00005457,-0.00005457
-5.24962481,0.83803363,-0.83803363,0.10518656,-0.10518656,0.19200504,-0.19200504,0.08868024,-0.08868024,0.30319671,-0.30319671,0.19204326,-0.19204326,0.00005396,-0.00005396
-5.24362181,0.83005141,-0.83005141,0.10717550,-0.10717550,0.18726299,-0.18726299,0.09009667,-0.09009667,0.28935854,-0.28935854,0.20078322,-0.20078322,0.00005342,-0.00005342
-5.23761881,0.82333394,-0.82333394,0.10986858,-0.10986858,0.18304672,-0.18304672,0.09137576,-0.09137576,0.27625578,-0.27625578,0.20968479,-0.20968479,0.00005294,-0.00005294
-5.23161581,0.81775391,-0.81775391,0.11324224,-0.11324224,0.17931194,-0.17931194,0.09250300,-0.09250300,0.26387950,-0.26387950,0.21870664,-0.21870664,0.00005250,-0.00005250
-5.22561281,0.81316312,-0.81316312,0.11726468,-0.11726468,0.17600680,-0.17600680,0.09346219,-0.09346219,0.25221869,-0.25221869,0.22779602,-0.22779602,0.00005208,-0.00005208
-5.21960980,0.80939311,-0.80939311,0.12189493,-0.12189494,0.17307357,-0.17307357,0.09423538,-0.09423538,0.24126006,-0.24126006,0.23688809,-0.23688809,0.00005167,-0.00005167
-5.21360680,0.80625676,-0.80625676,0.12708200,-0.12708200,0.17045044,-0.17045044,0.09480324,-0.09480324,0.23098796,-0.23098796,0.24590592,-0.24590592,0.00005125,-0.00005125
-5.20760380,0.80355134,-0.80355134,0.13276432,-0.13276432,0.16807344,-0.16807344,0.09514552,-0.09514552,0.22138437,-0.22138437,0.25476108,-0.25476108,0.00005081,-0.00005081
-5.20160080,0.80106273,-0.80106273,0.13886951,-0.13886951,0.16587856,-0.16587856,0.09524180,-0.09524180,0.21242912,-0.21242912,0.26335495,-0.26335495,0.00005035,-0.00005035
-5.19559780,0.79857106,-0.79857106,0.14531453,-0.14531453,0.16380384,-0.16380384,0.09507236,-0.09507236,0.20410028,-0.20410028,0.27158063,-0.27158063,0.00004986,-0.00004986
-5.18959480,0.79585737,-0.79585737,0.15200620,-0.15200620,0.16179161,-0.16179161,0.09461926,-0.09461926,0.19637485,-0.19637485,0.27932545,-0.27932545,0.00004935,-0.00004935
-5.18359180,0.79271108,-0.79271109,0.15884228,-0.15884228,0.15979051,-0.15979051,0.09386735,-0.09386735,0.18922975,-0.18922975,0.28647391,-0.28647391,0.00004881,-0.00004881
-5.17758879,0.78893796,-0.78893796,0.16571290,-0.16571290,0.15775756,-0.15775756,0.09280542,-0.09280542,0.18264287,-0.18264287,0.29291098,-0.29291098,0.00004826,-0.00004826
-5.17158579,0.78436805,-0.78436805,0.17250251,-0.17250251,0.15565983,-0.15565983,0.09142711,-0.09142711,0.17659439,-0.17659439,0.29852563,-0.29852563,0.00004771,-0.00004771
-5.16558279,0.77886328,-0.77886328,0.17909218,-0.17909218,0.15347588,-0.15347588,0.08973185,-0.08973185,0.17106805,-0.17106805,0.30321442,-0.30321442,0.00004718,-0.00004718
