energy_ev,total_up,Re_p_up,Re_d_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up
-4.93146573,5.58420863,1.64446205,3.12520256,0.69797891,0.00000000,1.94166128,0.00000000
-4.92546273,5.64047008,1.67516587,3.12289020,0.69917507,0.00000000,1.98772483,0.00000000
-4.91945973,5.69159458,1.70952952,3.11427748,0.70098692,0.00000000,2.03384320,0.00000000
-4.91345673,5.73701151,1.74672772,3.09951532,0.70322295,0.00000000,2.07959480,0.00000000
-4.90745373,5.77613189,1.78588995,3.07878618,0.70567513,0.00000000,2.12453252,0.00000000
-4.90145073,5.80833472,1.82610651,3.05228816,0.70811927,0.00000000,2.16818161,0.00000000
-4.89544772,5.83295964,1.86643671,3.02022218,0.71031689,0.00000000,2.21003966,0.00000000
-4.88944472,5.84930677,1.90591961,2.98278287,0.71201873,0.00000000,2.24957875,0.00000000
-4.88344172,5.85664353,1.94358717,2.94015319,0.71296966,0.00000000,2.28625000,0.00000000
-4.87743872,5.85421800,1.97847967,2.89250288,0.71291491,0.00000000,2.31949022,0.00000000
-4.87143572,5.84127792,2.00966301,2.83999016,0.71160717,0.00000000,2.34873048,0.00000000
-4.86543272,5.81709398,2.03624719,2.78276620,0.70881419,0.00000000,2.37340620,0.00000000
-4.85942971,5.78098579,2.05740540,2.72098161,0.70432650,0.00000000,2.39296841,0.00000000
-4.85342671,5.73234899,2.07239271,2.65479417,0.69796482,0.00000000,2.40689549,0.00000000
-4.84742371,5.67068173,2.08056368,2.58437693,0.68958658,0.00000000,2.41470523,0.00000000
-4.84142071,5.59560927,2.08138794,2.50992604,0.67909146,0.00000000,2.41596641,0.00000000
-4.83541771,5.50690528,2.07446326,2.43166754,0.66642535,0.00000000,2.41030996,0.00000000
-4.82941471,5.40450904,2.05952524,2.34986274,0.65158285,0.00000000,2.39743894,0.00000000
-4.82341171,5.28853783,2.03645350,2.26481182,0.63460789,0.00000000,2.37713749,0.00000000
-4.81740870,5.15929440,2.00527403,2.17685551,0.61559279,0.00000000,2.34927837,0.00000000
-4.81140570,5.01726938,1.96615761,2.08637487,0.59467567,0.00000000,2.31382899,0.00000000
-4.80540270,4.86313896,1.91941465,1.99378932,0.57203639,0.00000000,2.27085595,0.00000000
-4.79939970,4.69775837,1.86548651,1.89955315,0.54789148,0.00000000,2.22052787,0.00000000
-4.79339670,4.52215155,1.80493395,1.80415091,0.52248807,0.00000000,2.16311669,0.00000000
-4.78739370,4.33749776,1.73842311,1.70809196,0.49609744,0.00000000,2.09899707,0.00000000
-4.78139070,4.14511568,1.66670964,1.61190457,0.46900828,0.00000000,2.02864413,0.00000000
-4.77538769,3.94644564,1.59062156,1.51612992,0.44152014,0.00000000,1.95262935,0.00000000
-4.76938469,3.74303032,1.51104146,1.42131618,0.41393717,0.00000000,1.87161458,0.00000000
-4.76338169,3.53649455,1.42888858,1.32801309,0.38656259,0.00000000,1.78634418,0.00000000
-4.75737869,3.32852452,1.34510121,1.23676690,0.35969378,0.00000000,1.69763546,0.00000000
-4.75137569,3.12084662,1.26061991,1.14811614,0.33361835,0.00000000,1.60636730,0.00000000
-4.74537269,2.91520635,1.17637184,1.06258790,0.30861102,0.00000000,1.51346736,0.00000000
-4.73936968,2.71334758,1.09325647,0.98069487,0.28493141,0.00000000,1.41989809,0.00000000
-4.73336668,2.51699228,1.01213284,0.90293309,0.26282255,0.00000000,1.32664175,0.00000000
-4.72736368,2.32782136,0.93380849,0.82978025,0.24251020,0.00000000,1.23468511,0.00000000
-4.72136068,2.14745651,0.85903013,0.76169465,0.22420252,0.00000000,1.14500407,0.00000000
-4.71535768,1.97744386,0.78847601,0.69911467,0.20809030,0.00000000,1.05854876,0.00000000
-4.70935468,1.81923933,0.72274995,0.64245877,0.19434724,0.00000000,0.97622970,0.00000000
-4.70335168,1.67419619,0.66237697,0.59212584,0.18313038,0.00000000,0.89890521,0.00000000
-4.69734867,1.54355503,0.60780032,0.54849600,0.17458038,0.00000000,0.82737077,0.00000000
-4.69134567,1.42843616,0.55937991,0.51193162,0.16882165,0.00000000,0.76235030,0.00000000
-4.68534267,1.32983448,0.51739192,0.48277851,0.16596211,0.00000000,0.70448980,0.00000000
-4.67933967,1.24861676,0.48202936,0.46136712,0.16609266,0.00000000,0.65435313,0.00000000
-4.67333667,1.18552106,0.45340368,0.44801362,0.16928620,0.00000000,0.61242013,0.00000000
-4.66733367,1.14115782,0.43154705,0.44302060,0.17559638,0.00000000,0.57908665,0.00000000
-4.66133067,1.11601234,0.41641529,0.44667713,0.18505597,0.00000000,0.55466631,0.00000000
-4.65532766,1.11044792,0.40789145,0.45925805,0.19767500,0.00000000,0.53939355,0.00000000
-4.64932466,1.12470908,0.40578974,0.48102208,0.21343879,0.00000000,0.53342751,0.00000000
-4.64332166,1.15892428,0.40985996,0.51220853,0.23230591,0.00000000,0.53685631,0.00000000
-4.63731866,1.21310741,0.41979225,0.55303239,0.25420622,0.00000000,0.54970110,0.00000000
-4.63131566,1.28715761,0.43522216,0.60367762,0.27903920,0.00000000,0.57191959,0.00000000
-4.62531266,1.38085685,0.45573596,0.66428841,0.30667242,0.00000000,0.60340855,0.00000000
-4.61930965,1.49386509,0.48087631,0.73495854,0.33694063,0.00000000,0.64400494,0.00000000
-4.61330665,1.62571277,0.51014807,0.81571871,0.36964514,0.00000000,0.69348561,0.00000000
-4.60730365,1.77579082,0.54302428,0.90652231,0.40455390,0.00000000,0.75156530,0.00000000
-4.60130065,1.94333852,0.57895237,1.00722985,0.44140201,0.00000000,0.81789320,0.00000000
-4.59529765,2.12742976,0.61736039,1.11759266,0.47989293,0.00000000,0.89204810,0.00000000
-4.58929465,2.32695864,0.65766332,1.23723654,0.51970023,0.00000000,0.97353272,0.00000000
-4.58329165,2.54062543,0.69926935,1.36564641,0.56046986,0.00000000,1.06176743,0.00000000
-4.57728864,2.76692426,0.74158614,1.50215265,0.60182306,0.00000000,1.15608433,0.00000000
-4.57128564,3.00413402,0.78402699,1.64592057,0.64335967,0.00000000,1.25572202,0.00000000
-4.56528264,3.25031392,0.82601688,1.79594390,0.68466202,0.00000000,1.35982219,0.00000000
-4.55927964,3.50330545,0.86699843,1.95104355,0.72529925,0.00000000,1.46742854,0.00000000
-4.55327664,3.76074198,0.90643780,2.10987247,0.76483216,0.00000000,1.57748893,0.00000000
-4.54727364,4.02006738,0.94383047,2.27092757,0.80281841,0.00000000,1.68886130,0.00000000
-4.54127064,4.27856434,0.97870710,2.43256911,0.83881826,0.00000000,1.80032392,0.00000000
-4.53526763,4.53339307,1.01063931,2.59304777,0.87240073,0.00000000,1.91059031,0.00000000
-4.52926463,4.78163994,1.03924557,2.75053908,0.90315012,0.00000000,2.01832876,0.00000000
-4.52326163,5.02037555,1.06419711,2.90318469,0.93067291,0.00000000,2.12218638,0.00000000
-4.51725863,5.24672069,1.08522378,3.04913907,0.95460488,0.00000000,2.22081711,0.00000000
-4.51125563,5.45791826,1.10211985,3.18662032,0.97461836,0.00000000,2.31291294,0.00000000
-4.50525263,5.65140844,1.11474950,3.31396286,0.99042943,0.00000000,2.39723721,0.00000000
-4.49924962,5.82490413,1.12305187,3.42966993,1.00180481,0.00000000,2.47265889,0.00000000
-4.49324662,5.97646323,1.12704537,3.53246326,1.00856828,0.00000000,2.53818624,0.00000000
-4.48724362,6.10455422,1.12683096,3.62132752,1.01060628,0.00000000,2.59299837,0.00000000
-4.48124062,6.20811167,1.12259406,3.69554710,1.00787249,0.00000000,2.63647331,0.00000000
-4.47523762,6.28657838,1.11460484,3.75473308,1.00039101,0.00000000,2.66821095,0.00000000
-4.46923462,6.33993173,1.10321654,3.79883875,0.98825809,0.00000000,2.68804974,0.00000000
-4.46323162,6.36869216,1.08886158,3.82816242,0.97164198,0.00000000,2.69607613,0.00000000
-4.45722861,6.37391268,1.07204537,3.84333703,0.95078107,0.00000000,2.69262602,0.00000000
-4.45122561,6.35714941,1.05333772,3.84530681,0.92597993,0.00000000,2.67827798,0.00000000
-4.44522261,6.32041394,1.03336184,3.83529176,0.89760366,0.00000000,2.65383830,0.00000000
-4.43921961,6.26610928,1.01278135,3.81474158,0.86607038,0.00000000,2.62031837,0.00000000
-4.43321661,6.19695215,0.99228526,3.78528129,0.83184227,0.00000000,2.57890526,0.00000000
-4.42721361,6.11588512,0.97257170,3.74865104,0.79541536,0.00000000,2.53092662,0.00000000
-4.42121061,6.02598230,0.95433066,3.70664316,0.75730843,0.00000000,2.47781143,0.00000000
-4.41520760,5.93035303,0.93822649,3.66103953,0.71805148,0.00000000,2.42104813,0.00000000
-4.40920460,5.83204781,0.92488065,3.61355235,0.67817408,0.00000000,2.36214186,0.00000000
-4.40320160,5.73397039,0.91485557,3.56577103,0.63819408,0.00000000,2.30257250,0.00000000
-4.39719860,5.63879990,0.90863992,3.51911778,0.59860699,0.00000000,2.24375504,0.00000000
-4.39119560,5.54892589,0.90663620,3.47481357,0.55987650,0.00000000,2.18700382,0.00000000
-4.38519260,5.46639852,0.90915077,3.43385599,0.52242616,0.00000000,2.13350176,0.00000000
-4.37918959,5.39289536,0.91638691,3.39700924,0.48663279,0.00000000,2.08427545,0.00000000
-4.37318659,5.32970521,0.92844101,3.36480638,0.45282132,0.00000000,2.04017684,0.00000000
-4.36718359,5.27772848,0.94530197,3.33756279,0.42126151,0.00000000,2.00187164,0.00000000
-4.36118059,5.23749289,0.96685382,3.31539949,0.39216627,0.00000000,1.96983458,0.00000000
-4.35517759,5.20918254,0.99288124,3.29827438,0.36569154,0.00000000,1.94435111,0.00000000
-4.34917459,5.19267779,1.02307775,3.28601898,0.34193781,0.00000000,1.92552502,0.00000000
-4.34317159,5.18760297,1.05705620,3.27837830,0.32095275,0.00000000,1.91329128,0.00000000
-4.33716858,5.19337901,1.09436101,3.27505105,0.30273512,0.00000000,1.90743313,0.00000000
-4.33116558,5.20927768,1.13448161,3.27572786,0.28723948,0.00000000,1.90760251,0.00000000
-4.32516258,5.23447454,1.17686675,3.28012515,0.27438169,0.00000000,1.91334283,0.00000000
-4.31915958,5.26809812,1.22093895,3.28801276,0.26404491,0.00000000,1.92411297,0.00000000
-4.31315658,5.30927297,1.26610877,3.29923395,0.25608589,0.00000000,1.93931174,0.00000000
-4.30715358,5.35715514,1.31178843,3.31371681,0.25034150,0.00000000,1.95830191,0.00000000
