energy_ev,total_up,total_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.66383192,0.31613217,-0.31613217,0.01741090,-0.01741090,0.00000000,-0.00000000,0.04601284,-0.04601284,0.04742727,-0.04742727,0.00202044,-0.00202044,0.16119557,-0.16119557
-5.65782891,0.34148488,-0.34148488,0.01804735,-0.01804735,0.00000000,-0.00000000,0.05032393,-0.05032393,0.05112537,-0.05112537,0.00222713,-0.00222713,0.17498085,-0.17498085
-5.65182591,0.36923335,-0.36923335,0.01900245,-0.01900245,0.00000000,-0.00000000,0.05490066,-0.05490066,0.05524904,-0.05524904,0.00247676,-0.00247676,0.18977812,-0.18977812
-5.64582291,0.39935358,-0.39935358,0.02028963,-0.02028963,0.00000000,-0.00000000,0.05973566,-0.05973566,0.05980015,-0.05980015,0.00277141,-0.00277141,0.20555974,-0.20555974
-5.63981991,0.43180475,-0.43180475,0.02191928,-0.02191928,0.00000000,-0.00000000,0.06482014,-0.06482014,0.06477665,-0.06477665,0.00311268,-0.00311268,0.22229209,-0.22229209
-5.63381691,0.46652696,-0.46652696,0.02389808,-0.02389808,0.00000000,-0.00000000,0.07014380,-0.07014380,0.07017201,-0.07017201,0.00350159,-0.00350159,0.23993497,-0.23993497
-5.62781391,0.50343878,-0.50343878,0.02622839,-0.02622839,0.00000000,-0.00000000,0.07569458,-0.07569458,0.07597465,-0.07597465,0.00393847,-0.00393847,0.25844108,-0.25844108
-5.62181091,0.54243484,-0.54243484,0.02890759,-0.02890759,0.00000000,-0.00000000,0.08145851,-0.08145851,0.08216740,-0.08216740,0.00442284,-0.00442284,0.27775524,-0.27775524
-5.61580790,0.58338358,-0.58338358,0.03192771,-0.03192771,0.00000000,-0.00000000,0.08741939,-0.08741939,0.08872700,-0.08872700,0.00495332,-0.00495332,0.29781372,-0.29781372
-5.60980490,0.62612520,-0.62612520,0.03527496,-0.03527496,0.00000000,-0.00000000,0.09355855,-0.09355855,0.09562369,-0.09562369,0.00552755,-0.00552755,0.31854345,-0.31854345
-5.60380190,0.67047010,-0.67047010,0.03892960,-0.03892960,0.00000000,-0.00000000,0.09985462,-0.09985462,0.10282099,-0.10282099,0.00614216,-0.00614216,0.33986141,-0.33986141
-5.59779890,0.71619796,-0.71619797,0.04286585,-0.04286585,0.00000000,-0.00000000,0.10628324,-0.10628324,0.11027553,-0.11027553,0.00679270,-0.00679270,0.36167410,-0.36167410
-5.59179590,0.76305759,-0.76305759,0.04705204,-0.04705204,0.00000000,-0.00000000,0.11281699,-0.11281699,0.11793721,-0.11793721,0.00747373,-0.00747373,0.38387733,-0.38387733
-5.58579290,0.81076780,-0.81076780,0.05145092,-0.05145092,0.00000000,-0.00000000,0.11942528,-0.11942528,0.12574946,-0.12574946,0.00817882,-0.00817882,0.40635630,-0.40635630
-5.57978989,0.85901938,-0.85901938,0.05602022,-0.05602022,0.00000000,-0.00000000,0.12607443,-0.12607443,0.13364985,-0.13364985,0.00890063,-0.00890063,0.42898605,-0.42898605
-5.57378689,0.90747826,-0.90747827,0.06071329,-0.06071329,0.00000000,-0.00000000,0.13272788,-0.13272788,0.14157092,-0.14157092,0.00963107,-0.00963107,0.45163242,-0.45163242
-5.56778389,0.95578986,-0.95578986,0.06548005,-0.06548005,0.00000000,-0.00000000,0.13934652,-0.13934652,0.14944125,-0.14944125,0.01036146,-0.01036145,0.47415343,-0.47415344
-5.56178089,1.00358448,-1.00358448,0.07026797,-0.07026797,0.00000000,-0.00000000,0.14588915,-0.14588915,0.15718676,-0.15718676,0.01108266,-0.01108266,0.49640111,-0.49640111
-5.55577789,1.05048371,-1.05048372,0.07502319,-0.07502319,0.00000000,-0.00000000,0.15231318,-0.15231318,0.16473224,-0.16473224,0.01178537,-0.01178537,0.51822372,-0.51822372
-5.54977489,1.09610753,-1.09610753,0.07969174,-0.07969174,0.00000000,-0.00000000,0.15857527,-0.15857527,0.17200297,-0.17200297,0.01246029,-0.01246029,0.53946830,-0.53946830
-5.54377189,1.14008171,-1.14008171,0.08422073,-0.08422073,0.00000000,-0.00000000,0.16463216,-0.16463216,0.17892646,-0.17892646,0.01309840,-0.01309840,0.55998343,-0.55998343
-5.53776888,1.18204538,-1.18204538,0.08855953,-0.08855953,0.00000000,-0.00000000,0.17044152,-0.17044152,0.18543416,-0.18543416,0.01369117,-0.01369117,0.57962197,-0.57962197
-5.53176588,1.22165823,-1.22165823,0.09266086,-0.09266086,0.00000000,-0.00000000,0.17596273,-0.17596273,0.19146309,-0.19146309,0.01423079,-0.01423079,0.59824381,-0.59824381
-5.52576288,1.25860704,-1.25860704,0.09648176,-0.09648176,0.00000000,-0.00000000,0.18115768,-0.18115768,0.19695735,-0.19695735,0.01471037,-0.01471037,0.61571833,-0.61571833
-5.51975988,1.29261118,-1.29261118,0.09998437,-0.09998437,0.00000000,-0.00000000,0.18599143,-0.18599143,0.20186937,-0.20186937,0.01512414,-0.01512414,0.63192650,-0.63192651
-5.51375688,1.32342693,-1.32342694,0.10313653,-0.10313654,0.00000000,-0.00000000,0.19043274,-0.19043274,0.20616090,-0.20616090,0.01546753,-0.01546753,0.64676257,-0.64676257
-5.50775388,1.35085035,-1.35085035,0.10591217,-0.10591217,0.00000000,-0.00000000,0.19445446,-0.19445446,0.20980367,-0.20980367,0.01573732,-0.01573732,0.66013512,-0.66013512
-5.50175088,1.37471856,-1.37471856,0.10829143,-0.10829143,0.00000000,-0.00000000,0.19803374,-0.19803374,0.21277965,-0.21277965,0.01593166,-0.01593166,0.67196766,-0.67196766
-5.49574787,1.39490973,-1.39490973,0.11026063,-0.11026063,0.00000000,-0.00000000,0.20115208,-0.20115208,0.21508106,-0.21508106,0.01605008,-0.01605008,0.68219861,-0.68219861
-5.48974487,1.41134158,-1.41134158,0.11181200,-0.11181200,0.00000000,-0.00000000,0.20379525,-0.20379525,0.21670991,-0.21670991,0.01609342,-0.01609342,0.69078084,-0.69078084
-5.48374187,1.42396888,-1.42396888,0.11294324,-0.11294324,0.00000000,-0.00000000,0.20595301,-0.20595301,0.21767737,-0.21767737,0.01606383,-0.01606383,0.69768078,-0.69768078
-5.47773887,1.43278013,-1.43278013,0.11365701,-0.11365701,0.00000000,-0.00000000,0.20761887,-0.20761887,0.21800281,-0.21800281,0.01596455,-0.01596455,0.70287735,-0.70287735
-5.47173587,1.43779381,-1.43779381,0.11396026,-0.11396026,0.00000000,-0.00000000,0.20878964,-0.20878964,0.21771268,-0.21771268,0.01579987,-0.01579987,0.70636073,-0.70636073
-5.46573287,1.43905452,-1.43905452,0.11386360,-0.11386360,0.00000000,-0.00000000,0.20946513,-0.20946513,0.21683929,-0.21683929,0.01557492,-0.01557492,0.70813117,-0.70813118
-5.45972986,1.43662943,-1.43662943,0.11338061,-0.11338061,0.00000000,-0.00000000,0.20964774,-0.20964774,0.21541960,-0.21541960,0.01529551,-0.01529551,0.70819805,-0.70819805
-5.45372686,1.43060527,-1.43060527,0.11252730,-0.11252730,0.00000000,-0.00000000,0.20934223,-0.20934223,0.21349399,-0.21349399,0.01496800,-0.01496800,0.70657910,-0.70657910
-5.44772386,1.42108615,-1.42108615,0.11132154,-0.11132154,0.00000000,-0.00000000,0.20855553,-0.20855553,0.21110518,-0.21110518,0.01459910,-0.01459910,0.70330021,-0.70330021
-5.44172086,1.40819229,-1.40819229,0.10978269,-0.10978269,0.00000000,-0.00000000,0.20729663,-0.20729663,0.20829731,-0.20829731,0.01419579,-0.01419579,0.69839544,-0.69839544
-5.43571786,1.39205983,-1.39205983,0.10793134,-0.10793134,0.00000000,-0.00000000,0.20557667,-0.20557667,0.20511521,-0.20511521,0.01376516,-0.01376516,0.69190758,-0.69190758
-5.42971486,1.37284142,-1.37284142,0.10578914,-0.10578914,0.00000000,-0.00000000,0.20340903,-0.20340903,0.20160385,-0.20160385,0.01331434,-0.01331434,0.68388906,-0.68388906
-5.42371186,1.35070778,-1.35070778,0.10337880,-0.10337880,0.00000000,-0.00000000,0.20080958,-0.20080958,0.19780808,-0.19780808,0.01285044,-0.01285044,0.67440307,-0.67440307
-5.41770885,1.32584965,-1.32584965,0.10072415,-0.10072415,0.00000000,-0.00000000,0.19779694,-0.19779694,0.19377246,-0.19377246,0.01238049,-0.01238049,0.66352492,-0.66352492
-5.41170585,1.29848012,-1.29848012,0.09785027,-0.09785027,0.00000000,-0.00000000,0.19439278,-0.19439278,0.18954140,-0.18954140,0.01191146,-0.01191146,0.65134334,-0.65134334
-5.40570285,1.26883684,-1.26883684,0.09478372,-0.09478372,0.00000000,-0.00000000,0.19062209,-0.19062209,0.18515923,-0.18515923,0.01145022,-0.01145022,0.63796170,-0.63796170
-5.39969985,1.23718397,-1.23718397,0.09155266,-0.09155266,0.00000000,-0.00000000,0.18651342,-0.18651342,0.18067056,-0.18067056,0.01100359,-0.01100359,0.62349890,-0.62349890
-5.39369685,1.20381331,-1.20381331,0.08818706,-0.08818706,0.00000000,-0.00000000,0.18209906,-0.18209906,0.17612050,-0.17612050,0.01057831,-0.01057831,0.60808987,-0.60808987
-5.38769385,1.16904471,-1.16904471,0.08471878,-0.08471878,0.00000000,-0.00000000,0.17741506,-0.17741506,0.17155498,-0.17155498,0.01018112,-0.01018112,0.59188560,-0.59188560
-5.38169085,1.13322520,-1.13322520,0.08118153,-0.08118153,0.00000000,-0.00000000,0.17250126,-0.17250126,0.16702091,-0.16702091,0.00981870,-0.00981870,0.57505251,-0.57505251
-5.37568784,1.09672708,-1.09672708,0.07761076,-0.07761076,0.00000000,-0.00000000,0.16740105,-0.16740105,0.16256631,-0.16256631,0.00949773,-0.00949773,0.55777127,-0.55777127
-5.36968484,1.05994468,-1.05994468,0.07404344,-0.07404344,0.00000000,-0.00000000,0.16216121,-0.16216121,0.15824030,-0.15824030,0.00922481,-0.00922481,0.54023501,-0.54023501
-5.36368184,1.02328998,-1.02328998,0.07051764,-0.07051764,0.00000000,-0.00000000,0.15683153,-0.15683153,0.15409294,-0.15409294,0.00900642,-0.00900642,0.52264700,-0.52264700
-5.35767884,0.98718722,-0.98718722,0.06707205,-0.06707205,0.00000000,-0.00000000,0.15146443,-0.15146443,0.15017494,-0.15017494,0.00884889,-0.00884889,0.50521782,-0.50521782
-5.35167584,0.95206666,-0.95206666,0.06374535,-0.06374535,0.00000000,-0.00000000,0.14611451,-0.14611451,0.14653722,-0.14653722,0.00875824,-0.00875824,0.48816226,-0.48816226
-5.34567284,0.91835774,-0.91835774,0.06057549,-0.06057549,0.00000000,-0.00000000,0.14083817,-0.14083817,0.14323034,-0.14323034,0.00874009,-0.00874009,0.47169589,-0.47169589
-5.33966983,0.88648198,-0.88648198,0.05759901,-0.05759901,0.00000000,-0.00000000,0.13569315,-0.13569315,0.14030389,-0.14030389,0.00879952,-0.00879952,0.45603164,-0.45603164
-5.33366683,0.85684578,-0.85684578,0.05485018,-0.05485018,0.00000000,-0.00000000,0.13073814,-0.13073814,0.13780574,-0.13780574,0.00894091,-0.00894091,0.44137633,-0.44137633
-5.32766383,0.82983356,-0.82983356,0.05236029,-0.05236029,0.00000000,-0.00000000,0.12603251,-0.12603251,0.13578125,-0.13578125,0.00916776,-0.00916776,0.42792745,-0.42792745
-5.32166083,0.80580141,-0.80580141,0.05015697,-0.05015697,0.00000000,-0.00000000,0.12163599,-0.12163599,0.13427254,-0.13427254,0.00948258,-0.00948258,0.41587012,-0.41587012
-5.31565783,0.78507147,-0.78507147,0.04826355,-0.04826355,0.00000000,-0.00000000,0.11760847,-0.11760847,0.13331771,-0.13331772,0.00988670,-0.00988670,0.40537451,-0.40537451
-5.30965483,0.76792730,-0.76792730,0.04669862,-0.04669862,0.00000000,-0.00000000,0.11400983,-0.11400983,0.13295017,-0.13295017,0.01038017,-0.01038017,0.39659364,-0.39659365
-5.30365183,0.75461027,-0.75461027,0.04547569,-0.04547569,0.00000000,-0.00000000,0.11089977,-0.11089977,0.13319797,-0.13319797,0.01096164,-0.01096164,0.38966162,-0.38966162
-5.29764882,0.74531711,-0.74531711,0.04460312,-0.04460312,0.00000000,-0.00000000,0.10833767,-0.10833767,0.13408332,-0.13408332,0.01162835,-0.01162835,0.38469239,-0.38469239
-5.29164582,0.74019867,-0.74019867,0.04408410,-0.04408410,0.00000000,-0.00000000,0.10638240,-0.10638240,0.13562219,-0.13562219,0.01237607,-0.01237607,0.38177894,-0.38177894
-5.28564282,0.73935974,-0.73935974,0.04391698,-0.04391698,0.00000000,-0.00000000,0.10509202,-0.10509202,0.13782401,-0.13782401,0.01319918,-0.01319918,0.38099294,-0.38099294
-5.27963982,0.74285992,-0.74285992,0.04409567,-0.04409567,0.00000000,-0.00000000,0.10452344,-0.10452344,0.14069154,-0.14069154,0.01409074,-0.01409074,0.38238473,-0.38238473
-5.27363682,0.75071545,-0.75071545,0.04461029,-0.04461029,0.00000000,-0.00000000,0.10473193,-0.10473193,0.14422083,-0.14422083,0.01504261,-0.01504261,0.38598366,-0.38598366
-5.26763382,0.76290172,-0.76290172,0.04544791,-0.04544791,0.00000000,-0.00000000,0.10577049,-0.10577049,0.14840137,-0.14840137,0.01604569,-0.01604569,0.39179864,-0.39179865
-5.26163082,0.77935632,-0.77935632,0.04659345,-0.04659345,0.00000000,-0.00000000,0.10768905,-0.10768905,0.15321628,-0.15321628,0.01709011,-0.01709011,0.39981889,-0.39981889
-5.25562781,0.79998253,-0.79998253,0.04803059,-0.04803059,0.00000000,-0.00000000,0.11053352,-0.11053352,0.15864263,-0.15864263,0.01816549,-0.01816549,0.41001475,-0.41001475
-5.24962481,0.82465282,-0.82465283,0.04974277,-0.04974277,0.00000000,-0.00000000,0.11434474,-0.11434474,0.16465186,-0.16465187,0.01926122,-0.01926122,0.42233860,-0.42233860
-5.24362181,0.85321241,-0.85321242,0.05171410,-0.05171410,0.00000000,-0.00000000,0.11915724,-0.11915724,0.17121022,-0.17121022,0.02036679,-0.02036679,0.43672566,-0.43672566
-5.23761881,0.88548253,-0.88548253,0.05393020,-0.05393020,0.00000000,-0.00000000,0.12499800,-0.12499800,0.17827925,-0.17827925,0.02147202,-0.02147202,0.45309487,-0.45309487
-5.23161581,0.92126335,-0.92126335,0.05637892,-0.05637892,0.00000000,-0.00000000,0.13188510,-0.13188510,0.18581636,-0.18581636,0.02256732,-0.02256732,0.47134957,-0.47134957
-5.22561281,0.96033645,-0.96033645,0.05905089,-0.05905089,0.00000000,-0.00000000,0.13982651,-0.13982651,0.19377531,-0.19377531,0.02364397,-0.02364398,0.49137824,-0.49137824
-5.21960980,1.00246677,-1.00246678,0.06193985,-0.06193985,0.00000000,-0.00000000,0.14881887,-0.14881887,0.20210679,-0.20210679,0.02469426,-0.02469426,0.51305510,-0.51305511
-5.21360680,1.04740410,-1.04740410,0.06504269,-0.06504269,0.00000000,-0.00000000,0.15884652,-0.15884652,0.21075892,-0.21075892,0.02571164,-0.02571164,0.53624083,-0.53624083
-5.20760380,1.09488405,-1.09488405,0.06835938,-0.06835938,0.00000000,-0.00000000,0.16988073,-0.16988073,0.21967776,-0.21967777,0.02669076,-0.02669076,0.56078318,-0.56078318
-5.20160080,1.14462880,-1.14462880,0.07189247,-0.07189247,0.00000000,-0.00000000,0.18187923,-0.18187923,0.22880792,-0.22880792,0.02762755,-0.02762755,0.58651791,-0.58651791
-5.19559780,1.19634759,-1.19634759,0.07564648,-0.07564648,0.00000000,-0.00000000,0.19478612,-0.19478612,0.23809302,-0.23809302,0.02851911,-0.02851911,0.61326979,-0.61326979
-5.18959480,1.24973722,-1.24973723,0.07962707,-0.07962707,0.00000000,-0.00000000,0.20853219,-0.20853219,0.24747630,-0.24747630,0.02936364,-0.02936364,0.64085391,-0.64085391
-5.18359180,1.30448280,-1.30448280,0.08383997,-0.08383997,0.00000000,-0.00000000,0.22303561,-0.22303561,0.25690125,-0.25690126,0.03016028,-0.03016028,0.66907738,-0.66907738
-5.17758879,1.36025876,-1.36025876,0.08828985,-0.08828985,0.00000000,-0.00000000,0.23820309,-0.23820309,0.26631227,-0.26631227,0.03090895,-0.03090895,0.69774135,-0.69774135
-5.17158579,1.41673056,-1.41673056,0.09297913,-0.09297913,0.00000000,-0.00000000,0.25393147,-0.25393147,0.27565538,-0.27565538,0.03161013,-0.03161013,0.72664350,-0.72664350
-5.16558279,1.47355694,-1.47355694,0.09790680,-0.09790680,0.00000000,-0.00000000,0.27010963,-0.27010963,0.28487910,-0.28487910,0.03226467,-0.03226467,0.75558082,-0.75558082
