energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.78389195,3.45161112,0.01188190,0.45200620,1.58503100,0.97385630,0.05597434,1.77905300
-5.77788894,3.50462695,0.01213400,0.45526314,1.62365556,0.98322096,0.05608755,1.81308491
-5.77188594,3.56925934,0.01234470,0.46028460,1.67079420,0.99483680,0.05617930,1.85310148
-5.76588294,3.64550966,0.01251202,0.46722711,1.72652689,1.00875317,0.05625331,1.89887548
-5.75987994,3.73328545,0.01263502,0.47621982,1.79087900,1.02501052,0.05631326,1.95015570
-5.75387694,3.83237980,0.01271375,0.48735810,1.86380861,1.04363464,0.05636248,2.00666212
-5.74787394,3.94245278,0.01274922,0.50069847,1.94519409,1.06463152,0.05640371,2.06808089
-5.74187094,4.06301667,0.01274337,0.51625472,2.03482313,1.08798302,0.05643890,2.13406000
-5.73586793,4.19342619,0.01269899,0.53399548,2.13238413,1.11364363,0.05646905,2.20420638
-5.72986493,4.33287500,0.01261961,0.55384335,2.23746078,1.14153859,0.05649413,2.27808512
-5.72386193,4.48039914,0.01250943,0.57567534,2.34953052,1.17156335,0.05651308,2.35522138
-5.71785893,4.63488772,0.01237321,0.59932484,2.46796727,1.20358440,0.05652386,2.43510515
-5.71185593,4.79510051,0.01221614,0.62458465,2.59204853,1.23744136,0.05652355,2.51719895
-5.70585293,4.95969206,0.01204379,0.65121126,2.72096668,1.27294999,0.05650859,2.60094816
-5.69984992,5.12724088,0.01186190,0.67892981,2.85384402,1.30990612,0.05647499,2.68579341
-5.69384692,5.29628249,0.01167634,0.70743982,2.98975064,1.34808991,0.05641857,2.77118438
-5.68784392,5.46534434,0.01149299,0.73642123,3.12772433,1.38727024,0.05633528,2.85659385
-5.68184092,5.63298087,0.01131757,0.76554076,3.26679122,1.42720888,0.05622147,2.94153120
-5.67583792,5.79780656,0.01115560,0.79445819,3.40598595,1.46766420,0.05607411,3.02555404
-5.66983492,5.95852537,0.01101222,0.82283260,3.54437017,1.50839401,0.05589104,3.10827715
-5.66383192,6.11395471,0.01089213,0.85032829,3.68104817,1.54915766,0.05567112,3.18937776
-5.65782891,6.26304292,0.01079948,0.87662043,3.81517878,1.58971709,0.05541434,3.26859649
-5.65182591,6.40487936,0.01073772,0.90140031,3.94598280,1.62983696,0.05512184,3.34573385
-5.64582291,6.53869690,0.01070957,0.92438008,4.07274564,1.66928401,0.05479585,3.42064197
-5.63981991,6.66386702,0.01071691,0.94529723,4.19481526,1.70782583,0.05443963,3.49321229
-5.63381691,6.77988829,0.01076070,0.96391847,4.31159565,1.74522933,0.05405727,3.56335957
-5.62781391,6.88636953,0.01084094,0.98004330,4.42253683,1.78125914,0.05365348,3.63100366
-5.62181091,6.98300919,0.01095666,0.99350702,4.52712224,1.81567643,0.05323337,3.69604990
-5.61580790,7.06957281,0.01110590,1.00418341,4.62485500,1.84823828,0.05280216,3.75836995
-5.60980490,7.14587055,0.01128571,1.01198674,4.71524443,1.87869803,0.05236496,3.81778441
-5.60380190,7.21173676,0.01149227,1.01687336,4.79779426,1.90680664,0.05192652,3.87404871
-5.59779890,7.26701329,0.01172089,1.01884254,4.87199415,1.93231538,0.05149105,3.92684365
-5.59179590,7.31153809,0.01196619,1.01793663,4.93731558,1.95497959,0.05106209,3.97577164
-5.58579290,7.34514001,0.01222220,1.01424053,4.99321305,1.97456379,0.05064243,4.02035927
-5.57978989,7.36764058,0.01248255,1.00788013,5.03913124,1.99084753,0.05023410,4.06006659
-5.57378689,7.37886254,0.01274062,0.99902004,5.07451821,2.00363203,0.04983847,4.09430297
-5.56778389,7.37864476,0.01298975,0.98786033,5.09884420,2.01274712,0.04945638,4.12244881
-5.56178089,7.36686247,0.01322344,0.97463241,5.11162530,2.01805807,0.04908831,4.14388218
-5.55577789,7.34345139,0.01343554,0.95959418,5.11245078,2.01947194,0.04873467,4.15800889
-5.54977489,7.30843388,0.01362042,0.94302438,5.10101241,2.01694304,0.04839605,4.16429443
-5.54377189,7.26194528,0.01377315,0.92521655,5.07713401,2.01047708,0.04807354,4.16229584
-5.53776888,7.20425819,0.01388964,0.90647255,5.04079931,2.00013376,0.04776896,4.15169154
-5.53176588,7.13580300,0.01396673,0.88709599,4.99217609,1.98602764,0.04748516,4.13230755
-5.52576288,7.05718268,0.01400230,0.86738576,4.93163490,1.96832699,0.04722623,4.10413808
-5.51975988,6.96918058,0.01399526,0.84762990,4.85976082,1.94725087,0.04699759,4.06735955
-5.51375688,6.87276021,0.01394558,0.82810001,4.77735695,1.92306436,0.04680613,4.02233676
-5.50775388,6.76905661,0.01385425,0.80904641,4.68543920,1.89607223,0.04666014,3.96962092
-5.50175088,6.65935925,0.01372319,0.79069423,4.58522185,1.86661132,0.04656922,3.90993939
-5.49574787,6.54508716,0.01355515,0.77324048,4.47809448,1.83504215,0.04654406,3.84417758
-5.48974487,6.42775718,0.01335361,0.75685231,4.36559094,1.80173985,0.04659620,3.77335389
-5.48374187,6.30894704,0.01312260,0.74166629,4.24935158,1.76708526,0.04673766,3.69858895
-5.47773887,6.19025470,0.01286659,0.72778889,4.13108065,1.73145626,0.04698053,3.62107061
-5.47173587,6.07325623,0.01259027,0.71529792,4.01250043,1.69521993,0.04733653,3.54201652
-5.46573287,5.95946406,0.01229847,0.70424488,3.89530455,1.65872579,0.04781652,3.46263595
-5.45972986,5.85028762,0.01199597,0.69465812,3.78111234,1.62230038,0.04843013,3.38409288
-5.45372686,5.74699826,0.01168740,0.68654653,3.67142638,1.58624337,0.04918522,3.30747176
-5.44772386,5.65070003,0.01137711,0.67990371,3.56759510,1.55082519,0.05008759,3.23374769
-5.44172086,5.56230739,0.01106912,0.67471224,3.47078194,1.51628626,0.05114061,3.16376196
-5.43571786,5.48253096,0.01076705,0.67094807,3.38194229,1.48283766,0.05234500,3.09820407
-5.42971486,5.41187148,0.01047409,0.66858469,3.30180893,1.45066305,0.05369871,3.03760060
-5.42371186,5.35062209,0.01019298,0.66759705,3.23088640,1.41992160,0.05519682,2.98231106
-5.41770885,5.29887856,0.00992604,0.66796488,3.16945407,1.39075172,0.05683162,2.93253076
-5.41170585,5.25655653,0.00967522,0.66967557,3.11757745,1.36327514,0.05859275,2.88829990
-5.40570285,5.22341480,0.00944210,0.67272627,3.07512678,1.33760124,0.06046741,2.84951835
-5.39969985,5.19908314,0.00922798,0.67712525,3.04180172,1.31383113,0.06244066,2.81596504
-5.39369685,5.18309329,0.00903392,0.68289250,3.01716067,1.29206137,0.06449577,2.78732078
-5.38769385,5.17491126,0.00886081,0.69005940,3.00065299,1.27238708,0.06661465,2.76319335
-5.38169085,5.17396949,0.00870943,0.69866766,2.99165263,1.25490418,0.06877821,2.74314357
-5.37568784,5.17969712,0.00858046,0.70876740,2.98949128,1.23971076,0.07096681,2.72671108
-5.36968484,5.19154704,0.00847455,0.72041437,2.99348949,1.22690746,0.07316070,2.71343867
-5.36368184,5.20901833,0.00839231,0.73366661,3.00298448,1.21659679,0.07534033,2.70289429
-5.35767884,5.23167310,0.00833431,0.74858029,3.01735319,1.20888157,0.07748674,2.69468960
-5.35167584,5.25914721,0.00830108,0.76520518,3.03602990,1.20386243,0.07958186,2.68849466
-5.34567284,5.29115415,0.00829306,0.78357957,3.05851758,1.20163455,0.08160868,2.68404813
-5.33966983,5.32748235,0.00831057,0.80372507,3.08439296,1.20228383,0.08355150,2.68116287
-5.33366683,5.36798613,0.00835374,0.82564128,3.11330523,1.20588258,0.08539602,2.67972682
-5.32766383,5.41257080,0.00842245,0.84930065,3.14496879,1.21248505,0.08712941,2.67969939
-5.32166083,5.46117317,0.00851631,0.87464370,3.17915102,1.22212288,0.08874034,2.68110388
-5.31565783,5.51373840,0.00863455,0.90157487,3.21565575,1.23480076,0.09021898,2.68401624
-5.30965483,5.57019478,0.00877600,0.92995931,3.25430398,1.25049254,0.09155698,2.68855111
-5.30365183,5.63042794,0.00893906,0.95962069,3.29491300,1.26913789,0.09274738,2.69484589
-5.29764882,5.69425609,0.00912166,0.99034045,3.33727552,1.29063982,0.09378463,2.70304358
-5.29164582,5.76140794,0.00932130,1.02185862,3.38114015,1.31486303,0.09466445,2.71327553
-5.28564282,5.83150463,0.00953506,1.05387619,3.42619472,1.34163350,0.09538384,2.72564469
-5.27963982,5.90404704,0.00975962,1.08605946,3.47205350,1.37073906,0.09594103,2.74021043
-5.27363682,5.97840945,0.00999140,1.11804601,3.51824943,1.40193128,0.09633542,2.75697550
-5.26763382,6.05384012,0.01022656,1.14945251,3.56423189,1.43492849,0.09656758,2.77587577
-5.26163082,6.12946920,0.01046121,1.17988398,3.60937050,1.46941999,0.09663922,2.79677321
-5.25562781,6.20432378,0.01069145,1.20894445,3.65296487,1.50507123,0.09655314,2.81945238
-5.24962481,6.27734967,0.01091351,1.23624851,3.69425987,1.54152997,0.09631324,2.84362053
-5.24362181,6.34743896,0.01112392,1.26143351,3.73246590,1.57843318,0.09592441,2.86891133
-5.23761881,6.41346239,0.01131957,1.28417181,3.76678303,1.61541436,0.09539251,2.89489198
-5.23161581,6.47430497,0.01149786,1.30418266,3.79642787,1.65211131,0.09472429,2.92107337
-5.22561281,6.52890342,0.01165680,1.32124321,3.82066184,1.68817391,0.09392724,2.94692292
-5.21960980,6.57628377,0.01179503,1.33519808,3.83881931,1.72327176,0.09300951,2.97187954
-5.21360680,6.61559751,0.01191193,1.34596716,3.85033431,1.75710148,0.09197972,2.99537016
-5.20760380,6.64615478,0.01200761,1.35355114,3.85476439,1.78939340,0.09084688,3.01682727
-5.20160080,6.66745332,0.01208294,1.35803450,3.85181058,1.81991753,0.08962021,3.03570686
-5.19559780,6.67920195,0.01213949,1.35958577,3.84133240,1.84848867,0.08830901,3.05150625
-5.18959480,6.68133782,0.01217954,1.35845498,3.82335738,1.87497040,0.08692255,3.06378120
-5.18359180,6.67403678,0.01220596,1.35496828,3.79808470,1.89927806,0.08547001,3.07216198
-5.17758879,6.65771671,0.01222220,1.34951986,3.76588282,1.92138042,0.08396043,3.07636769
-5.17158579,6.63303355,0.01223214,1.34256152,3.72728149,1.94130020,0.08240276,3.07621878
-5.16558279,6.60087048,0.01224007,1.33459011,3.68295833,1.95911326,0.08080584,3.07164708
-5.15957979,6.56232049,0.01225055,1.32613338,3.63372101,1.97494653,0.07917859,3.06270321
-5.15357679,6.51866292,0.01226834,1.31773460,3.58048542,1.98897465,0.07753009,3.04956105
-5.14757379,6.47133465,0.01229828,1.30993664,3.52425113,2.00141535,0.07586979,3.03251887
-5.14157079,6.42189665,0.01234526,1.30326590,3.46607483,2.01252370,0.07420765,3.01199704
-5.13556778,6.37199669,0.01241405,1.29821677,3.40704264,2.02258512,0.07255436,2.98853202
-5.12956478,6.32332895,0.01250931,1.29523704,3.34824239,2.03190746,0.07092147,2.96276648
-5.12356178,6.27759146,0.01263542,1.29471476,3.29073641,2.04081215,0.06932149,2.93543566
-5.11755878,6.23644216,0.01279643,1.29696704,3.23553558,2.04962456,0.06776794,2.90734971
-5.11155578,6.20145445,0.01299599,1.30223102,3.18357527,2.05866397,0.06627532,2.87937255
-5.10555278,6.17407327,0.01323720,1.31065741,3.13569360,2.06823310,0.06485896,2.85239732
-5.09954977,6.15557259,0.01352256,1.32230663,3.09261240,2.07860777,0.06353483,2.82731909
-5.09354677,6.14701554,0.01385387,1.33714781,3.05492119,2.09002676,0.06231915,2.80500542
-5.08754377,6.14921820,0.01423209,1.35506049,3.02306453,2.10268241,0.06122806,2.78626580
-5.08154077,6.16271824,0.01465733,1.37583905,2.99733283,2.11671212,0.06027704,2.77182084
-5.07553777,6.18774979,0.01512868,1.39919961,2.97785695,2.13219127,0.05948039,2.76227259
-5.06953477,6.22422552,0.01564424,1.42478926,2.96460671,2.14912780,0.05885067,2.75807710
-5.06353177,6.27172724,0.01620101,1.45219712,2.95739342,2.16745874,0.05839808,2.75952072
-5.05752876,6.32950586,0.01679494,1.48096718,2.95587669,2.18704912,0.05812991,2.76670129
-5.05152576,6.39649163,0.01742094,1.51061211,2.95957528,2.20769323,0.05805005,2.77951545
-5.04552276,6.47131498,0.01807294,1.54062804,2.96788228,2.22911859,0.05815861,2.79765318
-5.03951976,6.55233819,0.01874406,1.57050949,2.98008419,2.25099253,0.05845160,2.82060012
-5.03351676,6.63769761,0.01942670,1.59976439,2.99538372,2.27293142,0.05892087,2.84764827
-5.02751376,6.72535564,0.02011284,1.62792842,3.01292601,2.29451230,0.05955406,2.87791503
-5.02151076,6.81316131,0.02079419,1.65457859,3.03182741,2.31528681,0.06033485,2.91037022
-5.01550775,6.89891775,0.02146256,1.67934555,3.05120633,2.33479682,0.06124331,2.94387039
-5.00950475,6.98045457,0.02211009,1.70192442,3.07021520,2.35259149,0.06225642,2.97719908
-5.00350175,7.05570251,0.02272963,1.72208377,3.08807241,2.36824507,0.06334873,3.00911168
-4.99749875,7.12276785,0.02331500,1.73967277,3.10409339,2.38137482,0.06449312,3.03838287
-4.99149575,7.18000343,0.02386133,1.75462619,3.11771932,2.39165836,0.06566165,3.06385472
-4.98549275,7.22607360,0.02436528,1.76696714,3.12854270,2.39884971,0.06682647,3.08448322
-4.97948974,7.26000996,0.02482533,1.77680768,3.13632833,2.40279323,0.06796068,3.09938101
-4.97348674,7.28125555,0.02524187,1.78434708,3.14102883,2.40343485,0.06903921,3.10785444
-4.96748374,7.28969502,0.02561733,1.78986788,3.14279388,2.40082985,0.07003959,3.10943292
-4.96148074,7.28566914,0.02595618,1.79372969,3.14197235,2.39514675,0.07094264,3.10388924
-4.95547774,7.26997247,0.02626486,1.79636097,3.13910701,2.38666680,0.07173293,3.09124962
-4.94947474,7.24383363,0.02655161,1.79824877,3.13492161,2.37577891,0.07239925,3.07179307
-4.94347174,7.20887852,0.02682625,1.79992659,3.13030042,2.36296997,0.07293471,3.04603985
-4.93746873,7.16707730,0.02709980,1.80196070,3.12626073,2.34881067,0.07333677,3.01472950
-4.93146573,7.12067701,0.02738413,1.80493500,3.12391900,2.33393719,0.07360708,2.97878940
-4.92546273,7.07212202,0.02769150,1.80943473,3.12445168,2.31902936,0.07375111,2.93929527
-4.91945973,7.02396528,0.02803406,1.81602961,3.12905199,2.30478606,0.07377767,2.89742550
-4.91345673,6.97877391,0.02842335,1.82525643,3.13888422,2.29189874,0.07369830,2.85441117
-4.90745373,6.93903271,0.02886981,1.83760198,3.15503714,2.28102429,0.07352654,2.81148434
-4.90145073,6.90704961,0.02938227,1.85348651,3.17847839,2.27275815,0.07327721,2.76982687
-4.89544772,6.88486697,0.02996760,1.87324846,3.21001176,2.26760921,0.07296561,2.73052206
-4.88944472,6.87418253,0.03063027,1.89713107,3.25023899,2.26597739,0.07260681,2.69451144
-4.88344172,6.87628346,0.03137218,1.92527120,3.29952808,2.26813522,0.07221494,2.66255858
-4.87743872,6.89199642,0.03219244,1.95769123,3.35798933,2.27421429,0.07180265,2.63522160
-4.87143572,6.92165600,0.03308733,1.99429424,3.42546067,2.28419734,0.07138065,2.61283546
-4.86543272,6.96509299,0.03405045,2.03486302,3.50150301,2.29791661,0.07095734,2.59550496
-4.85942971,7.02164322,0.03507281,2.07906303,3.58540614,2.31505864,0.07053874,2.58310839
-4.85342671,7.09017676,0.03614325,2.12644942,3.67620533,2.33517551,0.07012845,2.57531186
-4.84742371,7.16914616,0.03724877,2.17647811,3.77270821,2.35770208,0.06972779,2.57159328
-4.84142071,7.25665182,0.03837504,2.22852042,3.87353089,2.38197862,0.06933614,2.57127482
-4.83541771,7.35052147,0.03950694,2.28188099,3.97714221,2.40727787,0.06895130,2.57356236
-4.82941471,7.44840025,0.04062913,2.33581817,4.08191413,2.43283522,0.06856997,2.57758976
-4.82341171,7.54784721,0.04172661,2.38956610,4.18617630,2.45788076,0.06818832,2.58246593
-4.81740870,7.64643378,0.04278528,2.44235755,4.28827238,2.48167153,0.06780252,2.58732246
-4.81140570,7.74183973,0.04379237,2.49344655,4.38661568,2.50352257,0.06740921,2.59135940
-4.80540270,7.83194204,0.04473689,2.54212974,4.47974161,2.52283518,0.06700600,2.59388709
-4.79939970,7.91489276,0.04560990,2.58776555,4.56635463,2.53912108,0.06659179,2.59436210
-4.79339670,7.98918237,0.04640467,2.62979032,4.64536763,2.55202120,0.06616701,2.59241562
-4.78739370,8.05368585,0.04711679,2.66773071,4.71593196,2.56131844,0.06573371,2.58787301
-4.78139070,8.10768977,0.04774406,2.70121200,4.77745705,2.56694356,0.06529552,2.58076363
-4.77538769,8.15089958,0.04828632,2.72996186,4.82961880,2.56897424,0.06485747,2.57132078
-4.76938469,8.18342742,0.04874521,2.75380992,4.87235673,2.56762728,0.06442568,2.55997162
-4.76338169,8.20576161,0.04912378,2.77268312,4.90586027,2.56324454,0.06400692,2.54731788
-4.75737869,8.21872007,0.04942611,2.78659756,4.93054541,2.55627339,0.06360816,2.53410818
-4.75137569,8.22339059,0.04965689,2.79564741,4.94702287,2.54724279,0.06323601,2.52120360
-4.74537269,8.22106144,0.04982098,2.79999179,4.95606003,2.53673617,0.06289622,2.50953778
-4.73936968,8.21314606,0.04992306,2.79984044,4.95853831,2.52536265,0.06259314,2.50007383
-4.73336668,8.20110595,0.04996727,2.79543917,4.95540856,2.51372776,0.06232933,2.49375969
-4.72736368,8.18637541,0.04995699,2.78705581,4.94764638,2.50240546,0.06210519,2.49148407
-4.72136068,8.17029181,0.04989465,2.77496752,4.93620965,2.49191219,0.06191876,2.49403487
-4.71535768,8.15403414,0.04978169,2.75944992,4.92199981,2.48268460,0.06176567,2.50206174
-4.70935468,8.13857244,0.04961858,2.74076849,4.90582864,2.47506133,0.06163912,2.51604437
-4.70335168,8.12462954,0.04940494,2.71917235,4.88839139,2.46926986,0.06153015,2.53626763
-4.69734867,8.11265609,0.04913972,2.69489036,4.87024704,2.46541851,0.06142790,2.56280460
-4.69134567,8.10281897,0.04882146,2.66812950,4.85180586,2.46349378,0.06132004,2.59550793
-4.68534267,8.09500257,0.04844854,2.63907487,4.83332424,2.46336289,0.06119324,2.63400978
-4.67933967,8.08882186,0.04801948,2.60789119,4.81490619,2.46478107,0.06103373,2.67773022
-4.67333667,8.08364563,0.04753319,2.57472499,4.79651091,2.46740314,0.06082780,2.72589359
-4.66733367,8.07862820,0.04698923,2.53970725,4.77796541,2.47079847,0.06056235,2.77755212
-4.66133067,8.07274748,0.04638792,2.50295583,4.75898122,2.47446883,0.06022537,2.83161565
-4.65532766,8.06484738,0.04573051,2.46457754,4.73917412,2.47786800,0.05980632,2.88688646
-4.64932466,8.05368266,0.04501921,2.42466949,4.71808583,2.48042246,0.05929648,2.94209755
-4.64332166,8.03796429,0.04425711,2.38331970,4.69520673,2.48155229,0.05868917,2.99595312
-4.63731866,8.01640392,0.04344811,2.34060700,4.66999876,2.48069148,0.05797985,3.04716942
-4.63131566,7.98775603,0.04259677,2.29660044,4.64191775,2.47730707,0.05716619,3.09451479
-4.62531266,7.95085668,0.04170807,2.25135842,4.61043465,2.47091644,0.05624794,3.13684707
-4.61930965,7.90465826,0.04078722,2.20492795,4.57505522,2.46110230,0.05522684,3.17314733
-4.61330665,7.84825946,0.03983940,2.15734431,4.53533774,2.44752507,0.05410641,3.20254853
-4.60730365,7.78093039,0.03886955,2.10863150,4.49090870,2.42993243,0.05289167,3.22435836
-4.60130065,7.70213240,0.03788219,2.05880376,4.44147613,2.40816573,0.05158889,3.23807555
-4.59529765,7.61153283,0.03688123,2.00786829,4.38684060,2.38216352,0.05020532,3.24339916
-4.58929465,7.50901462,0.03586991,1.95582924,4.32690386,2.35196206,0.04874889,3.24023090
-4.58329165,7.39468097,0.03485075,1.90269303,4.26167497,2.31769307,0.04722803,3.22867068
-4.57728864,7.26885528,0.03382555,1.84847463,4.19127412,2.27957892,0.04565140,3.20900581
-4.57128564,7.13207665,0.03279548,1.79320469,4.11593408,2.23792559,0.04402773,3.18169463
-4.56528264,6.98509122,0.03176119,1.73693703,4.03599934,2.19311377,0.04236574,3.14734553
-4.55927964,6.82883969,0.03072296,1.67975611,3.95192305,2.14558843,0.04067399,3.10669246
-4.55327664,6.66444143,0.02968088,1.62178403,3.86426196,2.09584724,0.03896089,3.06056795
-4.54727364,6.49317556,0.02863505,1.56318652,3.77366929,2.04442838,0.03723467,3.00987506
-4.54127064,6.31645940,0.02758575,1.50417765,3.68088592,1.99189794,0.03550339,2.95555917
-4.53526763,6.13582485,0.02653357,1.44502274,3.58672998,1.93883742,0.03377497,2.89858083
-4.52926463,5.95289296,0.02547961,1.38603943,3.49208505,1.88583155,0.03205724,2.83989047
-4.52326163,5.76934735,0.02442553,1.32759648,3.39788717,1.83345680,0.03035800,2.78040566
-4.51725863,5.58690683,0.02337361,1.27011051,3.30511094,1.78227076,0.02868502,2.72099157
-4.51125563,5.40729761,0.02232674,1.21404062,3.21475483,1.73280251,0.02704608,2.66244473
-4.50525263,5.23222554,0.02128841,1.15988095,3.12782599,1.68554418,0.02544897,2.60548042
-4.49924962,5.06334879,0.02026263,1.10815166,3.04532457,1.64094374,0.02390147,2.55072341
-4.49324662,4.90225121,0.01925378,1.05938828,2.96822791,1.59939900,0.02241132,2.49870194
-4.48724362,4.75041667,0.01826650,1.01413015,2.89747449,1.56125272,0.02098610,2.44984457
-4.48124062,4.60920465,0.01730553,0.97290788,2.83394793,1.52678899,0.01963321,2.40447946
-4.47523762,4.47982746,0.01637552,0.93623061,2.77846104,1.49623053,0.01835967,2.36283570
-4.46923462,4.36332901,0.01548091,0.90457307,2.73174001,1.46973695,0.01717205,2.32504611
-4.46323162,4.26056568,0.01462572,0.87836301,2.69440898,1.44740387,0.01607631,2.29115133
-4.45722861,4.17218946,0.01381346,0.85796917,2.66697503,1.42926276,0.01507762,2.26110460
-4.45122561,4.09863348,0.01304700,0.84369013,2.64981385,1.41528144,0.01418023,2.23477719
-4.44522261,4.04010060,0.01232851,0.83574434,2.64315644,1.40536528,0.01338733,2.21196428
-4.43921961,3.99655509,0.01165937,0.83426146,2.64707708,1.39935888,0.01270090,2.19239107
-4.43321661,3.96771810,0.01104015,0.83927540,2.66148318,1.39704857,0.01212161,2.17571947
-4.42721361,3.95306719,0.01047068,0.85071903,2.68610729,1.39816539,0.01164874,2.16155509
-4.42121061,3.95184043,0.00994998,0.86842107,2.72050202,1.40238900,0.01128009,2.14945500
-4.41520760,3.96304543,0.00947641,0.89210499,2.76403835,1.40935234,0.01101204,2.13893624
-4.40920460,3.98547380,0.00904770,0.92139037,2.81590785,1.41864726,0.01083947,2.12948534
-4.40320160,4.01772105,0.00866101,0.95579663,2.87512939,1.42983119,0.01075594,2.12056893
-4.39719860,4.05821216,0.00831312,0.99474926,2.94056065,1.44243483,0.01075369,2.11164555
-4.39119560,4.10523273,0.00800045,1.03758860,3.01091471,1.45597102,0.01082387,2.10217867
-4.38519260,4.15696519,0.00771919,1.08358105,3.08478175,1.46994454,0.01095667,2.09165071
-4.37918959,4.21152967,0.00746545,1.13193249,3.16065567,1.48386292,0.01114160,2.07957797
-4.37318659,4.26702843,0.00723530,1.18180389,3.23696521,1.49724796,0.01136765,2.06552594
-4.36718359,4.32159299,0.00702492,1.23232844,3.31210880,1.50964764,0.01162364,2.04912480
-4.36118059,4.37343228,0.00683064,1.28263011,3.38449236,1.52064828,0.01189845,2.03008420
-4.35517759,4.42088057,0.00664906,1.33184290,3.45256878,1.52988628,0.01218131,2.00820715
-4.34917459,4.46244337,0.00647708,1.37913031,3.51487775,1.53705922,0.01246208,1.98340196
-4.34317159,4.49683958,0.00631198,1.42370444,3.57008469,1.54193572,0.01273154,1.95569192
-4.33716858,4.52303846,0.00615143,1.46484405,3.61701716,1.54436375,0.01298155,1.92522193
-4.33116558,4.54028973,0.00599355,1.50191107,3.65469745,1.54427673,0.01320534,1.89226179
-4.32516258,4.54814571,0.00583691,1.53436495,3.68237009,1.54169737,0.01339765,1.85720554
-4.31915958,4.54647454,0.00568049,1.56177441,3.69952315,1.53673877,0.01355486,1.82056689
-4.31315658,4.53546392,0.00552375,1.58382629,3.70590260,1.52960269,0.01367511,1.78297062
-4.30715358,4.51561516,0.00536652,1.60033108,3.70151917,1.52057500,0.01375830,1.74513998
