energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90995498,1.38285636,-1.38285855,0.03659732,-0.03659740,0.14713021,-0.14713044,0.54690902,-0.54690951,0.32807844,-0.32807899,0.40986444,-0.40986505,0.00000000,-0.00000000,0.03116168,-0.03116174,0.71476285,-0.71476399
-5.90395198,1.32203782,-1.32203992,0.03390264,-0.03390272,0.14302978,-0.14302998,0.53285321,-0.53285369,0.31583858,-0.31583906,0.39063782,-0.39063845,0.00000000,-0.00000000,0.02902022,-0.02902028,0.68153311,-0.68153424
-5.89794897,1.26171909,-1.26172104,0.03118206,-0.03118214,0.13948915,-0.13948929,0.51798986,-0.51799032,0.30479338,-0.30479376,0.37082521,-0.37082584,0.00000000,-0.00000000,0.02685227,-0.02685234,0.64765844,-0.64765955
-5.89194597,1.20290103,-1.20290278,0.02847485,-0.02847493,0.13668426,-0.13668435,0.50241158,-0.50241201,0.29534196,-0.29534221,0.35061327,-0.35061389,0.00000000,-0.00000000,0.02468761,-0.02468767,0.61352184,-0.61352291
-5.88594297,1.14653892,-1.14654043,0.02581680,-0.02581687,0.13478098,-0.13478099,0.48623483,-0.48623523,0.28785673,-0.28785683,0.33018544,-0.33018605,0.00000000,-0.00000000,0.02255357,-0.02255363,0.57949550,-0.57949652
-5.87993997,1.09351786,-1.09351908,0.02323948,-0.02323955,0.13393021,-0.13393013,0.46959573,-0.46959610,0.28267300,-0.28267292,0.30971791,-0.30971851,0.00000000,-0.00000000,0.02047449,-0.02047455,0.54593196,-0.54593291
-5.87393697,1.04463099,-1.04463189,0.02076981,-0.02076988,0.13426333,-0.13426316,0.45264549,-0.45264581,0.28007941,-0.28007915,0.28937631,-0.28937688,0.00000000,-0.00000000,0.01847139,-0.01847144,0.51315669,-0.51315756
-5.86793397,1.00056089,-1.00056144,0.01842978,-0.01842985,0.13588783,-0.13588757,0.43554559,-0.43554586,0.28030924,-0.28030878,0.26931327,-0.26931382,0.00000000,-0.00000000,0.01656167,-0.01656172,0.48146218,-0.48146297
-5.86193097,0.96186424,-0.96186441,0.01623636,-0.01623642,0.13888340,-0.13888303,0.41846281,-0.41846303,0.28353273,-0.28353205,0.24966669,-0.24966721,0.00000000,-0.00000000,0.01475909,-0.01475913,0.45110348,-0.45110418
-5.85592796,0.92895980,-0.92895959,0.01420160,-0.01420166,0.14329840,-0.14329794,0.40156409,-0.40156425,0.28985066,-0.28984978,0.23055874,-0.23055922,0.00000000,-0.00000000,0.01307376,-0.01307381,0.42229510,-0.42229570
-5.84992496,0.90211980,-0.90211921,0.01233292,-0.01233297,0.14914700,-0.14914644,0.38501137,-0.38501147,0.29928933,-0.29928823,0.21209532,-0.21209578,0.00000000,-0.00000000,0.01151239,-0.01151243,0.39520914,-0.39520964
-5.84392196,0.88146460,-0.88146364,0.01063344,-0.01063349,0.15640692,-0.15640627,0.36895650,-0.36895655,0.31179695,-0.31179565,0.19436613,-0.19436655,0.00000000,-0.00000000,0.01007845,-0.01007849,0.36997452,-0.36997493
-5.83791896,0.86696080,-0.86695949,0.00910251,-0.00910255,0.16501804,-0.16501730,0.35353642,-0.35353641,0.32724187,-0.32724038,0.17744492,-0.17744531,0.00000000,-0.00000000,0.00877260,-0.00877263,0.34667723,-0.34667754
-5.83191596,0.85842270,-0.85842107,0.00773619,-0.00773623,0.17488187,-0.17488104,0.33886870,-0.33886863,0.34541260,-0.34541093,0.16139014,-0.16139049,0.00000000,-0.00000000,0.00759299,-0.00759302,0.32536132,-0.32536154
-5.82591296,0.85551725,-0.85551533,0.00652788,-0.00652792,0.18586205,-0.18586115,0.32504776,-0.32504764,0.36601989,-0.36601806,0.14624567,-0.14624599,0.00000000,-0.00000000,0.00653574,-0.00653576,0.30603076,-0.30603090
-5.81990995,0.85777247,-0.85777031,0.00546886,-0.00546888,0.19778600,-0.19778505,0.31214177,-0.31214160,0.38870094,-0.38869899,0.13204176,-0.13204205,0.00000000,-0.00000000,0.00559527,-0.00559530,0.28865194,-0.28865200
-5.81390695,0.86458945,-0.86458709,0.00454883,-0.00454885,0.21044768,-0.21044669,0.30019060,-0.30019040,0.41302593,-0.41302389,0.11879598,-0.11879624,0.00000000,-0.00000000,0.00476479,-0.00476481,0.27315677,-0.27315677
-5.80790395,0.87525780,-0.87525531,0.00375649,-0.00375651,0.22361159,-0.22361059,0.28920485,-0.28920463,0.43850671,-0.43850462,0.10651428,-0.10651451,0.00000000,-0.00000000,0.00403661,-0.00403663,0.25944649,-0.25944643
-5.80190095,0.88897451,-0.88897194,0.00307996,-0.00307998,0.23701791,-0.23701691,0.27916607,-0.27916582,0.46460778,-0.46460567,0.09519209,-0.09519229,0.00000000,-0.00000000,0.00340251,-0.00340252,0.24739592,-0.24739582
-5.79589795,0.90486593,-0.90486335,0.00250721,-0.00250722,0.25038878,-0.25038780,0.27002823,-0.27002798,0.49075926,-0.49075718,0.08481551,-0.08481568,0.00000000,-0.00000000,0.00285402,-0.00285404,0.23685839,-0.23685825
-5.78989495,0.92201258,-0.92201007,0.00202639,-0.00202640,0.26343548,-0.26343454,0.26172052,-0.26172027,0.51637167,-0.51636966,0.07536251,-0.07536267,0.00000000,-0.00000000,0.00238272,-0.00238273,0.22767103,-0.22767088
-5.78389195,0.93947613,-0.93947374,0.00162610,-0.00162611,0.27586650,-0.27586563,0.25415120,-0.25415096,0.54085213,-0.54085024,0.06680432,-0.06680446,0.00000000,-0.00000000,0.00198040,-0.00198041,0.21966067,-0.21966051
-5.77788894,0.95632800,-0.95632580,0.00129562,-0.00129563,0.28739605,-0.28739526,0.24721263,-0.24721242,0.56362148,-0.56361974,0.05910679,-0.05910690,0.00000000,-0.00000000,0.00163923,-0.00163924,0.21264993,-0.21264977
-5.77188594,0.97167875,-0.97167680,0.00102504,-0.00102505,0.29775283,-0.29775215,0.24078704,-0.24078686,0.58413181,-0.58413027,0.05223190,-0.05223200,0.00000000,-0.00000000,0.00135193,-0.00135193,0.20646362,-0.20646347
-5.76588294,0.98470731,-0.98470566,0.00080534,-0.00080535,0.30668884,-0.30668827,0.23475299,-0.23475285,0.60188381,-0.60188249,0.04613939,-0.04613947,0.00000000,-0.00000000,0.00111180,-0.00111180,0.20093530,-0.20093518
-5.75987994,0.99468916,-0.99468785,0.00062847,-0.00062847,0.31398761,-0.31398718,0.22899209,-0.22899200,0.61644321,-0.61644215,0.04078841,-0.04078848,0.00000000,-0.00000000,0.00091281,-0.00091282,0.19591372,-0.19591363
-5.75387694,1.00102238,-1.00102146,0.00048731,-0.00048732,0.31947189,-0.31947160,0.22339590,-0.22339586,0.62745577,-0.62745498,0.03613926,-0.03613932,0.00000000,-0.00000000,0.00074965,-0.00074965,0.19126911,-0.19126905
-5.74787394,1.00325079,-1.00325026,0.00037571,-0.00037571,0.32301007,-0.32300993,0.21787248,-0.21787251,0.63466012,-0.63465962,0.03215516,-0.03215520,0.00000000,-0.00000000,0.00061769,-0.00061769,0.18689908,-0.18689907
-5.74187094,1.00108311,-1.00108300,0.00028838,-0.00028838,0.32452146,-0.32452148,0.21235254,-0.21235262,0.63789801,-0.63789782,0.02880401,-0.02880404,0.00000000,-0.00000000,0.00051304,-0.00051304,0.18273403,-0.18273406
-5.73586793,0.99440770,-0.99440800,0.00022089,-0.00022089,0.32397989,-0.32398005,0.20679473,-0.20679487,0.63712148,-0.63712159,0.02606017,-0.02606019,0.00000000,-0.00000000,0.00043252,-0.00043252,0.17874185,-0.17874192
-5.72986493,0.98330209,-0.98330279,0.00016955,-0.00016955,0.32141557,-0.32141589,0.20119013,-0.20119032,0.63239662,-0.63239701,0.02390613,-0.02390614,0.00000000,-0.00000000,0.00037363,-0.00037363,0.17493182,-0.17493193
-5.72386193,0.96803716,-0.96803822,0.00013140,-0.00013140,0.31691529,-0.31691575,0.19556550,-0.19556574,0.62390381,-0.62390449,0.02233406,-0.02233405,0.00000000,-0.00000000,0.00033458,-0.00033458,0.17135762,-0.17135775
-5.71785893,0.94907572,-0.94907711,0.00010409,-0.00010409,0.31062060,-0.31062119,0.18998539,-0.18998567,0.61193449,-0.61193542,0.02134729,-0.02134726,0.00000000,-0.00000000,0.00031425,-0.00031425,0.16811929,-0.16811944
-5.71185593,0.92706569,-0.92706735,0.00008586,-0.00008586,0.30272445,-0.30272515,0.18455294,-0.18455325,0.59688443,-0.59688559,0.02096149,-0.02096144,0.00000000,-0.00000000,0.00031221,-0.00031221,0.16536415,-0.16536430
-5.70585293,0.90282802,-0.90282989,0.00007548,-0.00007548,0.29346609,-0.29346689,0.17940939,-0.17940971,0.57924391,-0.57924525,0.02120568,-0.02120561,0.00000000,-0.00000000,0.00032873,-0.00032872,0.16328655,-0.16328669
-5.69984992,0.87733993,-0.87734193,0.00007219,-0.00007219,0.28312469,-0.28312556,0.17473234,-0.17473266,0.55958517,-0.55958665,0.02212292,-0.02212283,0.00000000,-0.00000000,0.00036474,-0.00036474,0.16212649,-0.16212660
-5.69384692,0.85171384,-0.85171590,0.00007571,-0.00007571,0.27201178,-0.27201269,0.17073280,-0.17073309,0.53854757,-0.53854915,0.02377063,-0.02377051,0.00000000,-0.00000000,0.00042192,-0.00042192,0.16216700,-0.16216707
-5.68784392,0.82717283,-0.82717486,0.00008621,-0.00008621,0.26046280,-0.26046375,0.16765106,-0.16765132,0.51682106,-0.51682270,0.02622051,-0.02622035,0.00000000,-0.00000000,0.00050269,-0.00050268,0.16373034,-0.16373033
-5.68184092,0.80502306,-0.80502497,0.00010429,-0.00010429,0.24882825,-0.24882919,0.16575160,-0.16575180,0.49512844,-0.49513008,0.02955800,-0.02955779,0.00000000,-0.00000000,0.00061025,-0.00061024,0.16717286,-0.16717276
-5.67583792,0.78662394,-0.78662564,0.00013103,-0.00013103,0.23746437,-0.23746529,0.16531702,-0.16531714,0.47420698,-0.47420857,0.03388119,-0.03388094,0.00000000,-0.00000000,0.00074861,-0.00074860,0.17287872,-0.17287851
-5.66983492,0.77335672,-0.77335812,0.00016803,-0.00016803,0.22672406,-0.22672494,0.16664113,-0.16664116,0.45478997,-0.45479146,0.03929919,-0.03929888,0.00000000,-0.00000000,0.00092267,-0.00092266,0.18125222,-0.18125186
-5.66383192,0.76659189,-0.76659290,0.00021737,-0.00021737,0.21694796,-0.21694876,0.17002140,-0.17002131,0.43758864,-0.43758998,0.04592985,-0.04592948,0.00000000,-0.00000000,0.00113821,-0.00113820,0.19270885,-0.19270833
-5.65782891,0.76765610,-0.76765664,0.00028176,-0.00028176,0.20845601,-0.20845672,0.17575071,-0.17575048,0.42327475,-0.42327590,0.05389687,-0.05389643,0.00000000,-0.00000000,0.00140200,-0.00140198,0.20766520,-0.20766450
-5.65182591,0.77779902,-0.77779902,0.00036451,-0.00036451,0.20153980,-0.20154040,0.18410875,-0.18410837,0.41246441,-0.41246533,0.06332624,-0.06332573,0.00000000,-0.00000000,0.00172176,-0.00172174,0.22652752,-0.22652661
-5.64582291,0.79816058,-0.79815998,0.00046965,-0.00046965,0.19645562,-0.19645610,0.19535302,-0.19535247,0.40570316,-0.40570382,0.07434211,-0.07434152,0.00000000,-0.00000000,0.00210627,-0.00210625,0.24967931,-0.24967816
-5.63981991,0.82973914,-0.82973786,0.00060196,-0.00060195,0.19341852,-0.19341886,0.20970970,-0.20970897,0.40345271,-0.40345308,0.08706208,-0.08706141,0.00000000,-0.00000000,0.00256533,-0.00256531,0.27746794,-0.27746655
-5.63381691,0.87336093,-0.87335895,0.00076700,-0.00076699,0.19259730,-0.19259749,0.22736457,-0.22736364,0.40607938,-0.40607943,0.10159202,-0.10159125,0.00000000,-0.00000000,0.00310979,-0.00310976,0.31019071,-0.31018905
-5.62781391,0.92965162,-0.92964890,0.00097121,-0.00097120,0.19411065,-0.19411068,0.24845417,-0.24845305,0.41384447,-0.41384419,0.11802058,-0.11801971,0.00000000,-0.00000000,0.00375150,-0.00375147,0.34808046,-0.34807853
-5.62181091,0.99901036,-0.99900688,0.00122187,-0.00122186,0.19802429,-0.19802417,0.27305757,-0.27305624,0.42689669,-0.42689608,0.13641356,-0.13641260,0.00000000,-0.00000000,0.00450328,-0.00450324,0.39129143,-0.39128923
-5.61580790,1.08158720,-1.08158297,0.00152715,-0.00152714,0.20434932,-0.20434905,0.30118882,-0.30118730,0.44526674,-0.44526580,0.15680832,-0.15680726,0.00000000,-0.00000000,0.00537879,-0.00537875,0.43988568,-0.43988321
-5.60980490,1.17726469,-1.17725972,0.00189605,-0.00189603,0.21304169,-0.21304127,0.33279071,-0.33278899,0.46886422,-0.46886294,0.17920848,-0.17920732,0.00000000,-0.00000000,0.00639243,-0.00639238,0.49382063,-0.49381790
-5.60380190,1.28564445,-1.28563877,0.00233830,-0.00233828,0.22400282,-0.22400226,0.36772987,-0.36772797,0.49747693,-0.49747534,0.20357917,-0.20357792,0.00000000,-0.00000000,0.00755910,-0.00755904,0.55293855,-0.55293557
-5.59779890,1.40603969,-1.40603337,0.00286429,-0.00286427,0.23708145,-0.23708075,0.40579374,-0.40579168,0.53077289,-0.53077102,0.22984309,-0.22984174,0.00000000,-0.00000000,0.00889400,-0.00889393,0.61695834,-0.61695512
-5.59179590,1.53747443,-1.53746751,0.00348488,-0.00348485,0.25207663,-0.25207582,0.44668959,-0.44668738,0.56830494,-0.56830281,0.25787763,-0.25787620,0.00000000,-0.00000000,0.01041226,-0.01041219,0.68547044,-0.68546702
-5.58579290,1.67869005,-1.67868262,0.00421113,-0.00421110,0.26874194,-0.26874103,0.49004587,-0.49004354,0.60951821,-0.60951585,0.28751328,-0.28751177,0.00000000,-0.00000000,0.01212861,-0.01212853,0.75793530,-0.75793171
-5.57978989,1.82815995,-1.82815211,0.00505405,-0.00505402,0.28679079,-0.28678980,0.53541613,-0.53541370,0.65376038,-0.65375785,0.31853353,-0.31853196,0.00000000,-0.00000000,0.01405688,-0.01405679,0.83368594,-0.83368222
-5.57378689,1.98411221,-1.98410407,0.00602422,-0.00602418,0.30590278,-0.30590172,0.58228541,-0.58228292,0.70029473,-0.70029207,0.35067635,-0.35067473,0.00000000,-0.00000000,0.01620949,-0.01620939,0.91193476,-0.91193096
-5.56778389,2.14456048,-2.14455215,0.00713139,-0.00713134,0.32573103,-0.32572994,0.63007929,-0.63007676,0.74831578,-0.74831302,0.38363738,-0.38363573,0.00000000,-0.00000000,0.01859689,-0.01859677,0.99178494,-0.99178112
-5.56178089,2.30734239,-2.30733399,0.00838399,-0.00838393,0.34591031,-0.34590920,0.67817523,-0.67817271,0.79696719,-0.79696441,0.41707472,-0.41707306,0.00000000,-0.00000000,0.02122687,-0.02122675,1.07224613,-1.07224233
-5.55577789,2.47016488,-2.47015655,0.00978867,-0.00978861,0.36606568,-0.36606458,0.72591610,-0.72591361,0.84536173,-0.84535896,0.45061537,-0.45061370,0.00000000,-0.00000000,0.02410395,-0.02410381,1.15225425,-1.15225053
-5.54977489,2.63065503,-2.63064690,0.01134977,-0.01134970,0.38582158,-0.38582051,0.77262529,-0.77262288,0.89260246,-0.89259976,0.48386289,-0.48386125,0.00000000,-0.00000000,0.02722861,-0.02722847,1.23069487,-1.23069129
-5.54377189,2.78641491,-2.78640710,0.01306875,-0.01306868,0.40481091,-0.40480989,0.81762309,-0.81762080,0.93780483,-0.93780225,0.51640632,-0.51640472,0.00000000,-0.00000000,0.03059669,-0.03059653,1.30642939,-1.30642602
-5.53776888,2.93507853,-2.93507118,0.01494374,-0.01494366,0.42268390,-0.42268296,0.86024359,-0.86024144,0.98011870,-0.98011628,0.54782978,-0.54782824,0.00000000,-0.00000000,0.03419864,-0.03419847,1.37832320,-1.37832008
-5.53176588,3.07436897,-3.07436218,0.01696907,-0.01696898,0.43911649,-0.43911564,0.89985147,-0.89984951,1.01874971,-1.01874751,0.57772247,-0.57772101,0.00000000,-0.00000000,0.03801903,-0.03801885,1.44527464,-1.44527183
-5.52576288,3.20215334,-3.20214724,0.01913485,-0.01913476,0.45381777,-0.45381703,0.93585810,-0.93585636,1.05297911,-1.05297717,0.60568876,-0.60568740,0.00000000,-0.00000000,0.04203604,-0.04203586,1.50624380,-1.50624136
-5.51975988,3.31649376,-3.31648843,0.02142676,-0.02142666,0.46653640,-0.46653577,0.96773621,-0.96773470,1.08218129,-1.08217963,0.63135778,-0.63135654,0.00000000,-0.00000000,0.04622117,-0.04622098,1.56027996,-1.56027792
-5.51375688,3.41569220,-3.41568772,0.02382585,-0.02382575,0.47706564,-0.47706515,0.99503252,-0.99503127,1.10583843,-1.10583707,0.65439228,-0.65439118,0.00000000,-0.00000000,0.05053907,-0.05053887,1.60654652,-1.60654492
-5.50775388,3.49832775,-3.49832418,0.02630856,-0.02630846,0.48524691,-0.48524655,1.01737806,-1.01737709,1.12355160,-1.12355057,0.67449639,-0.67449543,0.00000000,-0.00000000,0.05494766,-0.05494746,1.64434259,-1.64434145
-5.50175088,3.56328491,-3.56328230,0.02884694,-0.02884683,0.49097168,-0.49097147,1.03449552,-1.03449483,1.13504808,-1.13504739,0.69142192,-0.69142112,0.00000000,-0.00000000,0.05939846,-0.05939826,1.67312027,-1.67311962
-5.49574787,3.60977230,-3.60977068,0.03140893,-0.03140882,0.49418184,-0.49418177,1.04620365,-1.04620326,1.14018450,-1.14018416,0.70497316,-0.70497253,0.00000000,-0.00000000,0.06383717,-0.06383697,1.69249719,-1.69249703
-5.48974487,3.63733134,-3.63733071,0.03395900,-0.03395890,0.49486840,-0.49486847,1.05241867,-1.05241857,1.13894593,-1.13894594,0.71500997,-0.71500950,0.00000000,-0.00000000,0.06820456,-0.06820437,1.70226380,-1.70226414
-5.48374187,3.64583518,-3.64583553,0.03645884,-0.03645874,0.49306882,-0.49306903,1.05315260,-1.05315278,1.13144109,-1.13144143,0.72144913,-0.72144884,0.00000000,-0.00000000,0.07243761,-0.07243742,1.70238544,-1.70238626
-5.47773887,3.63547856,-3.63547987,0.03886824,-0.03886814,0.48886314,-0.48886348,1.04850901,-1.04850948,1.11789395,-1.11789460,0.72426418,-0.72426407,0.00000000,-0.00000000,0.07647086,-0.07647067,1.69299926,-1.69300055
-5.47173587,3.60675966,-3.60676189,0.04114616,-0.04114607,0.48236914,-0.48236961,1.03867649,-1.03867723,1.09863236,-1.09863331,0.72348373,-0.72348379,0.00000000,-0.00000000,0.08023805,-0.08023788,1.67440646,-1.67440819
-5.46573287,3.56045538,-3.56045848,0.04325187,-0.04325179,0.47373680,-0.47373738,1.02392023,-1.02392121,1.07407437,-1.07407560,0.71918851,-0.71918874,0.00000000,-0.00000000,0.08367387,-0.08367371,1.64706033,-1.64706247
-5.45972986,3.49759157,-3.49759547,0.04514613,-0.04514606,0.46314245,-0.46314313,1.00457238,-1.00457360,1.04471282,-1.04471430,0.71150748,-0.71150788,0.00000000,-0.00000000,0.08671579,-0.08671566,1.61155099,-1.61155350
-5.45372686,3.41940995,-3.41941458,0.04679242,-0.04679236,0.45078280,-0.45078358,0.98102169,-0.98102312,1.01109917,-1.01110086,0.70061325,-0.70061381,0.00000000,-0.00000000,0.08930601,-0.08930589,1.56858749,-1.56859032
-5.44772386,3.32733337,-3.32733866,0.04815812,-0.04815807,0.43686929,-0.43687015,0.95370293,-0.95370454,0.97382709,-0.97382896,0.68671696,-0.68671766,0.00000000,-0.00000000,0.09139324,-0.09139315,1.51897831,-1.51898142
-5.44172086,3.22293096,-3.22293681,0.04921558,-0.04921555,0.42162279,-0.42162371,0.92308659,-0.92308836,0.93351671,-0.93351873,0.67006308,-0.67006392,0.00000000,-0.00000000,0.09293447,-0.09293440,1.46361102,-1.46361435
-5.43571786,3.10788440,-3.10789072,0.04994311,-0.04994309,0.40526896,-0.40526994,0.88966932,-0.88967123,0.89079999,-0.89080213,0.65092420,-0.65092517,0.00000000,-0.00000000,0.09389644,-0.09389640,1.40343196,-1.40343547
-5.42971486,2.98395640,-2.98396311,0.05032568,-0.05032567,0.38803443,-0.38803546,0.85396532,-0.85396733,0.84630769,-0.84630991,0.62959597,-0.62959705,0.00000000,-0.00000000,0.09425691,-0.09425690,1.33942664,-1.33943027
-5.42371186,2.85296213,-2.85296913,0.05035550,-0.05035551,0.37014376,-0.37014481,0.81649885,-0.81650094,0.80065829,-0.80066056,0.60639242,-0.60639360,0.00000000,-0.00000000,0.09400549,-0.09400551,1.27260140,-1.27260510
-5.41770885,2.71674384,-2.71675104,0.05003229,-0.05003231,0.35181714,-0.35181821,0.77779809,-0.77780024,0.75444907,-0.75445136,0.58164158,-0.58164285,0.00000000,-0.00000000,0.09314420,-0.09314424,1.20396672,-1.20397044
-5.41170585,2.57714891,-2.57715622,0.04936331,-0.04936335,0.33326900,-0.33327008,0.73839009,-0.73839227,0.70824930,-0.70825158,0.55568146,-0.55568280,0.00000000,-0.00000000,0.09168750,-0.09168757,1.13452252,-1.13452621
-5.40570285,2.43601099,-2.43601832,0.04836314,-0.04836319,0.31470713,-0.31470821,0.69879687,-0.69879905,0.66259555,-0.66259780,0.52885635,-0.52885774,0.00000000,-0.00000000,0.08966196,-0.08966206,1.06524539,-1.06524901
-5.39969985,2.29513391,-2.29514117,0.04705315,-0.04705322,0.29633244,-0.29633350,0.65953235,-0.65953451,0.61798879,-0.61799098,0.50151335,-0.50151477,0.00000000,-0.00000000,0.08710553,-0.08710565,0.99707788,-0.99708138
-5.39369685,2.15627776,-2.15628487,0.04546082,-0.04546090,0.27833895,-0.27833999,0.62109992,-0.62110203,0.57489316,-0.57489526,0.47399901,-0.47400045,0.00000000,-0.00000000,0.08406634,-0.08406648,0.93091953,-0.93092287
-5.38769385,2.02114645,-2.02115333,0.04361879,-0.04361888,0.26091414,-0.26091515,0.58399039,-0.58399243,0.53373591,-0.53373791,0.44665606,-0.44665750,0.00000000,-0.00000000,0.08060127,-0.08060143,0.86761940,-0.86762255
-5.38169085,1.89137617,-1.89138274,0.04156382,-0.04156391,0.24423923,-0.24424019,0.54867997,-0.54868191,0.49490828,-0.49491016,0.41982002,-0.41982145,0.00000000,-0.00000000,0.07677418,-0.07677435,0.80796992,-0.80797285
-5.37568784,1.76852409,-1.76853029,0.03933559,-0.03933569,0.22848943,-0.22849034,0.51562806,-0.51562988,0.45876682,-0.45876857,0.39381570,-0.39381709,0.00000000,-0.00000000,0.07265398,-0.07265417,0.75270154,-0.75270421
-5.36968484,1.65405673,-1.65406248,0.03697549,-0.03697560,0.21383396,-0.21383481,0.48527468,-0.48527637,0.42563496,-0.42563655,0.36895349,-0.36895484,0.00000000,-0.00000000,0.06831262,-0.06831282,0.70247790,-0.70248029
-5.36368184,1.54933767,-1.54934291,0.03452542,-0.03452553,0.20043578,-0.20043656,0.45803730,-0.45803882,0.39580434,-0.39580576,0.34552552,-0.34552680,0.00000000,-0.00000000,0.06382296,-0.06382317,0.65789124,-0.65789333
-5.35767884,1.45561427,-1.45561894,0.03202655,-0.03202667,0.18845097,-0.18845167,0.43430690,-0.43430824,0.36953586,-0.36953710,0.32380151,-0.32380272,0.00000000,-0.00000000,0.05925684,-0.05925705,0.61945782,-0.61945958
-5.35167584,1.37400344,-1.37400749,0.02951832,-0.02951843,0.17802770,-0.17802831,0.41444345,-0.41444459,0.34706008,-0.34706111,0.30402462,-0.30402574,0.00000000,-0.00000000,0.05468316,-0.05468337,0.58761296,-0.58761439
-5.34567284,1.30547640,-1.30547979,0.02703742,-0.02703753,0.16930483,-0.16930535,0.39877049,-0.39877142,0.32857690,-0.32857773,0.28640720,-0.28640822,0.00000000,-0.00000000,0.05016625,-0.05016645,0.56270599,-0.56270706
