energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.77788894,3.65915458,-3.65915364,3.16555561,-3.16555434,0.86449584,-0.86449464,0.66790328,-0.66790391,0.36812874,-0.36812907,0.00825849,-0.00825849,0.95473285,-0.95473132,0.04136265,-0.04136268,1.05463515,-1.05463627
-5.77188594,3.68128864,-3.68128746,3.20164784,-3.20164630,0.88291714,-0.88291583,0.65903031,-0.65903098,0.36392146,-0.36392181,0.00824058,-0.00824058,0.98446894,-0.98446725,0.04054036,-0.04054040,1.03857581,-1.03857692
-5.76588294,3.70610358,-3.70610217,3.24084026,-3.24083844,0.90297122,-0.90296981,0.64905813,-0.64905884,0.35942061,-0.35942097,0.00819980,-0.00819980,1.01652312,-1.01652128,0.03969460,-0.03969464,1.02207096,-1.02207206
-5.75987994,3.73317926,-3.73317764,3.28293731,-3.28293523,0.92449321,-0.92449170,0.63803166,-0.63803239,0.35460933,-0.35460970,0.00813225,-0.00813225,1.05068971,-1.05068774,0.03880908,-0.03880911,1.00510487,-1.00510597
-5.75387694,3.76184321,-3.76184142,3.32744274,-3.32744043,0.94722527,-0.94722369,0.62599021,-0.62599098,0.34946428,-0.34946466,0.00803474,-0.00803474,1.08664103,-1.08663895,0.03786913,-0.03786917,0.98763042,-0.98763152
-5.74787394,3.79119135,-3.79118946,3.37357166,-3.37356917,0.97082123,-0.97081960,0.61296958,-0.61297038,0.34395826,-0.34395865,0.00790494,-0.00790494,1.12393145,-1.12392929,0.03686250,-0.03686254,0.96957613,-0.96957723
-5.74187094,3.82011744,-3.82011551,3.42027485,-3.42027225,0.99485459,-0.99485294,0.59900434,-0.59900517,0.33806284,-0.33806324,0.00774146,-0.00774146,1.16200608,-1.16200387,0.03577993,-0.03577998,0.95085390,-0.95085500
-5.73586793,3.84734998,-3.84734809,3.46627425,-3.46627162,1.01882983,-1.01882819,0.58413020,-0.58413104,0.33175091,-0.33175132,0.00754389,-0.00754389,1.20021388,-1.20021167,0.03461558,-0.03461563,0.93136713,-0.93136825
-5.72986493,3.87149518,-3.87149342,3.51010813,-3.51010556,1.04219664,-1.04219504,0.56838622,-0.56838709,0.32499890,-0.32499933,0.00731283,-0.00731284,1.23782498,-1.23782282,0.03336721,-0.03336726,0.91101862,-0.91101975
-5.72386193,3.89108461,-3.89108307,3.55018404,-3.55018164,1.06436651,-1.06436499,0.55181677,-0.55181766,0.31778876,-0.31778919,0.00704986,-0.00704987,1.27405143,-1.27404935,0.03203625,-0.03203630,0.88971791,-0.88971907
-5.71785893,3.90462557,-3.90462436,3.58483757,-3.58483543,1.08473127,-1.08472988,0.53447297,-0.53447389,0.31010936,-0.31010981,0.00675743,-0.00675744,1.30807087,-1.30806894,0.03062759,-0.03062765,0.86738787,-0.86738905
-5.71185593,3.91065278,-3.91065197,3.61239427,-3.61239250,1.10268275,-1.10268150,0.51641372,-0.51641465,0.30195761,-0.30195808,0.00643881,-0.00643882,1.33905231,-1.33905057,0.02914931,-0.02914937,0.84397002,-0.84397124
-5.70585293,3.90777940,-3.90777909,3.63123262,-3.63123132,1.11763294,-1.11763189,0.49770604,-0.49770699,0.29333900,-0.29333949,0.00609788,-0.00609789,1.36618289,-1.36618139,0.02761222,-0.02761228,0.81942879,-0.81943004
-5.69984992,3.89474600,-3.89474627,3.63984549,-3.63984476,1.12903399,-1.12903316,0.47842506,-0.47842603,0.28426778,-0.28426829,0.00573907,-0.00573908,1.38869492,-1.38869370,0.02602930,-0.02602937,0.79375428,-0.79375558
-5.69384692,3.87046561,-3.87046653,3.63689775,-3.63689767,1.13639713,-1.13639655,0.45865340,-0.45865439,0.27476677,-0.27476729,0.00536711,-0.00536712,1.40589199,-1.40589110,0.02441513,-0.02441520,0.76696392,-0.76696526
-5.68784392,3.83406370,-3.83406533,3.62127796,-3.62127860,1.13930999,-1.13930969,0.43848020,-0.43848120,0.26486685,-0.26486740,0.00498691,-0.00498693,1.41717323,-1.41717269,0.02278523,-0.02278530,0.73910280,-0.73910419
-5.68184092,3.78491160,-3.78491397,3.59214225,-3.59214364,1.13745154,-1.13745154,0.41799992,-0.41800093,0.25460630,-0.25460685,0.00460341,-0.00460342,1.42205469,-1.42205454,0.02115546,-0.02115553,0.71024303,-0.71024448
-5.67583792,3.72265239,-3.72265553,3.54894872,-3.54895091,1.13060412,-1.13060441,0.39731087,-0.39731189,0.24402988,-0.24403046,0.00422135,-0.00422137,1.42018716,-1.42018740,0.01954145,-0.01954151,0.68048219,-0.68048368
-5.66983492,3.64721848,-3.64722239,3.49148136,-3.49148436,1.11866208,-1.11866268,0.37651378,-0.37651481,0.23318804,-0.23318862,0.00384524,-0.00384525,1.41136952,-1.41137017,0.01795803,-0.01795810,0.64994108,-0.64994262
-5.66383192,3.55884014,-3.55884481,3.41986255,-3.41986635,1.10163681,-1.10163772,0.35571035,-0.35571138,0.22213589,-0.22213649,0.00347915,-0.00347917,1.39555719,-1.39555824,0.01641888,-0.01641895,0.61876105,-0.61876262
-5.65782891,3.45804494,-3.45805033,3.33455387,-3.33455844,1.07965771,-1.07965891,0.33500189,-0.33500291,0.21093246,-0.21093307,0.00312670,-0.00312671,1.37286531,-1.37286676,0.01493612,-0.01493618,0.58710090,-0.58710250
-5.65182591,3.34564786,-3.34565394,3.23634532,-3.23635062,1.05296933,-1.05297080,0.31448816,-0.31448918,0.19963983,-0.19964045,0.00279092,-0.00279093,1.34356651,-1.34356833,0.01352008,-0.01352013,0.55513377,-0.55513539
-5.64582291,3.22273269,-3.22273937,3.12633359,-3.12633955,1.02192463,-1.02192635,0.29426644,-0.29426745,0.18832250,-0.18832312,0.00247429,-0.00247430,1.30808326,-1.30808543,0.01217918,-0.01217924,0.52304385,-0.52304550
-5.63981991,3.09062511,-3.09063233,3.00589013,-3.00589666,0.98697470,-0.98697664,0.27443073,-0.27443173,0.17704677,-0.17704740,0.00217866,-0.00217867,1.26697538,-1.26697785,0.01091990,-0.01091995,0.49102332,-0.49102497
-5.63381691,2.95085867,-2.95086633,2.87662062,-2.87662764,0.94865533,-0.94865746,0.25507123,-0.25507221,0.16588025,-0.16588087,0.00190530,-0.00190531,1.22092282,-1.22092555,0.00974675,-0.00974680,0.45926928,-0.45927093
-5.62781391,2.80513469,-2.80514268,2.74031738,-2.74032477,0.90757091,-0.90757319,0.23627395,-0.23627490,0.15489144,-0.15489205,0.00165494,-0.00165495,1.17070478,-1.17070773,0.00866246,-0.00866251,0.42798105,-0.42798269
-5.62181091,2.65527765,-2.65528588,2.59890650,-2.59891415,0.86437643,-0.86437881,0.21812047,-0.21812140,0.14414937,-0.14414997,0.00142777,-0.00142778,1.11717584,-1.11717895,0.00766812,-0.00766816,0.39735758,-0.39735919
-5.61580790,2.50318771,-2.50319605,2.45439200,-2.45439981,0.81975808,-0.81976054,0.20068787,-0.20068877,0.13372328,-0.13372387,0.00122356,-0.00122356,1.06123998,-1.06124320,0.00676338,-0.00676342,0.36759521,-0.36759678
-5.60980490,2.35079196,-2.35080031,2.30879892,-2.30880676,0.77441345,-0.77441594,0.18404873,-0.18404959,0.12368237,-0.12368295,0.00104166,-0.00104166,1.00382377,-1.00382705,0.00594672,-0.00594675,0.33888564,-0.33888717
-5.60380190,2.19999639,-2.20000463,2.16411757,-2.16412534,0.72903180,-0.72903428,0.16827109,-0.16827192,0.11409556,-0.11409611,0.00088113,-0.00088114,0.94584951,-0.94585279,0.00521566,-0.00521569,0.31141427,-0.31141574
-5.59779890,2.05264000,-2.05264804,2.02225089,-2.02225849,0.68427535,-0.68427777,0.15341862,-0.15341941,0.10503121,-0.10503173,0.00074080,-0.00074081,0.88820947,-0.88821271,0.00456710,-0.00456713,0.28535870,-0.28536011
-5.59179590,1.91045289,-1.91046063,1.88496672,-1.88497404,0.64076208,-0.64076442,0.13955067,-0.13955140,0.09655697,-0.09655747,0.00061933,-0.00061934,0.83174214,-0.83174528,0.00399746,-0.00399749,0.26088765,-0.26088898
-5.58579290,1.77501945,-1.77502680,1.75385652,-1.75386348,0.59905077,-0.59905300,0.12672235,-0.12672304,0.08873962,-0.08874008,0.00051528,-0.00051529,0.77721128,-0.77721429,0.00350300,-0.00350302,0.23816002,-0.23816126
-5.57978989,1.64774796,-1.64775485,1.63030175,-1.63030828,0.55962864,-0.55963073,0.11498468,-0.11498531,0.08164483,-0.08164525,0.00042718,-0.00042719,0.72528848,-0.72529132,0.00307997,-0.00307999,0.21732428,-0.21732542
-5.57378689,1.52984726,-1.52985362,1.51544873,-1.51545477,0.52290189,-0.52290382,0.10438463,-0.10438520,0.07533709,-0.07533747,0.00035359,-0.00035360,0.67653968,-0.67654233,0.00272479,-0.00272480,0.19851804,-0.19851909
-5.56778389,1.42231093,-1.42231672,1.41019246,-1.41019797,0.48918952,-0.48919127,0.09496516,-0.09496568,0.06987955,-0.06987988,0.00029314,-0.00029314,0.63141597,-0.63141840,0.00243422,-0.00243423,0.18186781,-0.18186874
-5.56178089,1.32590914,-1.32591433,1.31516941,-1.31517437,0.45872027,-0.45872184,0.08676529,-0.08676574,0.06533384,-0.06533413,0.00024456,-0.00024456,0.59024879,-0.59025099,0.00220545,-0.00220546,0.16748876,-0.16748959
-5.55577789,1.24118779,-1.24119235,1.23075904,-1.23076343,0.43163282,-0.43163420,0.07981995,-0.07982034,0.06175995,-0.06176019,0.00020676,-0.00020676,0.55324945,-0.55325142,0.00203619,-0.00203620,0.15548469,-0.15548539
-5.54977489,1.16847446,-1.16847839,1.15709333,-1.15709716,0.40797884,-0.40798003,0.07415991,-0.07416024,0.05921593,-0.05921613,0.00017880,-0.00017880,0.52051269,-0.52051442,0.00192473,-0.00192473,0.14594773,-0.14594831
-5.54377189,1.10789025,-1.10789355,1.09407340,-1.09407668,0.38772874,-0.38772975,0.06981147,-0.06981173,0.05775763,-0.05775777,0.00015995,-0.00015996,0.49202386,-0.49202536,0.00186995,-0.00186995,0.13895806,-0.13895852
-5.53776888,1.05936649,-1.05936917,1.04139202,-1.04139478,0.37077968,-0.37078052,0.06679605,-0.06679624,0.05743816,-0.05743824,0.00014970,-0.00014970,0.46766929,-0.46767057,0.00187134,-0.00187134,0.13458330,-0.13458363
-5.53176588,1.02266499,-1.02266708,0.99856075,-0.99856302,0.35696526,-0.35696593,0.06512960,-0.06512973,0.05830737,-0.05830740,0.00014774,-0.00014774,0.44724908,-0.44725016,0.00192897,-0.00192897,0.13287758,-0.13287778
-5.52576288,0.99740074,-0.99740228,0.96494014,-0.96494197,0.34606653,-0.34606705,0.06482184,-0.06482191,0.06041100,-0.06041098,0.00015401,-0.00015401,0.43049169,-0.43049258,0.00204348,-0.00204348,0.13388033,-0.13388041
-5.51975988,0.98306564,-0.98306666,0.93977168,-0.93977312,0.33782371,-0.33782410,0.06587527,-0.06587527,0.06378978,-0.06378969,0.00016869,-0.00016869,0.41706958,-0.41707031,0.00221599,-0.00221598,0.13761461,-0.13761456
-5.51375688,0.97905209,-0.97905263,0.92221001,-0.92221111,0.33194807,-0.33194835,0.06828401,-0.06828395,0.06847819,-0.06847805,0.00019219,-0.00019218,0.40661530,-0.40661590,0.00244806,-0.00244805,0.14408508,-0.14408490
-5.50775388,0.98467551,-0.98467562,0.91135418,-0.91135499,0.32813359,-0.32813378,0.07203256,-0.07203243,0.07450321,-0.07450301,0.00022513,-0.00022513,0.39873719,-0.39873767,0.00274162,-0.00274161,0.15327570,-0.15327539
-5.50175088,0.99919485,-0.99919458,0.90627683,-0.90627742,0.32606779,-0.32606791,0.07709436,-0.07709417,0.08188286,-0.08188260,0.00026840,-0.00026840,0.39303422,-0.39303461,0.00309890,-0.00309888,0.16514716,-0.16514673
-5.49574787,1.02183060,-1.02182999,0.90605043,-0.90605085,0.32544160,-0.32544166,0.08343043,-0.08343018,0.09062466,-0.09062435,0.00032305,-0.00032305,0.38910944,-0.38910976,0.00352229,-0.00352227,0.17963439,-0.17963384
-5.48974487,1.05177986,-1.05177896,0.90976984,-0.90977013,0.32595777,-0.32595778,0.09098808,-0.09098777,0.10072418,-0.10072381,0.00039036,-0.00039036,0.38658164,-0.38658192,0.00401433,-0.00401431,0.19664407,-0.19664341
-5.48374187,1.08822854,-1.08822740,0.91657096,-0.91657117,0.32733777,-0.32733776,0.09969976,-0.09969940,0.11216360,-0.11216318,0.00047176,-0.00047176,0.38509494,-0.38509519,0.00457756,-0.00457753,0.21605262,-0.21605186
-5.47773887,1.13036082,-1.13035947,0.92564521,-0.92564538,0.32932711,-0.32932709,0.10948237,-0.10948196,0.12491058,-0.12491011,0.00056882,-0.00056882,0.38432611,-0.38432636,0.00521446,-0.00521443,0.23770478,-0.23770392
-5.47173587,1.17736624,-1.17736473,0.93624995,-0.93625011,0.33169890,-0.33169888,0.12023686,-0.12023641,0.13891730,-0.13891678,0.00068323,-0.00068323,0.38398974,-0.38398999,0.00592735,-0.00592732,0.26141306,-0.26141211
-5.46573287,1.22844507,-1.22844343,0.94771522,-0.94771541,0.33425605,-0.33425604,0.13184858,-0.13184809,0.15412008,-0.15411951,0.00081672,-0.00081671,0.38384112,-0.38384138,0.00671832,-0.00671828,0.28695830,-0.28695728
-5.45972986,1.28281252,-1.28281079,0.95944721,-0.95944746,0.33683190,-0.33683190,0.14418818,-0.14418766,0.17043934,-0.17043874,0.00097102,-0.00097102,0.38367719,-0.38367748,0.00758909,-0.00758905,0.31409156,-0.31409047
-5.45372686,1.33970267,-1.33970087,0.97092908,-0.97092940,0.33928983,-0.33928985,0.15711334,-0.15711278,0.18778026,-0.18777962,0.00114783,-0.00114782,0.38333574,-0.38333606,0.00854099,-0.00854095,0.34253735,-0.34253620
-5.44772386,1.39837253,-1.39837070,0.98171976,-0.98172016,0.34152186,-0.34152190,0.17047126,-0.17047069,0.20603392,-0.20603325,0.00134869,-0.00134868,0.38269320,-0.38269356,0.00957482,-0.00957478,0.37199851,-0.37199732
-5.44172086,1.45810712,-1.45810529,0.99145144,-0.99145194,0.34344666,-0.34344673,0.18410201,-0.18410143,0.22507919,-0.22507850,0.00157497,-0.00157496,0.38166126,-0.38166165,0.01069080,-0.01069075,0.40216248,-0.40216126
-5.43571786,1.51822580,-1.51822397,0.99982645,-0.99982703,0.34500712,-0.34500720,0.19784260,-0.19784201,0.24478515,-0.24478443,0.00182774,-0.00182773,0.38018285,-0.38018327,0.01188843,-0.01188838,0.43270900,-0.43270777
-5.42971486,1.57809004,-1.57808824,1.00661385,-1.00661453,0.34616780,-0.34616791,0.21153162,-0.21153103,0.26501400,-0.26501327,0.00210773,-0.00210772,0.37822772,-0.37822818,0.01316642,-0.01316636,0.46331900,-0.46331776
-5.42371186,1.63711285,-1.63711110,1.01164650,-1.01164728,0.34691246,-0.34691259,0.22501453,-0.22501394,0.28562454,-0.28562381,0.00241522,-0.00241521,0.37578790,-0.37578838,0.01452259,-0.01452253,0.49368430,-0.49368307
-5.41770885,1.69476944,-1.69476774,1.01481861,-1.01481947,0.34724176,-0.34724190,0.23814912,-0.23814855,0.30647583,-0.30647509,0.00274998,-0.00274997,0.37287338,-0.37287389,0.01595373,-0.01595367,0.52351790,-0.52351668
-5.41170585,1.75060874,-1.75060711,1.01608403,-1.01608497,0.34717129,-0.34717144,0.25081111,-0.25081055,0.32743107,-0.32743033,0.00311122,-0.00311121,0.36950819,-0.36950872,0.01745554,-0.01745547,0.55256420,-0.55256301
-5.40570285,1.80426517,-1.80426360,1.01545528,-1.01545628,0.34672998,-0.34673014,0.26289947,-0.26289893,0.34836143,-0.34836069,0.00349750,-0.00349749,0.36572700,-0.36572754,0.01902246,-0.01902239,0.58060889,-0.58060774
-5.39969985,1.85546977,-1.85546826,1.01300309,-1.01300414,0.34595882,-0.34595898,0.27434140,-0.27434088,0.36914968,-0.36914895,0.00390671,-0.00390670,0.36157231,-0.36157286,0.02064760,-0.02064752,0.60748777,-0.60748665
-5.39369685,1.90405994,-1.90405849,1.00885618,-1.00885726,0.34490986,-0.34491001,0.28509642,-0.28509593,0.38969346,-0.38969274,0.00433606,-0.00433604,0.35709231,-0.35709286,0.02232263,-0.02232255,0.63309413,-0.63309305
-5.38769385,1.94998685,-1.94998544,1.00320091,-1.00320201,0.34364537,-0.34364552,0.29515957,-0.29515909,0.40990793,-0.40990721,0.00478206,-0.00478205,0.35233929,-0.35233984,0.02403770,-0.02403761,0.65738421,-0.65738316
-5.38169085,1.99331957,-1.99331820,0.99628045,-0.99628154,0.34223712,-0.34223726,0.30456332,-0.30456286,0.42972775,-0.42972705,0.00524059,-0.00524057,0.34736853,-0.34736907,0.02578139,-0.02578130,0.68038035,-0.68037933
-5.37568784,2.03424540,-2.03424405,0.98839286,-0.98839393,0.34076549,-0.34076560,0.31337817,-0.31337772,0.44910825,-0.44910756,0.00570689,-0.00570688,0.34223761,-0.34223813,0.02754070,-0.02754061,0.70217145,-0.70217046
-5.36968484,2.07306574,-2.07306438,0.97988790,-0.97988892,0.33931836,-0.33931845,0.32171162,-0.32171119,0.46802565,-0.46802496,0.00617573,-0.00617571,0.33700595,-0.33700646,0.02930106,-0.02930097,0.72291074,-0.72290977
-5.36368184,2.11018713,-2.11018575,0.97116211,-0.97116307,0.33798979,-0.33798985,0.32970576,-0.32970532,0.48647635,-0.48647567,0.00664141,-0.00664140,0.33173452,-0.33173501,0.03104643,-0.03104634,0.74281058,-0.74280962
-5.35767884,2.14610760,-2.14610617,0.96265198,-0.96265286,0.33687814,-0.33687817,0.33753313,-0.33753269,0.50447534,-0.50447467,0.00709799,-0.00709797,0.32648552,-0.32648598,0.03275944,-0.03275936,0.76213462,-0.76213366
-5.35167584,2.18139841,-2.18139689,0.95482510,-0.95482587,0.33608390,-0.33608389,0.34539139,-0.34539093,0.52205369,-0.52205301,0.00753936,-0.00753935,0.32132196,-0.32132239,0.03442162,-0.03442153,0.78118737,-0.78118638
-5.34567284,2.21668176,-2.21668014,0.94816929,-0.94816993,0.33570702,-0.33570697,0.35349653,-0.35349605,0.53925523,-0.53925455,0.00795945,-0.00795944,0.31630716,-0.31630756,0.03601362,-0.03601354,0.80030161,-0.80030059
