energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.73586793,8.24827364,1.11436337,0.00000000,0.01888667,1.64488812,0.14198535,3.54492059,5.65925456,0.81254398
-5.72986493,8.21972782,1.10216044,0.00000000,0.01825341,1.66456980,0.14127888,3.50613746,5.72301245,0.82239501
-5.72386193,8.16390610,1.08520177,0.00000000,0.01752407,1.68133046,0.13989965,3.45278828,5.76854601,0.83185939
-5.71785893,8.08345453,1.06391972,0.00000000,0.01671258,1.69556026,0.13787381,3.38613340,5.79631994,0.84133897
-5.71185593,7.98149788,1.03881838,0.00000000,0.01583387,1.70771279,0.13523900,3.30767237,5.80716434,0.85125324
-5.70585293,7.86152923,1.01045763,0.00000000,0.01490349,1.71828440,0.13204337,3.21909600,5.80223454,0.86202182
-5.69984992,7.72728940,0.97943624,0.00000000,0.01393710,1.72779178,0.12834422,3.12223399,5.78296026,0.87404648
-5.69384692,7.58264135,0.94637431,0.00000000,0.01295009,1.73674873,0.12420651,3.01900009,5.75098624,0.88769328
-5.68784392,7.43144481,0.91189602,0.00000000,0.01195718,1.74564340,0.11970109,2.91133696,5.70810763,0.90327580
-5.68184092,7.27743635,0.87661322,0.00000000,0.01097210,1.75491710,0.11490286,2.80116281,5.65620287,0.92104029
-5.67583792,7.12411974,0.84111034,0.00000000,0.01000734,1.76494588,0.10988887,2.69032163,5.59716762,0.94115356
-5.66983492,6.97467099,0.80593118,0.00000000,0.00907391,1.77602574,0.10473640,2.58053870,5.53285273,0.96369425
-5.66383192,6.83186166,0.77156800,0.00000000,0.00818125,1.78836257,0.09952110,2.47338276,5.46500909,0.98864819
-5.65782891,6.69800326,0.73845299,0.00000000,0.00733712,1.80206723,0.09431527,2.37023587,5.39524198,1.01590806
-5.65182591,6.57491421,0.70695242,0.00000000,0.00654767,1.81715621,0.08918636,2.27227161,5.32497650,1.04527773
-5.64582291,6.46391009,0.67736337,0.00000000,0.00581744,1.83355795,0.08419562,2.18044191,5.25543550,1.07648100
-5.63981991,6.36581659,0.64991304,0.00000000,0.00514950,1.85112447,0.07939703,2.09547247,5.18763017,1.10917473
-5.63381691,6.28100325,0.62476035,0.00000000,0.00454565,1.86964770,0.07483657,2.01786630,5.12236291,1.14296551
-5.62781391,6.20943551,0.60199965,0.00000000,0.00400654,1.88887960,0.07055165,1.94791461,5.06024136,1.17742944
-5.62181091,6.15074130,0.58166609,0.00000000,0.00353193,1.90855485,0.06657097,1.88571405,5.00170159,1.21213371
-5.61580790,6.10428783,0.56374235,0.00000000,0.00312092,1.92841483,0.06291452,1.83118909,4.94703803,1.24665920
-5.60980490,6.06926396,0.54816637,0.00000000,0.00277216,1.94823115,0.05959389,1.78411808,4.89643750,1.28062267
-5.60380190,6.04476314,0.53483942,0.00000000,0.00248413,1.96782740,0.05661282,1.74416165,4.85001409,1.31369737
-5.59779890,6.02986207,0.52363449,0.00000000,0.00225526,1.98709751,0.05396786,1.71089188,4.80784220,1.34563087
-5.59179590,6.02369067,0.51440425,0.00000000,0.00208425,2.00601942,0.05164922,1.68382100,4.76998481,1.37625911
-5.58579290,6.02548951,0.50698863,0.00000000,0.00197014,2.02466293,0.04964171,1.66242820,4.73651492,1.40551552
-5.57978989,6.03465169,0.50122151,0.00000000,0.00191252,2.04319111,0.04792575,1.64618375,4.70752832,1.43343477
-5.57378689,6.05074723,0.49693642,0.00000000,0.00191160,2.06185474,0.04647834,1.63456928,4.68314688,1.46015073
-5.56778389,6.07352902,0.49397119,0.00000000,0.00196833,2.08097992,0.04527414,1.62709396,4.66351205,1.48588834
-5.56178089,6.10292074,0.49217144,0.00000000,0.00208437,2.10094939,0.04428645,1.62330603,4.64876924,1.51095003
-5.55577789,6.13898797,0.49139293,0.00000000,0.00226220,2.12217830,0.04348809,1.62279979,4.63904441,1.53569695
-5.54977489,6.18189506,0.49150289,0.00000000,0.00250497,2.14508590,0.04285233,1.62521812,4.63441484,1.56052608
-5.54377189,6.23185088,0.49238033,0.00000000,0.00281649,2.17006457,0.04235365,1.63025104,4.63487647,1.58584436
-5.53776888,6.28904745,0.49391563,0.00000000,0.00320110,2.19744799,0.04196845,1.63763085,4.64031067,1.61204113
-5.53176588,6.35359564,0.49600944,0.00000000,0.00366353,2.22748048,0.04167564,1.64712449,4.65045321,1.63946048
-5.52576288,6.42546250,0.49857112,0.00000000,0.00420870,2.26028916,0.04145723,1.65852410,4.66486819,1.66837488
-5.51975988,6.50441438,0.50151690,0.00000000,0.00484150,2.29586088,0.04129871,1.67163639,4.68292955,1.69896175
-5.51375688,6.58996983,0.50476790,0.00000000,0.00556659,2.33402544,0.04118944,1.68627182,4.70381190,1.73128418
-5.50775388,6.68136559,0.50824815,0.00000000,0.00638814,2.37444612,0.04112289,1.70223428,4.72649240,1.76527704
-5.50175088,6.77753819,0.51188278,0.00000000,0.00730953,2.41661870,0.04109685,1.71931202,4.74976410,1.80073933
-5.49574787,6.87712275,0.51559644,0.00000000,0.00833313,2.45987896,0.04111352,1.73727037,4.77226093,1.83733339
-5.48974487,6.97846971,0.51931203,0.00000000,0.00946000,2.50341886,0.04117953,1.75584678,4.79249346,1.87459106
-5.48374187,7.07967897,0.52294986,0.00000000,0.01068969,2.54631064,0.04130587,1.77474849,4.80889392,1.91192680
-5.47773887,7.17865024,0.52642720,0.00000000,0.01201999,2.58753791,0.04150779,1.79365300,4.81986861,1.94865702
-5.47173587,7.27314731,0.52965838,0.00000000,0.01344677,2.62603236,0.04180454,1.81221150,4.82385493,1.98402501
-5.46573287,7.36087330,0.53255526,0.00000000,0.01496383,2.66071425,0.04221913,1.83005495,4.81938038,2.01723014
-5.45972986,7.43955327,0.53502823,0.00000000,0.01656284,2.69053488,0.04277798,1.84680288,4.80512046,2.04746002
-5.45372686,7.50702045,0.53698762,0.00000000,0.01823329,2.71451891,0.04351050,1.86207424,4.77995258,2.07392411
-5.44772386,7.56130166,0.53834555,0.00000000,0.01996256,2.73180455,0.04444864,1.87550003,4.74300316,2.09588714
-5.44172086,7.60069804,0.53901808,0.00000000,0.02173600,2.74167963,0.04562637,1.88673714,4.69368573,2.11270069
-5.43571786,7.62385704,0.53892767,0.00000000,0.02353713,2.74361183,0.04707916,1.89548249,4.63172792,2.12383157
-5.42971486,7.62983221,0.53800573,0.00000000,0.02534783,2.73727163,0.04884331,1.90148714,4.55718616,2.12888543
-5.42371186,7.61812773,0.53619533,0.00000000,0.02714869,2.72254692,0.05095533,1.90456916,4.47044743,2.12762469
-5.41770885,7.58872548,0.53345375,0.00000000,0.02891929,2.69954860,0.05345124,1.90462489,4.37221798,2.11997979
-5.41170585,7.54209301,0.52975488,0.00000000,0.03063865,2.66860694,0.05636575,1.90163760,4.26349960,2.10605328
-5.40570285,7.47917187,0.52509124,0.00000000,0.03228558,2.63025896,0.05973149,1.89568300,4.14555483,2.08611667
-5.39969985,7.40134642,0.51947555,0.00000000,0.03383913,2.58522733,0.06357800,1.88693109,4.01986260,2.06060002
-5.39369685,7.31039420,0.51294172,0.00000000,0.03527906,2.53439203,0.06793084,1.87564383,3.88806653,2.03007492
-5.38769385,7.20841977,0.50554513,0.00000000,0.03658621,2.47875591,0.07281046,1.86216862,3.75191825,1.99523157
-5.38169085,7.09777464,0.49736222,0.00000000,0.03774294,2.41940576,0.07823103,1.84692743,3.61321827,1.95685109
-5.37568784,6.98096663,0.48848927,0.00000000,0.03873354,2.35747080,0.08419929,1.83040192,3.47375694,1.91577428
-5.36968484,6.86056233,0.47904052,0.00000000,0.03954451,2.29408014,0.09071327,1.81311509,3.33525793,1.87286822
-5.36368184,6.73908689,0.46914557,0.00000000,0.04016490,2.23032132,0.09776105,1.79561004,3.19932643,1.82899239
-5.35767884,6.61892535,0.45894624,0.00000000,0.04058654,2.16720147,0.10531956,1.77842681,3.06740408,1.78496550
-5.35167584,6.50222984,0.44859300,0.00000000,0.04080421,2.10561270,0.11335348,1.76207846,2.94073196,1.74153490
-5.34567284,6.39083663,0.43824116,0.00000000,0.04081577,2.04630319,0.12181432,1.74702742,2.82032294,1.69934942
-5.33966983,6.28619670,0.42804702,0.00000000,0.04062221,1.98985486,0.13063977,1.73366341,2.70694388,1.65893725
-5.33366683,6.18932298,0.41816402,0.00000000,0.04022763,1.93666853,0.13975331,1.72228415,2.60110788,1.62068940
-5.32766383,6.10075643,0.40873925,0.00000000,0.03963915,1.88695696,0.14906432,1.71307979,2.50307632,1.58484956
-5.32166083,6.02055260,0.39991034,0.00000000,0.03886679,1.84074574,0.15846858,1.70612214,2.41287011,1.55151063
-5.31565783,5.94828919,0.39180279,0.00000000,0.03792325,1.79788188,0.16784934,1.70135929,2.33028889,1.52061797
-5.30965483,5.88309412,0.38452793,0.00000000,0.03682363,1.75804953,0.17707893,1.69861590,2.25493725,1.49197899
-5.30365183,5.82369275,0.37818139,0.00000000,0.03558512,1.72079177,0.18602096,1.69759939,2.18625604,1.46527858
-5.29764882,5.76847195,0.37284211,0.00000000,0.03422667,1.68553757,0.19453303,1.69791169,2.12355750,1.44009941
-5.29164582,5.71555790,0.36857181,0.00000000,0.03276850,1.65163253,0.20246998,1.69906589,2.06606234,1.41594624
-5.28564282,5.66290376,0.36541475,0.00000000,0.03123178,1.61837188,0.20968752,1.70050699,2.01293703,1.39227264
-5.27963982,5.60838322,0.36339776,0.00000000,0.02963809,1.58503442,0.21604616,1.70163570,1.96332999,1.36850921
-5.27363682,5.54988513,0.36253028,0.00000000,0.02800898,1.55091577,0.22141529,1.70183392,1.91640495,1.34409163
-5.26763382,5.48540513,0.36280443,0.00000000,0.02636555,1.51535961,0.22567727,1.70049052,1.87137056,1.31848734
-5.26163082,5.41312977,0.36419490,0.00000000,0.02472799,1.47778560,0.22873132,1.69702628,1.82750517,1.29121966
-5.25562781,5.33150958,0.36665873,0.00000000,0.02311516,1.43771289,0.23049704,1.69091645,1.78417614,1.26188830
-5.24962481,5.23931802,0.37013487,0.00000000,0.02154424,1.39477848,0.23091742,1.68171015,1.74085339,1.23018545
-5.24362181,5.13569401,0.37454365,0.00000000,0.02003044,1.34874974,0.22996114,1.66904548,1.69711714,1.19590688
-5.23761881,5.02016693,0.37978623,0.00000000,0.01858669,1.29953088,0.22762413,1.65266002,1.65266013,1.15895782
-5.23161581,4.89266370,0.38574424,0.00000000,0.01722353,1.24716348,0.22393019,1.63239635,1.60728478,1.11935363
-5.22561281,4.75349874,0.39227970,0.00000000,0.01594895,1.19182124,0.21893066,1.60820267,1.56089611,1.07721555
-5.21960980,4.60334840,0.39923545,0.00000000,0.01476841,1.13379965,0.21270325,1.58012906,1.51349138,1.03276204
-5.21360680,4.44321226,0.40643636,0.00000000,0.01368484,1.07350129,0.20534991,1.54831977,1.46514739,0.98629646
-5.20760380,4.27436435,0.41369140,0.00000000,0.01269882,1.01141783,0.19699397,1.51300261,1.41600670,0.93819201
-5.20160080,4.09829750,0.42079665,0.00000000,0.01180872,0.94810961,0.18777660,1.47447635,1.36626364,0.88887486
-5.19559780,3.91666457,0.42753952,0.00000000,0.01101099,0.88418415,0.17785276,1.43309706,1.31615140,0.83880647
-5.18959480,3.73121976,0.43370389,0.00000000,0.01030042,0.82027449,0.16738692,1.38926456,1.26593078,0.78846611
-5.18359180,3.54376341,0.43907634,0.00000000,0.00967055,0.75701857,0.15654859,1.34340971,1.21588148,0.73833441
-5.17758879,3.35609269,0.44345302,0.00000000,0.00911392,0.69504039,0.14550793,1.29598343,1.16629640,0.68887872
-5.17158579,3.16996050,0.44664720,0.00000000,0.00862255,0.63493393,0.13443165,1.24744784,1.11747907,0.64054078
-5.16558279,2.98704376,0.44849687,0.00000000,0.00818823,0.57725009,0.12347929,1.19826985,1.06974432,0.59372729
-5.15957979,2.80892178,0.44887227,0.00000000,0.00780291,0.52248738,0.11280001,1.14891727,1.02342197,0.54880326
-5.15357679,2.63706454,0.44768283,0.00000000,0.00745898,0.47108612,0.10253001,1.09985717,0.97886305,0.50608840
-5.14757379,2.47283017,0.44488307,0.00000000,0.00714960,0.42342645,0.09279062,1.05155615,0.93644799,0.46585628
-5.14157079,2.31747020,0.44047724,0.00000000,0.00686892,0.37982959,0.08368707,1.00448191,0.89659601,0.42833592
-5.13556778,2.17214082,0.43452230,0.00000000,0.00661222,0.34056219,0.07530784,0.95910544,0.85977506,0.39371540
-5.12956478,2.03791817,0.42712890,0.00000000,0.00637610,0.30584307,0.06772469,0.91590323,0.82651121,0.36214697
-5.12356178,1.91581537,0.41846044,0.00000000,0.00615852,0.27585185,0.06099310,0.87535860,0.79739690,0.33375309
-5.11755878,1.80679933,0.40872993,0.00000000,0.00595880,0.25073861,0.05515320,0.83796180,0.77309719,0.30863289
-5.11155578,1.71180517,0.39819481,0.00000000,0.00577761,0.23063408,0.05023089,0.80420814,0.75435322,0.28686847
-5.10555278,1.63174673,0.38714991,0.00000000,0.00561686,0.21565946,0.04623919,0.77459396,0.74198246,0.26853064
-5.09954977,1.56752188,0.37591880,0.00000000,0.00547956,0.20593532,0.04317964,0.74961027,0.73687525,0.25368352
-5.09354677,1.52001159,0.36484374,0.00000000,0.00536968,0.20158895,0.04104365,0.72973408,0.73998714,0.24238801
-5.08754377,1.49007249,0.35427487,0.00000000,0.00529193,0.20275962,0.03981377,0.71541771,0.75232718,0.23470358
-5.08154077,1.47852291,0.34455889,0.00000000,0.00525155,0.20960133,0.03946473,0.70707635,0.77494177,0.23068852
-5.07553777,1.48612275,0.33602774,0.00000000,0.00525408,0.22228280,0.03996437,0.70507469,0.80889443,0.23039852
-5.06953477,1.51354805,0.32898776,0.00000000,0.00530509,0.24098450,0.04127427,0.70971292,0.85524165,0.23388365
-5.06353177,1.56136144,0.32370974,0.00000000,0.00541002,0.26589263,0.04335024,0.72121316,0.91500522,0.24118398
-5.05752876,1.62997977,0.32042025,0.00000000,0.00557387,0.29719033,0.04614260,0.73970689,0.98914157,0.25232400
-5.05152576,1.71964038,0.31929450,0.00000000,0.00580103,0.33504608,0.04959641,0.76522405,1.07850879,0.26730613
-5.04552276,1.83036791,0.32045109,0.00000000,0.00609510,0.37960005,0.05365154,0.79768464,1.18383222,0.28610373
-5.03951976,1.96194310,0.32394864,0.00000000,0.00645867,0.43094855,0.05824284,0.83689316,1.30566954,0.30865388
-5.03351676,2.11387529,0.32978458,0.00000000,0.00689323,0.48912756,0.06330033,0.88253655,1.44437640,0.33485036
-5.02751376,2.28538027,0.33789586,0.00000000,0.00739901,0.55409592,0.06874946,0.93418555,1.60007398,0.36453730
-5.02151076,2.47536469,0.34816166,0.00000000,0.00797493,0.62571901,0.07451167,0.99129996,1.77261959,0.39750378
-5.01550775,2.68241852,0.36040789,0.00000000,0.00861855,0.70375395,0.08050501,1.05323736,1.96158191,0.43347986
-5.00950475,2.90481615,0.37441317,0.00000000,0.00932603,0.78783713,0.08664508,1.11926527,2.16622203,0.47213427
-5.00350175,3.14052708,0.38991619,0.00000000,0.01009217,0.87747502,0.09284612,1.18857622,2.38548182,0.51307418
-4.99749875,3.38723649,0.40662392,0.00000000,0.01091049,0.97203899,0.09902237,1.26030531,2.61798065,0.55584721
-4.99149575,3.64237561,0.42422057,0.00000000,0.01177328,1.07076494,0.10508953,1.33354947,2.86202161,0.59994570
-4.98549275,3.90316154,0.44237679,0.00000000,0.01267174,1.17275814,0.11096645,1.40738792,3.11560778,0.64481363
-4.97948974,4.16664601,0.46075886,0.00000000,0.01359614,1.27700373,0.11657675,1.48090286,3.37646912,0.68985566
-4.97348674,4.42977169,0.47903753,0.00000000,0.01453601,1.38238272,0.12185057,1.55319999,3.64209965,0.73444857
-4.96748374,4.68943492,0.49689632,0.00000000,0.01548035,1.48769351,0.12672624,1.62342787,3.90980468,0.77795456
-4.96148074,4.94255309,0.51403891,0.00000000,0.01641788,1.59167827,0.13115179,1.69079577,4.17675681,0.81973605
-4.95547774,5.18613461,0.53019554,0.00000000,0.01733726,1.69305339,0.13508634,1.75458947,4.44005947,0.85917159
-4.94947474,5.41734956,0.54512826,0.00000000,0.01822744,1.79054305,0.13850125,1.81418450,4.69681583,0.89567229
-4.94347174,5.63359858,0.55863491,0.00000000,0.01907787,1.88291470,0.14138103,1.86905680,4.94420100,0.92869812
-4.93746873,5.83257790,0.57055192,0.00000000,0.01987882,1.96901481,0.14372393,1.91879056,5.17953475,0.95777342
-4.93146573,6.01233821,0.58075583,0.00000000,0.02062167,2.04780376,0.14554232,1.96308326,5.40035213,0.98250110
-4.92546273,6.17133533,0.58916364,0.00000000,0.02129920,2.11838799,0.14686265,2.00174798,5.60446915,1.00257479
-4.91945973,6.30847084,0.59573220,0.00000000,0.02190581,2.18004833,0.14772523,2.03471330,5.79004089,1.01778849
-4.91345673,6.42312115,0.60045662,0.00000000,0.02243777,2.23226291,0.14818365,2.06202075,5.95560953,1.02804329
-4.90745373,6.51515382,0.60336789,0.00000000,0.02289340,2.27472381,0.14830396,2.08382041,6.10014041,1.03335072
-4.90145073,6.58493028,0.60453001,0.00000000,0.02327323,2.30734652,0.14816357,2.10036452,6.22304448,1.03383273
-4.89544772,6.63329473,0.60403652,0.00000000,0.02358005,2.33027175,0.14784993,2.11199961,6.32418609,1.02971812
-4.88944472,6.66154921,0.60200686,0.00000000,0.02381896,2.34385950,0.14745895,2.11915723,6.40387594,1.02133564
-4.88344172,6.67141545,0.59858240,0.00000000,0.02399730,2.34867551,0.14709321,2.12234340,6.46284927,1.00910389
-4.87743872,6.66498449,0.59392252,0.00000000,0.02412451,2.34547071,0.14685992,2.12212684,6.50223028,0.99351855
-4.87143572,6.64465533,0.58820055,0.00000000,0.02421196,2.33515437,0.14686872,2.11912627,6.52348417,0.97513737
-4.86543272,6.61306451,0.58159984,0.00000000,0.02427262,2.31876224,0.14722920,2.11399652,6.52835875,0.95456345
-4.85942971,6.57300852,0.57430998,0.00000000,0.02432070,2.29742070,0.14804829,2.10741388,6.51881791,0.93242747
-4.85342671,6.52736131,0.56652295,0.00000000,0.02437128,2.27230851,0.14942744,2.10006048,6.49696957,0.90936964
-4.84742371,6.47898949,0.55842967,0.00000000,0.02443974,2.24461762,0.15145971,2.09260818,6.46499075,0.88602171
-4.84142071,6.43066765,0.55021651,0.00000000,0.02454130,2.21551436,0.15422675,2.08570200,6.42505272,0.86299005
-4.83541771,6.38499662,0.54206210,0.00000000,0.02469047,2.18610260,0.15779584,2.07994361,6.37924885,0.84083998
-4.82941471,6.34432717,0.53413433,0.00000000,0.02490050,2.15739002,0.16221695,2.07587524,6.32952768,0.82008207
-4.82341171,6.31069170,0.52658764,0.00000000,0.02518283,2.13025876,0.16752009,2.07396457,6.27763371,0.80116066
-4.81740870,6.28574635,0.51956057,0.00000000,0.02554667,2.10544129,0.17371288,2.07459125,6.22505776,0.78444501
-4.81140570,6.27072563,0.51317376,0.00000000,0.02599856,2.08350224,0.18077867,2.07803559,6.17299856,0.77022312
-4.80540270,6.26641116,0.50752834,0.00000000,0.02654204,2.06482682,0.18867520,2.08447011,6.12233678,0.75869843
-4.79939970,6.27311600,0.50270484,0.00000000,0.02717747,2.04961578,0.19733395,2.09395446,6.07362229,0.74998927
-4.79339670,6.29068523,0.49876261,0.00000000,0.02790190,2.03788730,0.20666032,2.10643425,6.02707465,0.74413104
-4.78739370,6.31851289,0.49573993,0.00000000,0.02870909,2.02948519,0.21653464,2.12174388,5.98259684,0.74108088
-4.78139070,6.35557489,0.49365455,0.00000000,0.02958970,2.02409318,0.22681420,2.13961377,5.93980109,0.74072451
-4.77538769,6.40047660,0.49250497,0.00000000,0.03053155,2.02125449,0.23733605,2.15968152,5.89804581,0.74288491
-4.76938469,6.45151328,0.49227215,0.00000000,0.03151998,2.02039584,0.24792078,2.18150687,5.85648160,0.74733252
-4.76338169,6.50674090,0.49292171,0.00000000,0.03253834,2.02085480,0.25837703,2.20458981,5.81410434,0.75379640
-4.75737869,6.56405428,0.49440640,0.00000000,0.03356856,2.02190931,0.26850659,2.22839086,5.76981273,0.76197593
-4.75137569,6.62126909,0.49666884,0.00000000,0.03459172,2.02280820,0.27810995,2.25235283,5.72246774,0.77155258
-4.74537269,6.67620417,0.49964423,0.00000000,0.03558865,2.02280134,0.28699212,2.27592265,5.67095099,0.78220134
-4.73936968,6.72676033,0.50326298,0.00000000,0.03654055,2.02116821,0.29496835,2.29857240,5.61421958,0.79360123
-4.73336668,6.77099214,0.50745300,0.00000000,0.03742956,2.01724376,0.30186966,2.31981823,5.55135457,0.80544472
-4.72736368,6.80716963,0.51214168,0.00000000,0.03823923,2.01044052,0.30754779,2.33923631,5.48160127,0.81744555
-4.72136068,6.83382715,0.51725721,0.00000000,0.03895495,2.00026620,0.31187948,2.35647501,5.40439938,0.82934482
-4.71535768,6.84979771,0.52272940,0.00000000,0.03956427,1.98633624,0.31476983,2.37126258,5.31940205,0.84091523
-4.70935468,6.85423160,0.52848987,0.00000000,0.04005715,1.96838092,0.31615462,2.38341015,5.22648337,0.85196328
-4.70335168,6.84659934,0.53447163,0.00000000,0.04042601,1.94624720,0.31600151,2.39281012,5.12573452,0.86232972
-4.69734867,6.82667959,0.54060810,0.00000000,0.04066579,1.91989536,0.31431004,2.39942995,5.01744949,0.87188810
-4.69134567,6.79453372,0.54683182,0.00000000,0.04077381,1.88939126,0.31111058,2.40330222,4.90210181,0.88054198
-4.68534267,6.75046923,0.55307283,0.00000000,0.04074968,1.85489464,0.30646223,2.40451150,4.78031433,0.88822079
-4.67933967,6.69499502,0.55925695,0.00000000,0.04059502,1.81664467,0.30044984,2.40317910,4.65282417,0.89487484
-4.67333667,6.62877147,0.56530423,0.00000000,0.04031321,1.77494361,0.29318025,2.39944668,4.52044546,0.90046991
-4.66733367,6.55255873,0.57112758,0.00000000,0.03990911,1.73013967,0.28477816,2.39345977,4.38403221,0.90498162
-4.66133067,6.46716631,0.57663194,0.00000000,0.03938879,1.68261011,0.27538158,2.38535226,4.24444364,0.90839005
-4.65532766,6.37340687,0.58171394,0.00000000,0.03875918,1.63274541,0.26513728,2.37523279,4.10251380,0.91067489
-4.64932466,6.27205650,0.58626229,0.00000000,0.03802792,1.58093544,0.25419631,2.36317361,3.95902711,0.91181146
-4.64332166,6.16382340,0.59015890,0.00000000,0.03720304,1.52755796,0.24270986,2.34920276,3.81470073,0.91176769
