energy_ev,total_up,In_p_up,In_d_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up
-5.68184092,1.44832493,0.05802110,0.00246690,0.45520242,0.84649365,0.81695057,0.00000000
-5.67583792,1.48389552,0.05864115,0.00248515,0.47427932,0.86921428,0.84610198,0.00000000
-5.66983492,1.51384051,0.05899418,0.00249254,0.49246790,0.88843310,0.87232818,0.00000000
-5.66383192,1.53765219,0.05906699,0.00248907,0.50938806,0.90388057,0.89520044,0.00000000
-5.65782891,1.55491378,0.05885278,0.00247490,0.52468058,0.91533691,0.91433408,0.00000000
-5.65182591,1.56530396,0.05835092,0.00245029,0.53801323,0.92263496,0.92939549,0.00000000
-5.64582291,1.56860037,0.05756661,0.00241565,0.54908678,0.92566234,0.94010849,0.00000000
-5.63981991,1.56468169,0.05651041,0.00237148,0.55764093,0.92436279,0.94626003,0.00000000
-5.63381691,1.55352852,0.05519761,0.00231836,0.56345972,0.91873677,0.94770477,0.00000000
-5.62781391,1.53522288,0.05364761,0.00225695,0.56637643,0.90884126,0.94436864,0.00000000
-5.62181091,1.50994623,0.05188317,0.00218799,0.56627748,0.89478871,0.93625099,0.00000000
-5.61580790,1.47797609,0.04992965,0.00211223,0.56310529,0.87674516,0.92342522,0.00000000
-5.60980490,1.43968107,0.04781430,0.00203051,0.55685992,0.85492757,0.90603793,0.00000000
-5.60380190,1.39551432,0.04556551,0.00194366,0.54759917,0.82960022,0.88430628,0.00000000
-5.59779890,1.34600561,0.04321216,0.00185255,0.53543734,0.80107036,0.85851389,0.00000000
-5.59179590,1.29175181,0.04078296,0.00175806,0.52054246,0.76968305,0.82900497,0.00000000
-5.58579290,1.23340620,0.03830599,0.00166109,0.50313205,0.73581525,0.79617717,0.00000000
-5.57978989,1.17166668,0.03580816,0.00156254,0.48346775,0.69986938,0.76047304,0.00000000
-5.57378689,1.10726322,0.03331488,0.00146329,0.46184872,0.66226628,0.72237067,0.00000000
-5.56778389,1.04094480,0.03084980,0.00136422,0.43860436,0.62343800,0.68237343,0.00000000
-5.56178089,0.97346635,0.02843457,0.00126620,0.41408651,0.58382033,0.64099958,0.00000000
-5.55577789,0.90557603,0.02608876,0.00117007,0.38866139,0.54384555,0.59877177,0.00000000
-5.54977489,0.83800328,0.02382983,0.00107664,0.36270184,0.50393542,0.55620696,0.00000000
-5.54377189,0.77144813,0.02167312,0.00098671,0.33657997,0.46449477,0.51380711,0.00000000
-5.53776888,0.70657201,0.01963201,0.00090104,0.31066059,0.42590585,0.47205094,0.00000000
-5.53176588,0.64399058,0.01771804,0.00082038,0.28529572,0.38852367,0.43138706,0.00000000
-5.52576288,0.58426860,0.01594112,0.00074542,0.26082033,0.35267237,0.39222856,0.00000000
-5.51975988,0.52791719,0.01430974,0.00067688,0.23754932,0.31864299,0.35494943,0.00000000
-5.51375688,0.47539335,0.01283131,0.00061545,0.21577603,0.28669233,0.31988262,0.00000000
-5.50775388,0.42710173,0.01151236,0.00056181,0.19577196,0.25704324,0.28731982,0.00000000
-5.50175088,0.38339849,0.01035891,0.00051668,0.17778775,0.22988603,0.25751288,0.00000000
-5.49574787,0.34459677,0.00937673,0.00048080,0.16205519,0.20538098,0.23067657,0.00000000
-5.48974487,0.31097357,0.00857161,0.00045495,0.14878994,0.18366173,0.20699240,0.00000000
-5.48374187,0.28277733,0.00794966,0.00043996,0.13819473,0.16483934,0.18661336,0.00000000
-5.47773887,0.26023574,0.00751750,0.00043673,0.13046258,0.14900664,0.16966895,0.00000000
-5.47173587,0.24356324,0.00728241,0.00044623,0.12577984,0.13624276,0.15627030,0.00000000
-5.46573287,0.23296743,0.00725245,0.00046951,0.12432844,0.12661731,0.14651487,0.00000000
-5.45972986,0.22865394,0.00743644,0.00050769,0.12628727,0.12019409,0.14049052,0.00000000
-5.45372686,0.23082917,0.00784392,0.00056195,0.13183212,0.11703389,0.13827832,0.00000000
-5.44772386,0.23970050,0.00848496,0.00063351,0.14113418,0.11719625,0.13995415,0.00000000
-5.44172086,0.25547353,0.00936986,0.00072360,0.15435672,0.12073990,0.14558864,0.00000000
-5.43571786,0.27834634,0.01050875,0.00083344,0.17165004,0.12772183,0.15524542,0.00000000
-5.42971486,0.30850056,0.01191113,0.00096418,0.19314464,0.13819478,0.16897762,0.00000000
-5.42371186,0.34608955,0.01358528,0.00111684,0.21894280,0.15220337,0.18682278,0.00000000
-5.41770885,0.39122398,0.01553759,0.00129227,0.24910883,0.16977881,0.20879622,0.00000000
-5.41170585,0.44395529,0.01777184,0.00149108,0.28365840,0.19093249,0.23488330,0.00000000
-5.40570285,0.50425790,0.02028847,0.00171355,0.32254749,0.21564867,0.26503080,0.00000000
-5.39969985,0.57201081,0.02308390,0.00195958,0.36566138,0.24387666,0.29913810,0.00000000
-5.39369685,0.64697977,0.02614976,0.00222863,0.41280465,0.27552284,0.33704845,0.00000000
-5.38769385,0.72880098,0.02947240,0.00251964,0.46369248,0.31044314,0.37854109,0.00000000
-5.38169085,0.81696745,0.03303231,0.00283102,0.51794430,0.34843619,0.42332474,0.00000000
-5.37568784,0.91081904,0.03680392,0.00316056,0.57508017,0.38923796,0.47103289,0.00000000
-5.36968484,1.00953720,0.04075538,0.00350548,0.63452060,0.43251797,0.52122160,0.00000000
-5.36368184,1.11214516,0.04484875,0.00386238,0.69559013,0.47787783,0.57337007,0.00000000
-5.35767884,1.21751429,0.04904027,0.00422731,0.75752500,0.52485217,0.62688429,0.00000000
-5.35167584,1.32437679,0.05328095,0.00459577,0.81948500,0.57291225,0.68110395,0.00000000
-5.34567284,1.43134489,0.05751741,0.00496285,0.88056923,0.62147243,0.73531256,0.00000000
-5.33966983,1.53693621,0.06169289,0.00532327,0.93983555,0.66989930,0.78875066,0.00000000
-5.33366683,1.63960468,0.06574846,0.00567152,0.99632314,0.71752346,0.84063169,0.00000000
-5.32766383,1.73777607,0.06962443,0.00600201,1.04907726,0.76365350,0.89016002,0.00000000
-5.32166083,1.82988694,0.07326177,0.00630920,1.09717544,0.80759182,0.93655062,0.00000000
-5.31565783,1.91442565,0.07660370,0.00658773,1.13975393,0.84865173,0.97904946,0.00000000
-5.30965483,1.98997366,0.07959713,0.00683262,1.17603344,0.88617516,1.01695397,0.00000000
-5.30365183,2.05524573,0.08219418,0.00703939,1.20534287,0.91955038,1.04963263,0.00000000
-5.29764882,2.10912716,0.08435342,0.00720421,1.22714019,0.94822899,1.07654298,0.00000000
-5.29164582,2.15070667,0.08604109,0.00732401,1.24102938,0.97174151,1.09724723,0.00000000
-5.28564282,2.17930354,0.08723194,0.00739657,1.24677272,0.98971095,1.11142489,0.00000000
-5.27963982,2.19448798,0.08790997,0.00742063,1.24429802,1.00186392,1.11888194,0.00000000
-5.27363682,2.19609377,0.08806878,0.00739587,1.23370029,1.00803871,1.11955619,0.00000000
-5.26763382,2.18422313,0.08771173,0.00732296,1.21523801,1.00819022,1.11351863,0.00000000
-5.26163082,2.15924331,0.08685177,0.00720353,1.18932416,1.00239146,1.10097098,0.00000000
-5.25562781,2.12177558,0.08551099,0.00704011,1.15651247,0.99083173,1.08223942,0.00000000
-5.24962481,2.07267709,0.08372006,0.00683603,1.11747965,0.97381155,1.05776498,0.00000000
-5.24362181,2.01301643,0.08151730,0.00659536,1.07300439,0.95173467,1.02809113,0.00000000
-5.23761881,1.94404425,0.07894776,0.00632275,1.02394414,0.92509742,0.99384895,0.00000000
-5.23161581,1.86715999,0.07606204,0.00602332,0.97121063,0.89447604,0.95574072,0.00000000
-5.22561281,1.78387621,0.07291515,0.00570247,0.91574519,0.86051225,0.91452236,0.00000000
-5.21960980,1.69578179,0.06956524,0.00536578,0.85849484,0.82389783,0.87098560,0.00000000
-5.21360680,1.60450533,0.06607245,0.00501886,0.80038992,0.78535853,0.82594022,0.00000000
-5.20760380,1.51167981,0.06249769,0.00466719,0.74232400,0.74563797,0.78019697,0.00000000
-5.20160080,1.41890958,0.05890154,0.00431605,0.68513666,0.70548190,0.73455169,0.00000000
-5.19559780,1.32774032,0.05534324,0.00397035,0.62959941,0.66562324,0.68977077,0.00000000
-5.18959480,1.23963268,0.05187974,0.00363461,0.57640492,0.62676823,0.64657831,0.00000000
-5.18359180,1.15593971,0.04856489,0.00331286,0.52615956,0.58958400,0.60564505,0.00000000
-5.17758879,1.07788839,0.04544869,0.00300860,0.47937918,0.55468757,0.56757913,0.00000000
-5.17158579,1.00656508,0.04257673,0.00272479,0.43648764,0.52263665,0.53291869,0.00000000
-5.16558279,0.94290479,0.03998964,0.00246382,0.39781791,0.49392205,0.50212620,0.00000000
-5.15957979,0.88768387,0.03772265,0.00222754,0.36361517,0.46896187,0.47558434,0.00000000
-5.15357679,0.84151587,0.03580529,0.00201726,0.33404151,0.44809734,0.45359345,0.00000000
-5.14757379,0.80485004,0.03426112,0.00183380,0.30918168,0.43159025,0.43637034,0.00000000
-5.14157079,0.77797229,0.03310754,0.00167752,0.28904964,0.41962194,0.42404827,0.00000000
-5.13556778,0.76100809,0.03235570,0.00154836,0.27359533,0.41229367,0.41667809,0.00000000
-5.12956478,0.75392715,0.03201043,0.00144587,0.26271144,0.40962830,0.41423049,0.00000000
-5.12356178,0.75654966,0.03207034,0.00136928,0.25624005,0.41157323,0.41659914,0.00000000
-5.11755878,0.76855386,0.03252788,0.00131755,0.25397882,0.41800432,0.42360483,0.00000000
-5.11155578,0.78948508,0.03336954,0.00128936,0.25568676,0.42873094,0.43500054,0.00000000
-5.10555278,0.81876590,0.03457619,0.00128319,0.26108960,0.44350181,0.45047738,0.00000000
-5.09954977,0.85570775,0.03612338,0.00129736,0.26988462,0.46201162,0.46967143,0.00000000
-5.09354677,0.89952377,0.03798185,0.00133002,0.28174527,0.48390839,0.49217142,0.00000000
-5.08754377,0.94934287,0.04011804,0.00137920,0.29632545,0.50880129,0.51752710,0.00000000
-5.08154077,1.00422520,0.04249474,0.00144284,0.31326371,0.53626889,0.54525840,0.00000000
-5.07553777,1.06317856,0.04507180,0.00151881,0.33218736,0.56586767,0.57486503,0.00000000
-5.06953477,1.12517582,0.04780681,0.00160490,0.35271659,0.59714070,0.60583653,0.00000000
-5.06353177,1.18917309,0.05065599,0.00169890,0.37446872,0.62962616,0.63766240,0.00000000
-5.05752876,1.25412818,0.05357491,0.00179857,0.39706248,0.66286576,0.66984228,0.00000000
-5.05152576,1.31901908,0.05651935,0.00190167,0.42012246,0.69641274,0.70189576,0.00000000
-5.04552276,1.38286205,0.05944603,0.00200603,0.44328347,0.72983933,0.73337171,0.00000000
-5.03951976,1.44472878,0.06231334,0.00210951,0.46619504,0.76274365,0.76385671,0.00000000
-5.03351676,1.50376234,0.06508202,0.00221004,0.48852571,0.79475571,0.79298253,0.00000000
-5.02751376,1.55919135,0.06771566,0.00230570,0.50996718,0.82554268,0.82043238,0.00000000
-5.02151076,1.61034205,0.07018117,0.00239465,0.53023817,0.85481313,0.84594572,0.00000000
-5.01550775,1.65664807,0.07244916,0.00247525,0.54908793,0.88232034,0.86932161,0.00000000
-5.00950475,1.69765751,0.07449413,0.00254600,0.56629923,0.90786468,0.89042046,0.00000000
-5.00350175,1.73303737,0.07629460,0.00260564,0.58169092,0.93129486,0.90916426,0.00000000
-4.99749875,1.76257515,0.07783317,0.00265310,0.59511979,0.95250838,0.92553520,0.00000000
-4.99149575,1.78617775,0.07909647,0.00268754,0.60648186,0.97145097,0.93957289,0.00000000
-4.98549275,1.80386774,0.08007501,0.00270840,0.61571297,0.98811518,0.95137031,0.00000000
-4.97948974,1.81577723,0.08076306,0.00271533,0.62278866,1.00253807,0.96106844,0.00000000
-4.97348674,1.82213949,0.08115843,0.00270827,0.62772334,1.01479820,0.96885007,0.00000000
-4.96748374,1.82327875,0.08126227,0.00268741,0.63056876,1.02501180,0.97493270,0.00000000
-4.96148074,1.81959824,0.08107883,0.00265319,0.63141170,1.03332827,0.97956084,0.00000000
-4.95547774,1.81156697,0.08061523,0.00260628,0.63037101,1.03992501,0.98299791,0.00000000
-4.94947474,1.79970550,0.07988126,0.00254758,0.62759399,1.04500165,0.98551781,0.00000000
-4.94347174,1.78457095,0.07888915,0.00247819,0.62325210,1.04877382,0.98739660,0.00000000
-4.93746873,1.76674167,0.07765331,0.00239940,0.61753614,1.05146636,0.98890403,0.00000000
-4.93146573,1.74680182,0.07619013,0.00231261,0.61065100,1.05330637,0.99029564,0.00000000
-4.92546273,1.72532622,0.07451772,0.00221937,0.60280999,1.05451600,0.99180505,0.00000000
-4.91945973,1.70286573,0.07265561,0.00212129,0.59422906,1.05530529,0.99363704,0.00000000
-4.91345673,1.67993364,0.07062452,0.00202002,0.58512092,1.05586520,0.99596132,0.00000000
-4.90745373,1.65699326,0.06844596,0.00191720,0.57568929,1.05636107,0.99890730,0.00000000
-4.90145073,1.63444712,0.06614197,0.00181445,0.56612363,1.05692682,1.00255994,0.00000000
-4.89544772,1.61262804,0.06373470,0.00171330,0.55659422,1.05765991,1.00695686,0.00000000
-4.88944472,1.59179246,0.06124614,0.00161517,0.54724821,1.05861759,1.01208686,0.00000000
-4.88344172,1.57211618,0.05869772,0.00152133,0.53820638,1.05981436,1.01788988,0.00000000
-4.87743872,1.55369266,0.05610999,0.00143289,0.52956115,1.06122096,1.02425858,0.00000000
-4.87143572,1.53653414,0.05350240,0.00135075,0.52137569,1.06276503,1.03104149,0.00000000
-4.86543272,1.52057545,0.05089302,0.00127560,0.51368424,1.06433332,1.03804776,0.00000000
-4.85942971,1.50568053,0.04829840,0.00120793,0.50649374,1.06577563,1.04505332,0.00000000
-4.85342671,1.49165144,0.04573345,0.00114797,0.49978665,1.06691037,1.05180856,0.00000000
-4.84742371,1.47823960,0.04321143,0.00109576,0.49352479,1.06753145,1.05804708,0.00000000
-4.84142071,1.46515896,0.04074396,0.00105110,0.48765414,1.06741654,1.06349546,0.00000000
-4.83541771,1.45210056,0.03834111,0.00101362,0.48211042,1.06633621,1.06788371,0.00000000
-4.82941471,1.43874806,0.03601155,0.00098275,0.47682499,1.06406376,1.07095604,0.00000000
-4.82341171,1.42479366,0.03376270,0.00095781,0.47173114,1.06038544,1.07248167,0.00000000
-4.81740870,1.40995382,0.03160090,0.00093798,0.46677020,1.05511053,1.07226533,0.00000000
-4.81140570,1.39398427,0.02953162,0.00092237,0.46189735,1.04808110,1.07015697,0.00000000
-4.80540270,1.37669367,0.02755964,0.00091004,0.45708687,1.03918091,1.06606046,0.00000000
-4.79939970,1.35795549,0.02568914,0.00090006,0.45233660,1.02834325,1.05994082,0.00000000
-4.79339670,1.33771760,0.02392390,0.00089151,0.44767133,1.01555724,1.05182982,0.00000000
-4.78739370,1.31600923,0.02226729,0.00088353,0.44314514,1.00087248,1.04182952,0.00000000
-4.78139070,1.29294501,0.02072237,0.00087536,0.43884243,0.98440171,1.03011366,0.00000000
-4.77538769,1.26872589,0.01929189,0.00086636,0.43487771,0.96632131,1.01692677,0.00000000
-4.76938469,1.24363683,0.01797823,0.00085600,0.43139400,0.94686966,1.00258079,0.00000000
-4.76338169,1.21804141,0.01678340,0.00084391,0.42856009,0.92634319,0.98744932,0.00000000
-4.75737869,1.19237325,0.01570894,0.00082987,0.42656649,0.90509033,0.97195958,0.00000000
-4.75137569,1.16712480,0.01475594,0.00081383,0.42562037,0.88350337,0.95658211,0.00000000
-4.74537269,1.14283344,0.01392494,0.00079588,0.42593956,0.86200844,0.94181858,0.00000000
-4.73936968,1.12006566,0.01321596,0.00077623,0.42774572,0.84105403,0.92818783,0.00000000
-4.73336668,1.09939955,0.01262850,0.00075523,0.43125703,0.82109821,0.91621072,0.00000000
-4.72736368,1.08140623,0.01216161,0.00073334,0.43668037,0.80259500,0.90639398,0.00000000
-4.72136068,1.06663084,0.01181397,0.00071108,0.44420342,0.78598041,0.89921373,0.00000000
-4.71535768,1.05557362,0.01158405,0.00068904,0.45398683,0.77165847,0.89509904,0.00000000
-4.70935468,1.04867174,0.01147022,0.00066782,0.46615656,0.75998783,0.89441606,0.00000000
-4.70335168,1.04628255,0.01147094,0.00064804,0.48079691,0.75126936,0.89745340,0.00000000
-4.69734867,1.04866875,0.01158496,0.00063027,0.49794418,0.74573515,0.90440920,0.00000000
-4.69134567,1.05598610,0.01181149,0.00061505,0.51758147,0.74353953,0.91538032,0.00000000
-4.68534267,1.06827412,0.01215032,0.00060284,0.53963460,0.74475219,0.93035440,0.00000000
-4.67933967,1.08545034,0.01260199,0.00059402,0.56396961,0.74935395,0.94920490,0.00000000
-4.67333667,1.10730813,0.01316786,0.00058887,0.59039179,0.75723541,0.97168976,0.00000000
-4.66733367,1.13351871,0.01385006,0.00058755,0.61864659,0.76819841,0.99745366,0.00000000
-4.66133067,1.16363706,0.01465153,0.00059013,0.64842241,0.78196063,1.02603423,0.00000000
-4.65532766,1.19711198,0.01557579,0.00059654,0.67935535,0.79816304,1.05687211,0.00000000
-4.64932466,1.23329993,0.01662683,0.00060664,0.71103584,0.81638028,1.08932474,0.00000000
-4.64332166,1.27148230,0.01780870,0.00062016,0.74301715,0.83613336,1.12268351,0.00000000
-4.63731866,1.31088576,0.01912529,0.00063675,0.77482548,0.85690471,1.15619398,0.00000000
-4.63131566,1.35070493,0.02057979,0.00065602,0.80597147,0.87815466,1.18907837,0.00000000
-4.62531266,1.39012662,0.02217433,0.00067747,0.83596266,0.89933917,1.22055979,0.00000000
-4.61930965,1.42835486,0.02390944,0.00070063,0.86431656,0.91992788,1.24988715,0.00000000
-4.61330665,1.46463577,0.02578361,0.00072495,0.89057396,0.93942204,1.27635997,0.00000000
-4.60730365,1.49828133,0.02779282,0.00074991,0.91431170,0.95737142,1.29935211,0.00000000
-4.60130065,1.52869106,0.02993017,0.00077502,0.93515471,0.97338967,1.31833335,0.00000000
-4.59529765,1.55537090,0.03218557,0.00079979,0.95278669,0.98716748,1.33288799,0.00000000
-4.58929465,1.57794824,0.03454553,0.00082382,0.96695889,0.99848285,1.34272968,0.00000000
-4.58329165,1.59618284,0.03699308,0.00084672,0.97749688,1.00720827,1.34771167,0.00000000
-4.57728864,1.60997279,0.03950786,0.00086820,0.98430481,1.01331425,1.34783208,0.00000000
-4.57128564,1.61935548,0.04206636,0.00088805,0.98736705,1.01686911,1.34323393,0.00000000
-4.56528264,1.62450353,0.04464225,0.00090612,0.98674723,1.01803509,1.33419974,0.00000000
-4.55927964,1.62571568,0.04720696,0.00092233,0.98258464,1.01706082,1.32114097,0.00000000
-4.55327664,1.62340312,0.04973028,0.00093671,0.97508820,1.01427044,1.30458270,0.00000000
-4.54727364,1.61807183,0.05218120,0.00094932,0.96452838,1.01004988,1.28514409,0.00000000
-4.54127064,1.61030154,0.05452865,0.00096032,0.95122720,1.00483082,1.26351553,0.00000000
-4.53526763,1.60072230,0.05674247,0.00096991,0.93554701,0.99907292,1.24043330,0.00000000
-4.52926463,1.58998939,0.05879422,0.00097832,0.91787830,0.99324516,1.21665274,0.00000000
-4.52326163,1.57875782,0.06065802,0.00098584,0.89862713,0.98780691,1.19292124,0.00000000
-4.51725863,1.56765705,0.06231132,0.00099275,0.87820265,0.98318955,1.16995174,0.00000000
-4.51125563,1.55726728,0.06373552,0.00099938,0.85700513,0.97977933,1.14839814,0.00000000
-4.50525263,1.54809780,0.06491644,0.00100601,0.83541488,0.97790213,1.12883322,0.00000000
-4.49924962,1.54056848,0.06584469,0.00101292,0.81378251,0.97781061,1.11173003,0.00000000
-4.49324662,1.53499486,0.06651582,0.00102038,0.79242074,0.97967437,1.09744737,0.00000000
-4.48724362,1.53157746,0.06693034,0.00102859,0.77159790,0.98357325,1.08621972,0.00000000
-4.48124062,1.53039557,0.06709359,0.00103771,0.75153347,0.98949413,1.07815190,0.00000000
-4.47523762,1.53140582,0.06701553,0.00104788,0.73239553,0.99733123,1.07321861,0.00000000
-4.46923462,1.53444538,0.06671039,0.00105912,0.71430022,1.00688984,1.07126857,0.00000000
-4.46323162,1.53923991,0.06619638,0.00107145,0.69731317,1.01789335,1.07203314,0.00000000
-4.45722861,1.54541562,0.06549529,0.00108480,0.68145271,1.02999320,1.07513884,0.00000000
-4.45122561,1.55251534,0.06463227,0.00109905,0.66669481,1.04278145,1.08012332,0.00000000
-4.44522261,1.56001777,0.06363561,0.00111404,0.65297944,1.05580538,1.08645398,0.00000000
-4.43921961,1.56735935,0.06253666,0.00112955,0.64021816,1.06858368,1.09354866,0.00000000
-4.43321661,1.57395799,0.06136989,0.00114538,0.62830266,1.08062360,1.10079750,0.00000000
-4.42721361,1.57923774,0.06017308,0.00116129,0.61711390,1.09143847,1.10758523,0.00000000
-4.42121061,1.58265358,0.05898761,0.00117704,0.60653153,1.10056504,1.11331312,0.00000000
-4.41520760,1.58371545,0.05785892,0.00119246,0.59644332,1.10757997,1.11741985,0.00000000
-4.40920460,1.58201063,0.05683693,0.00120738,0.58675410,1.11211500,1.11940063,0.00000000
-4.40320160,1.57722366,0.05597657,0.00122172,0.57739400,1.11387038,1.11882401,0.00000000
-4.39719860,1.56915302,0.05533813,0.00123549,0.56832555,1.11262596,1.11534582,0.00000000
-4.39119560,1.55772399,0.05498762,0.00124878,0.55954940,1.10824979,1.10871995,0.00000000
-4.38519260,1.54299709,0.05499681,0.00126182,0.55110831,1.10070387,1.09880565,0.00000000
-4.37918959,1.52517178,0.05544312,0.00127493,0.54308929,1.09004690,1.08557124,0.00000000
-4.37318659,1.50458507,0.05640908,0.00128859,0.53562357,1.07643392,1.06909412,0.00000000
-4.36718359,1.48170514,0.05798151,0.00130338,0.52888448,1.06011287,1.04955727,0.00000000
-4.36118059,1.45711994,0.06025018,0.00131999,0.52308302,1.04141820,1.02724240,0.00000000
-4.35517759,1.43152100,0.06330619,0.00133925,0.51846141,1.02076162,1.00251995,0.00000000
-4.34917459,1.40568310,0.06723979,0.00136204,0.51528459,0.99862030,0.97583648,0.00000000
-4.34317159,1.38044011,0.07213788,0.00138931,0.51383002,0.97552285,0.94769969,0.00000000
-4.33716858,1.35665803,0.07808122,0.00142202,0.51437609,0.95203349,0.91866176,0.00000000
-4.33116558,1.33520581,0.08514130,0.00146113,0.51718955,0.92873486,0.88930148,0.00000000
-4.32516258,1.31692517,0.09337717,0.00150754,0.52251248,0.90621001,0.86020569,0.00000000
-4.31915958,1.30260037,0.10283219,0.00156204,0.53054925,0.88502412,0.83195076,0.00000000
-4.31315658,1.29292896,0.11353094,0.00162531,0.54145415,0.86570654,0.80508454,0.00000000
-4.30715358,1.28849477,0.12547643,0.00169780,0.55532020,0.84873382,0.78010952,0.00000000
