energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.93996998,0.85268636,-0.85268636,0.00032536,-0.00032536,0.11205358,-0.11205358,0.42033492,-0.42033493,0.26621081,-0.26621081,0.41700722,-0.41700722,0.00000000,-0.00000000,0.23463288,-0.23463288,0.07490509,-0.07490509
-5.93396698,0.82653608,-0.82653608,0.00029006,-0.00029006,0.10604055,-0.10604055,0.41980753,-0.41980753,0.24955493,-0.24955493,0.41158669,-0.41158669,0.00000000,-0.00000000,0.23190960,-0.23190960,0.07309624,-0.07309624
-5.92796398,0.80456276,-0.80456276,0.00025827,-0.00025827,0.10183632,-0.10183632,0.41997915,-0.41997916,0.23584867,-0.23584867,0.40611234,-0.40611234,0.00000000,-0.00000000,0.22884999,-0.22884999,0.07119922,-0.07119922
-5.92196098,0.78683639,-0.78683638,0.00022953,-0.00022953,0.09943523,-0.09943523,0.42069035,-0.42069035,0.22519173,-0.22519173,0.40060003,-0.40060003,0.00000000,-0.00000000,0.22545568,-0.22545567,0.06924027,-0.06924027
-5.91595798,0.77339526,-0.77339526,0.00020346,-0.00020346,0.09881642,-0.09881642,0.42178531,-0.42178531,0.21765431,-0.21765431,0.39506929,-0.39506929,0.00000000,-0.00000000,0.22173020,-0.22173020,0.06724673,-0.06724673
-5.90995498,0.76424590,-0.76424590,0.00017981,-0.00017981,0.09994572,-0.09994572,0.42311483,-0.42311483,0.21327728,-0.21327728,0.38954144,-0.38954144,0.00000000,-0.00000000,0.21767850,-0.21767850,0.06524603,-0.06524603
-5.90395198,0.75936274,-0.75936274,0.00015838,-0.00015838,0.10277704,-0.10277704,0.42453950,-0.42453950,0.21207190,-0.21207190,0.38403831,-0.38403831,0.00000000,-0.00000000,0.21330687,-0.21330687,0.06326481,-0.06326481
-5.89794897,0.75868774,-0.75868774,0.00013902,-0.00013902,0.10725322,-0.10725322,0.42593273,-0.42593273,0.21401907,-0.21401907,0.37858159,-0.37858159,0.00000000,-0.00000000,0.20862347,-0.20862347,0.06132828,-0.06132828
-5.89194597,0.76212976,-0.76212976,0.00012164,-0.00012164,0.11330643,-0.11330643,0.42718359,-0.42718359,0.21906808,-0.21906808,0.37319269,-0.37319269,0.00000000,-0.00000000,0.20363906,-0.20363906,0.05945970,-0.05945970
-5.88594297,0.76956391,-0.76956391,0.00010618,-0.00010618,0.12085807,-0.12085807,0.42819919,-0.42819919,0.22713516,-0.22713516,0.36789311,-0.36789311,0.00000000,-0.00000000,0.19836812,-0.19836812,0.05768010,-0.05768010
-5.87993997,0.78083078,-0.78083078,0.00009257,-0.00009257,0.12981842,-0.12981842,0.42890652,-0.42890652,0.23810195,-0.23810195,0.36270505,-0.36270505,0.00000000,-0.00000000,0.19282996,-0.19282995,0.05600811,-0.05600811
-5.87393697,0.79573608,-0.79573608,0.00008082,-0.00008082,0.14008607,-0.14008607,0.42925356,-0.42925357,0.25181426,-0.25181426,0.35765221,-0.35765221,0.00000000,-0.00000000,0.18704994,-0.18704994,0.05446006,-0.05446006
-5.86793397,0.81405071,-0.81405071,0.00007090,-0.00007090,0.15154742,-0.15154742,0.42920978,-0.42920978,0.26808126,-0.26808126,0.35276075,-0.35276075,0.00000000,-0.00000000,0.18106055,-0.18106055,0.05305008,-0.05305008
-5.86193097,0.83551171,-0.83551172,0.00006286,-0.00006286,0.16407649,-0.16407649,0.42876581,-0.42876581,0.28667559,-0.28667559,0.34806014,-0.34806014,0.00000000,-0.00000000,0.17490222,-0.17490222,0.05179045,-0.05179045
-5.85592796,0.85982455,-0.85982455,0.00005675,-0.00005675,0.17753502,-0.17753502,0.42793262,-0.42793262,0.30733451,-0.30733451,0.34358407,-0.34358407,0.00000000,-0.00000000,0.16862388,-0.16862388,0.05069196,-0.05069196
-5.84992496,0.88666683,-0.88666683,0.00005268,-0.00005268,0.19177331,-0.19177332,0.42674008,-0.42674008,0.32976247,-0.32976247,0.33937123,-0.33937123,0.00000000,-0.00000000,0.16228324,-0.16228324,0.04976441,-0.04976441
-5.84392196,0.91569394,-0.91569394,0.00005079,-0.00005079,0.20663176,-0.20663176,0.42523531,-0.42523531,0.35363513,-0.35363513,0.33546601,-0.33546601,0.00000000,-0.00000000,0.15594665,-0.15594665,0.04901712,-0.04901712
-5.83791896,0.94654669,-0.94654669,0.00005130,-0.00005130,0.22194321,-0.22194322,0.42348073,-0.42348073,0.37860504,-0.37860504,0.33191914,-0.33191914,0.00000000,-0.00000000,0.14968864,-0.14968864,0.04845948,-0.04845948
-5.83191596,0.97886099,-0.97886099,0.00005452,-0.00005452,0.23753626,-0.23753626,0.42155220,-0.42155220,0.40430893,-0.40430893,0.32878833,-0.32878833,0.00000000,-0.00000000,0.14359115,-0.14359115,0.04810154,-0.04810154
-5.82591296,1.01227944,-1.01227944,0.00006083,-0.00006083,0.25323926,-0.25323926,0.41953732,-0.41953732,0.43037643,-0.43037643,0.32613886,-0.32613886,0.00000000,-0.00000000,0.13774250,-0.13774250,0.04795455,-0.04795455
-5.81990995,1.04646445,-1.04646445,0.00007074,-0.00007074,0.26888509,-0.26888509,0.41753400,-0.41753400,0.45644001,-0.45644001,0.32404408,-0.32404408,0.00000000,-0.00000000,0.13223612,-0.13223612,0.04803148,-0.04803148
-5.81390695,1.08111251,-1.08111251,0.00008489,-0.00008489,0.28431640,-0.28431640,0.41564935,-0.41564935,0.48214577,-0.48214577,0.32258602,-0.32258602,0.00000000,-0.00000000,0.12716909,-0.12716909,0.04834748,-0.04834748
-5.80790395,1.11596868,-1.11596868,0.00010407,-0.00010407,0.29939110,-0.29939110,0.41399895,-0.41399895,0.50716460,-0.50716460,0.32185572,-0.32185572,0.00000000,-0.00000000,0.12264061,-0.12264061,0.04892019,-0.04892019
-5.80190095,1.15084058,-1.15084058,0.00012924,-0.00012924,0.31398777,-0.31398777,0.41270637,-0.41270637,0.53120319,-0.53120319,0.32195347,-0.32195347,0.00000000,-0.00000000,0.11875034,-0.11875034,0.04977006,-0.04977006
-5.79589795,1.18561092,-1.18561092,0.00016157,-0.00016157,0.32801067,-0.32801067,0.41190288,-0.41190288,0.55401427,-0.55401427,0.32298869,-0.32298869,0.00000000,-0.00000000,0.11559667,-0.11559667,0.05092032,-0.05092032
-5.78989495,1.22024750,-1.22024750,0.00020243,-0.00020243,0.34139399,-0.34139399,0.41172704,-0.41172704,0.57540552,-0.57540552,0.32507940,-0.32507940,0.00000000,-0.00000000,0.11327493,-0.11327493,0.05239695,-0.05239695
-5.78389195,1.25480967,-1.25480967,0.00025342,-0.00025342,0.35410498,-0.35410498,0.41232424,-0.41232424,0.59524652,-0.59524652,0.32835107,-0.32835107,0.00000000,-0.00000000,0.11187561,-0.11187561,0.05422831,-0.05422831
-5.77788894,1.28945052,-1.28945052,0.00031639,-0.00031639,0.36614574,-0.36614574,0.41384558,-0.41384558,0.61347333,-0.61347333,0.33293469,-0.33293469,0.00000000,-0.00000000,0.11148241,-0.11148241,0.05644461,-0.05644461
-5.77188594,1.32441397,-1.32441397,0.00039345,-0.00039345,0.37755336,-0.37755336,0.41644632,-0.41644632,0.63009023,-0.63009023,0.33896411,-0.33896411,0.00000000,-0.00000000,0.11217031,-0.11217031,0.05907709,-0.05907709
-5.76588294,1.36002649,-1.36002649,0.00048694,-0.00048694,0.38839829,-0.38839829,0.42028337,-0.42028337,0.64516840,-0.64516840,0.34657237,-0.34657237,0.00000000,-0.00000000,0.11400353,-0.11400353,0.06215703,-0.06215703
-5.75987994,1.39668323,-1.39668323,0.00059949,-0.00059949,0.39878104,-0.39878104,0.42551201,-0.42551201,0.65884149,-0.65884149,0.35588713,-0.35588713,0.00000000,-0.00000000,0.11703344,-0.11703344,0.06571444,-0.06571444
-5.75387694,1.43482896,-1.43482896,0.00073393,-0.00073393,0.40882696,-0.40882696,0.43228158,-0.43228158,0.67129815,-0.67129815,0.36702527,-0.36702527,0.00000000,-0.00000000,0.12129643,-0.12129643,0.06977662,-0.06977662
-5.74787394,1.47493431,-1.47493431,0.00089330,-0.00089330,0.41867972,-0.41867972,0.44073044,-0.44073044,0.68277180,-0.68277180,0.38008680,-0.38008680,0.00000000,-0.00000000,0.12681173,-0.12681173,0.07436658,-0.07436658
-5.74187094,1.51746847,-1.51746847,0.00108083,-0.00108083,0.42849343,-0.42849343,0.45098020,-0.45098020,0.69352821,-0.69352821,0.39514815,-0.39514815,0.00000000,-0.00000000,0.13357942,-0.13357942,0.07950132,-0.07950132
-5.73586793,1.56286952,-1.56286952,0.00129983,-0.00129983,0.43842398,-0.43842398,0.46312954,-0.46312954,0.70385131,-0.70385131,0.41225542,-0.41225542,0.00000000,-0.00000000,0.14157844,-0.14157844,0.08519011,-0.08519011
-5.72986493,1.61151405,-1.61151405,0.00155364,-0.00155364,0.44862005,-0.44862005,0.47724792,-0.47724792,0.71402825,-0.71402825,0.43141764,-0.43141764,0.00000000,-0.00000000,0.15076501,-0.15076501,0.09143287,-0.09143287
-5.72386193,1.66368765,-1.66368765,0.00184558,-0.00184558,0.45921422,-0.45921422,0.49336969,-0.49336969,0.72433420,-0.72433420,0.45260069,-0.45260069,0.00000000,-0.00000000,0.16107129,-0.16107129,0.09821865,-0.09821865
-5.71785893,1.71955824,-1.71955824,0.00217879,-0.00217879,0.47031479,-0.47031479,0.51148874,-0.51148874,0.73501798,-0.73501798,0.47572204,-0.47572204,0.00000000,-0.00000000,0.17240466,-0.17240466,0.10552439,-0.10552439
-5.71185593,1.77915360,-1.77915360,0.00255615,-0.00255615,0.48199873,-0.48199873,0.53155441,-0.53155441,0.74628917,-0.74628917,0.50064694,-0.50064694,0.00000000,-0.00000000,0.18464757,-0.18464757,0.11331403,-0.11331403
-5.70585293,1.84234496,-1.84234496,0.00298014,-0.00298014,0.49430626,-0.49430626,0.55346876,-0.55346877,0.75830750,-0.75830750,0.52718630,-0.52718630,0.00000000,-0.00000000,0.19765810,-0.19765810,0.12153796,-0.12153796
-5.69984992,1.90883755,-1.90883755,0.00345272,-0.00345272,0.50723727,-0.50723727,0.57708566,-0.57708566,0.77117495,-0.77117495,0.55509657,-0.55509657,0.00000000,-0.00000000,0.21127140,-0.21127140,0.13013301,-0.13013301
-5.69384692,1.97816904,-1.97816904,0.00397519,-0.00397519,0.52074998,-0.52074998,0.60221177,-0.60221178,0.78493115,-0.78493115,0.58408180,-0.58408180,0.00000000,-0.00000000,0.22530192,-0.22530192,0.13902291,-0.13902291
-5.68784392,2.04971631,-2.04971631,0.00454808,-0.00454808,0.53476174,-0.53476174,0.62860960,-0.62860961,0.79955207,-0.79955207,0.61379807,-0.61379807,0.00000000,-0.00000000,0.23954655,-0.23954655,0.14811930,-0.14811930
-5.68184092,2.12271021,-2.12271021,0.00517102,-0.00517102,0.54915206,-0.54915206,0.65600248,-0.65600248,0.81495216,-0.81495216,0.64386020,-0.64386020,0.00000000,-0.00000000,0.25378864,-0.25378864,0.15732326,-0.15732326
-5.67583792,2.19625790,-2.19625790,0.00584263,-0.00584263,0.56376749,-0.56376749,0.68408130,-0.68408130,0.83098957,-0.83098957,0.67385053,-0.67385053,0.00000000,-0.00000000,0.26780270,-0.26780270,0.16652736,-0.16652736
-5.66983492,2.26937150,-2.26937150,0.00656051,-0.00656051,0.57842825,-0.57842825,0.71251275,-0.71251276,0.84747410,-0.84747410,0.70332962,-0.70332962,0.00000000,-0.00000000,0.28135977,-0.28135978,0.17561809,-0.17561809
-5.66383192,2.34100176,-2.34100176,0.00732112,-0.00732112,0.59293597,-0.59293597,0.74094860,-0.74094861,0.86417720,-0.86417720,0.73184843,-0.73184843,0.00000000,-0.00000000,0.29423326,-0.29423326,0.18447872,-0.18447872
-5.65782891,2.41007480,-2.41007480,0.00811983,-0.00811983,0.60708210,-0.60708210,0.76903548,-0.76903549,0.88084347,-0.88084347,0.75896146,-0.75896146,0.00000000,-0.00000000,0.30620497,-0.30620497,0.19299237,-0.19299237
-5.65182591,2.47553015,-2.47553015,0.00895098,-0.00895098,0.62065651,-0.62065651,0.79642478,-0.79642479,0.89720270,-0.89720270,0.78424032,-0.78424032,0.00000000,-0.00000000,0.31707117,-0.31707117,0.20104522,-0.20104522
-5.64582291,2.53635788,-2.53635788,0.00980790,-0.00980790,0.63345560,-0.63345560,0.82278200,-0.82278201,0.91298180,-0.91298180,0.80728728,-0.80728728,0.00000000,-0.00000000,0.32664848,-0.32664848,0.20852979,-0.20852979
-5.63981991,2.59163311,-2.59163311,0.01068309,-0.01068309,0.64528963,-0.64528963,0.84779517,-0.84779517,0.92791584,-0.92791584,0.82774794,-0.82774794,0.00000000,-0.00000000,0.33477918,-0.33477918,0.21534804,-0.21534804
-5.63381691,2.64054604,-2.64054604,0.01156838,-0.01156838,0.65598859,-0.65598859,0.87118184,-0.87118184,0.94175760,-0.94175760,0.84532277,-0.84532277,0.00000000,-0.00000000,0.34133586,-0.34133586,0.22141425,-0.22141425
-5.62781391,2.68242613,-2.68242613,0.01245509,-0.01245509,0.66540657,-0.66540657,0.89269443,-0.89269444,0.95428509,-0.95428509,0.85977676,-0.85977676,0.00000000,-0.00000000,0.34622517,-0.34622517,0.22665760,-0.22665760
-5.62181091,2.71675948,-2.71675948,0.01333433,-0.01333433,0.67342425,-0.67342425,0.91212371,-0.91212371,0.96530681,-0.96530681,0.87094696,-0.87094696,0.00000000,-0.00000000,0.34939049,-0.34939049,0.23102416,-0.23102416
-5.61580790,2.74319872,-2.74319872,0.01419720,-0.01419720,0.67994967,-0.67994967,0.92930030,-0.92930030,0.97466460,-0.97466460,0.87874745,-0.87874745,0.00000000,-0.00000000,0.35081332,-0.35081332,0.23447850,-0.23447850
-5.60980490,2.76156555,-2.76156555,0.01503507,-0.01503507,0.68491717,-0.68491717,0.94409451,-0.94409451,0.98223413,-0.98223413,0.88317166,-0.88317166,0.00000000,-0.00000000,0.35051358,-0.35051358,0.23700451,-0.23700451
-5.60380190,2.77184607,-2.77184607,0.01583980,-0.01583980,0.68828497,-0.68828497,0.95641449,-0.95641449,0.98792333,-0.98792333,0.88429193,-0.88429193,0.00000000,-0.00000000,0.34854847,-0.34854847,0.23860576,-0.23860576
-5.59779890,2.77417986,-2.77417986,0.01660402,-0.01660402,0.69003159,-0.69003159,0.96620322,-0.96620322,0.99166916,-0.99166916,0.88225639,-0.88225639,0.00000000,-0.00000000,0.34501025,-0.34501025,0.23930505,-0.23930505
-5.59179590,2.76884383,-2.76884383,0.01732127,-0.01732127,0.69015159,-0.69015159,0.97343463,-0.97343463,0.99343318,-0.99343318,0.87728331,-0.87728331,0.00000000,-0.00000000,0.34002289,-0.34002289,0.23914343,-0.23914343
-5.58579290,2.75623230,-2.75623230,0.01798624,-0.01798624,0.68865102,-0.68865102,0.97810934,-0.97810934,0.99319663,-0.99319663,0.86965336,-0.86965336,0.00000000,-0.00000000,0.33373774,-0.33373774,0.23817863,-0.23817863
-5.57978989,2.73683470,-2.73683470,0.01859480,-0.01859480,0.68554315,-0.68554315,0.98025049,-0.98025049,0.99095536,-0.99095536,0.85969994,-0.85969994,0.00000000,-0.00000000,0.32632848,-0.32632848,0.23648290,-0.23648290
-5.57378689,2.71121237,-2.71121237,0.01914414,-0.01914414,0.68084480,-0.68084480,0.97989999,-0.97989999,0.98671542,-0.98671542,0.84779826,-0.84779826,0.00000000,-0.00000000,0.31798558,-0.31798558,0.23414054,-0.23414054
-5.56778389,2.67997607,-2.67997607,0.01963270,-0.01963270,0.67457359,-0.67457359,0.97711552,-0.97711552,0.98048955,-0.98048955,0.83435347,-0.83435347,0.00000000,-0.00000000,0.30891037,-0.30891037,0.23124505,-0.23124505
-5.56178089,2.64376509,-2.64376509,0.02006018,-0.02006018,0.66674646,-0.66674646,0.97196856,-0.97196856,0.97229501,-0.97229501,0.81978841,-0.81978840,0.00000000,-0.00000000,0.29930915,-0.29930915,0.22789609,-0.22789609
-5.55577789,2.60322912,-2.60322912,0.02042741,-0.02042741,0.65737942,-0.65737942,0.96454349,-0.96454349,0.96215286,-0.96215286,0.80453151,-0.80453151,0.00000000,-0.00000000,0.28938742,-0.28938742,0.22419638,-0.22419638
-5.54977489,2.55901350,-2.55901350,0.02073622,-0.02073622,0.64648864,-0.64648864,0.95493769,-0.95493769,0.95008876,-0.95008876,0.78900519,-0.78900519,0.00000000,-0.00000000,0.27934446,-0.27934446,0.22024868,-0.22024868
-5.54377189,2.51174792,-2.51174792,0.02098928,-0.02098928,0.63409271,-0.63409271,0.94326255,-0.94326255,0.93613505,-0.93613505,0.77361511,-0.77361511,0.00000000,-0.00000000,0.26936854,-0.26936854,0.21615285,-0.21615285
-5.53776888,2.46203878,-2.46203878,0.02118987,-0.02118987,0.62021573,-0.62021573,0.92964512,-0.92964512,0.92033400,-0.92033400,0.75874070,-0.75874070,0.00000000,-0.00000000,0.25963271,-0.25963271,0.21200328,-0.21200328
-5.53176588,2.41046469,-2.41046469,0.02134173,-0.02134173,0.60489107,-0.60489107,0.91423001,-0.91423001,0.90274166,-0.90274166,0.74472704,-0.74472704,0.00000000,-0.00000000,0.25029149,-0.25029149,0.20788660,-0.20788660
-5.52576288,2.35757453,-2.35757453,0.02144882,-0.02144882,0.58816529,-0.58816529,0.89718117,-0.89718117,0.88343191,-0.88343191,0.73187836,-0.73187836,0.00000000,-0.00000000,0.24147834,-0.24147835,0.20387982,-0.20387982
-5.51975988,2.30388743,-2.30388743,0.02151519,-0.02151519,0.57010183,-0.57010183,0.87868318,-0.87868318,0.86250032,-0.86250032,0.72045300,-0.72045300,0.00000000,-0.00000000,0.23330396,-0.23330396,0.20004888,-0.20004888
-5.51375688,2.24989366,-2.24989366,0.02154476,-0.02154476,0.55078419,-0.55078419,0.85894165,-0.85894165,0.84006722,-0.84006722,0.71066001,-0.71066001,0.00000000,-0.00000000,0.22585546,-0.22585546,0.19644776,-0.19644776
-5.50775388,2.19605574,-2.19605574,0.02154124,-0.02154124,0.53031809,-0.53031809,0.83818246,-0.83818246,0.81627957,-0.81627957,0.70265717,-0.70265717,0.00000000,-0.00000000,0.21919628,-0.21919628,0.19311796,-0.19311796
-5.50175088,2.14280902,-2.14280902,0.02150803,-0.02150803,0.50883251,-0.50883251,0.81664963,-0.81664963,0.79131142,-0.79131142,0.69655033,-0.69655033,0.00000000,-0.00000000,0.21336682,-0.21336682,0.19008841,-0.19008841
-5.49574787,2.09056106,-2.09056106,0.02144815,-0.02144815,0.48647935,-0.48647935,0.79460167,-0.79460167,0.76536271,-0.76536271,0.69239383,-0.69239382,0.00000000,-0.00000000,0.20838557,-0.20838558,0.18737585,-0.18737585
-5.48974487,2.03968955,-2.03968955,0.02136419,-0.02136419,0.46343167,-0.46343167,0.77230665,-0.77230664,0.73865623,-0.73865623,0.69019193,-0.69019193,0.00000000,-0.00000000,0.20425084,-0.20425084,0.18498541,-0.18498541
-5.48374187,1.99053860,-1.99053860,0.02125833,-0.02125833,0.43988057,-0.43988057,0.75003589,-0.75003589,0.71143314,-0.71143314,0.68990108,-0.68990108,0.00000000,-0.00000000,0.20094267,-0.20094267,0.18291153,-0.18291153
-5.47773887,1.94341355,-1.94341355,0.02113237,-0.02113237,0.41603091,-0.41603091,0.72805687,-0.72805687,0.68394685,-0.68394685,0.69143276,-0.69143276,0.00000000,-0.00000000,0.19842517,-0.19842517,0.18113909,-0.18113909
-5.47173587,1.89857470,-1.89857470,0.02098770,-0.02098770,0.39209600,-0.39209600,0.70662550,-0.70662550,0.65645601,-0.65645601,0.69465699,-0.69465699,0.00000000,-0.00000000,0.19664891,-0.19664891,0.17964456,-0.17964456
-5.46573287,1.85623048,-1.85623048,0.02082539,-0.02082539,0.36829170,-0.36829170,0.68597844,-0.68597844,0.62921676,-0.62921676,0.69940627,-0.69940627,0.00000000,-0.00000000,0.19555342,-0.19555342,0.17839734,-0.17839734
-5.45972986,1.81653090,-1.81653090,0.02064621,-0.02064621,0.34483021,-0.34483021,0.66632580,-0.66632580,0.60247485,-0.60247485,0.70548011,-0.70548011,0.00000000,-0.00000000,0.19506970,-0.19506970,0.17736109,-0.17736109
-5.45372686,1.77956191,-1.77956191,0.02045065,-0.02045065,0.32191393,-0.32191393,0.64784487,-0.64784487,0.57645808,-0.57645808,0.71264998,-0.71264998,0.00000000,-0.00000000,0.19512277,-0.19512277,0.17649500,-0.17649500
-5.44772386,1.74534169,-1.74534169,0.02023894,-0.02023894,0.29972977,-0.29972977,0.63067521,-0.63067521,0.55136958,-0.55136958,0.72066490,-0.72066490,0.00000000,-0.00000000,0.19563409,-0.19563409,0.17575515,-0.17575515
-5.44172086,1.71381940,-1.71381940,0.02001109,-0.02001109,0.27844421,-0.27844421,0.61491556,-0.61491556,0.52738232,-0.52738232,0.72925754,-0.72925754,0.00000000,-0.00000000,0.19652400,-0.19652400,0.17509571,-0.17509571
-5.43571786,1.68487708,-1.68487708,0.01976689,-0.01976689,0.25819939,-0.25819939,0.60062285,-0.60062285,0.50463520,-0.50463520,0.73815096,-0.73815096,0.00000000,-0.00000000,0.19771406,-0.19771406,0.17447020,-0.17447020
-5.42971486,1.65833502,-1.65833502,0.01950596,-0.01950596,0.23911040,-0.23911040,0.58781335,-0.58781335,0.48323094,-0.48323094,0.74706589,-0.74706589,0.00000000,-0.00000000,0.19912930,-0.19912930,0.17383272,-0.17383272
-5.42371186,1.63396070,-1.63396070,0.01922771,-0.01922771,0.22126384,-0.22126384,0.57646599,-0.57646599,0.46323588,-0.46323588,0.75572855,-0.75572855,0.00000000,-0.00000000,0.20070040,-0.20070040,0.17313907,-0.17313907
-5.41770885,1.61148113,-1.61148112,0.01893141,-0.01893141,0.20471780,-0.20471780,0.56652772,-0.56652772,0.44468165,-0.44468165,0.76387872,-0.76387872,0.00000000,-0.00000000,0.20236575,-0.20236575,0.17234797,-0.17234797
-5.41170585,1.59059808,-1.59059808,0.01861622,-0.01861622,0.18950302,-0.18950302,0.55792059,-0.55792059,0.42756855,-0.42756855,0.77127803,-0.77127803,0.00000000,-0.00000000,0.20407331,-0.20407331,0.17142215,-0.17142215
-5.40570285,1.57100556,-1.57100556,0.01828129,-0.01828129,0.17562525,-0.17562525,0.55054999,-0.55054999,0.41187040,-0.41187040,0.77771796,-0.77771796,0.00000000,-0.00000000,0.20578232,-0.20578232,0.17032945,-0.17032945
-5.39969985,1.55240845,-1.55240845,0.01792579,-0.01792579,0.16306853,-0.16306853,0.54431379,-0.54431379,0.39754051,-0.39754051,0.78302737,-0.78302737,0.00000000,-0.00000000,0.20746470,-0.20746470,0.16904382,-0.16904382
-5.39369685,1.53454138,-1.53454138,0.01754904,-0.01754904,0.15179920,-0.15179920,0.53911151,-0.53911151,0.38451831,-0.38451831,0.78707900,-0.78707900,0.00000000,-0.00000000,0.20910600,-0.20910601,0.16754621,-0.16754621
-5.38769385,1.51718643,-1.51718643,0.01715066,-0.01715066,0.14177034,-0.14177034,0.53485318,-0.53485318,0.37273630,-0.37273630,0.78979472,-0.78979472,0.00000000,-0.00000000,0.21070610,-0.21070610,0.16582531,-0.16582531
-5.38169085,1.50018877,-1.50018877,0.01673069,-0.01673069,0.13292646,-0.13292646,0.53146711,-0.53146711,0.36212675,-0.36212675,0.79114889,-0.79114889,0.00000000,-0.00000000,0.21227919,-0.21227919,0.16387809,-0.16387809
-5.37568784,1.48346888,-1.48346888,0.01628974,-0.01628974,0.12520811,-0.12520811,0.52890622,-0.52890622,0.35262786,-0.35262786,0.79116971,-0.79116971,0.00000000,-0.00000000,0.21385329,-0.21385329,0.16171003,-0.16171003
-5.36968484,1.46703075,-1.46703075,0.01582918,-0.01582918,0.11855617,-0.11855617,0.52715241,-0.52715241,0.34418891,-0.34418891,0.78993816,-0.78993816,0.00000000,-0.00000000,0.21546913,-0.21546913,0.15933509,-0.15933509
-5.36368184,1.45096514,-1.45096514,0.01535125,-0.01535125,0.11291572,-0.11291572,0.52621880,-0.52621880,0.33677428,-0.33677428,0.78758450,-0.78758450,0.00000000,-0.00000000,0.21717839,-0.21717839,0.15677534,-0.15677534
-5.35767884,1.43544783,-1.43544783,0.01485918,-0.01485918,0.10823924,-0.10823924,0.52614954,-0.52614954,0.33036597,-0.33036597,0.78428220,-0.78428220,0.00000000,-0.00000000,0.21904132,-0.21904132,0.15406023,-0.15406023
-5.35167584,1.42073270,-1.42073270,0.01435734,-0.01435734,0.10448910,-0.10448910,0.52701736,-0.52701736,0.32496473,-0.32496473,0.78023968,-0.78023968,0.00000000,-0.00000000,0.22112385,-0.22112385,0.15122555,-0.15122555
-5.34567284,1.40714004,-1.40714004,0.01385125,-0.01385125,0.10163927,-0.10163927,0.52891900,-0.52891900,0.32058972,-0.32058972,0.77568996,-0.77568996,0.00000000,-0.00000000,0.22349424,-0.22349424,0.14831198,-0.14831198
-5.33966983,1.39504077,-1.39504077,0.01334761,-0.01334761,0.09967614,-0.09967614,0.53196872,-0.53196872,0.31727680,-0.31727680,0.77087886,-0.77087886,0.00000000,-0.00000000,0.22621947,-0.22621947,0.14536357,-0.14536357
